Date,Open,High,Low,Close,Volume,Close_Direction,RSI,MACD,Signal_Line,RSI_Overbought,RSI_Oversold,RSI_Overbought_Streak,RSI_Oversold_Streak,RSI_CrossOver_70,RSI_CrossUnder_30,RSI_Slope,MACD_BullishCrossover,MACD_BearishCrossover,MACD_Bullish_Streak,MACD_Bearish_Streak,MACD_ZeroLine_Crossover,MACD_Slope,BB_UpperBreak,BB_LowerBreak,BB_UpperBreak_Streak,BB_LowerBreak_Streak,BB_Squeeze
1980-01-16,0.0,112.9000015258789,110.37999725341795,111.0500030517578,67700000,0.0,59.67233,1.59715,1.90775,0.0,0.0,0.0,0.0,0.0,0.0,7.06051,0.0,0.0,0.0,3.0,0.0,-0.07276,0.0,0.0,0.0,0.0,0.0
1980-01-17,0.0,112.01000213623048,109.80999755859376,110.6999969482422,54170000,0.0,54.14385,1.42702,1.81161,0.0,0.0,0.0,0.0,0.0,0.0,-5.52848,0.0,0.0,0.0,4.0,0.0,-0.17013,0.0,0.0,0.0,0.0,0.0
1980-01-18,0.0,111.73999786376952,109.87999725341795,111.06999969482422,47150000,0.0,53.07584,1.25832,1.70095,0.0,0.0,0.0,0.0,0.0,0.0,-1.06801,0.0,0.0,0.0,5.0,0.0,-0.1687,0.0,0.0,0.0,0.0,0.0
1980-01-21,0.0,112.9000015258789,110.66000366210938,112.0999984741211,48040000,1.0,46.09857,0.9754,1.55584,0.0,0.0,0.0,0.0,0.0,0.0,-6.97727,0.0,0.0,0.0,6.0,0.0,-0.28292,0.0,0.0,0.0,0.0,0.0
1980-01-22,0.0,113.0999984741211,110.91999816894533,111.51000213623048,50620000,0.0,48.85108,0.79447,1.40357,0.0,0.0,0.0,0.0,0.0,0.0,2.7525,0.0,0.0,0.0,7.0,0.0,-0.18093,0.0,0.0,0.0,0.0,0.0
1980-01-23,0.0,113.93000030517578,110.93000030517578,113.44000244140624,50730000,0.0,43.0266,0.51603,1.22606,0.0,0.0,0.0,0.0,0.0,0.0,-5.82448,0.0,0.0,0.0,8.0,0.0,-0.27844,0.0,1.0,0.0,1.0,0.0
1980-01-24,0.0,115.2699966430664,112.9499969482422,113.6999969482422,59070000,1.0,42.92327,0.2896,1.03877,0.0,0.0,0.0,0.0,0.0,0.0,-0.10333,0.0,0.0,0.0,9.0,0.0,-0.22643,0.0,0.0,0.0,0.0,0.0
1980-01-25,0.0,114.4499969482422,112.36000061035156,113.61000061035156,47100000,0.0,48.71549,0.2134,0.87369,0.0,0.0,0.0,0.0,0.0,0.0,5.79222,0.0,0.0,0.0,10.0,0.0,-0.0762,0.0,0.0,0.0,0.0,0.0
1980-01-28,0.0,115.6500015258789,112.93000030517578,114.8499984741211,53620000,1.0,44.41709,0.05873,0.7107,0.0,0.0,0.0,0.0,0.0,0.0,-4.29841,0.0,0.0,0.0,11.0,0.0,-0.15467,0.0,0.0,0.0,0.0,0.0
1980-01-29,0.0,115.7699966430664,113.02999877929688,114.06999969482422,55480000,0.0,45.66337,-0.04078,0.56041,0.0,0.0,0.0,0.0,0.0,0.0,1.24628,0.0,0.0,0.0,12.0,0.0,-0.09951,0.0,0.0,0.0,0.0,0.0
1980-01-30,0.0,115.8499984741211,113.37000274658205,115.1999969482422,51170000,0.0,39.97515,-0.2499,0.39834,0.0,0.0,0.0,0.0,0.0,0.0,-5.68822,0.0,0.0,0.0,13.0,0.0,-0.20912,0.0,0.0,0.0,0.0,0.0
1980-01-31,0.0,117.16999816894533,113.77999877929688,114.16000366210938,65900000,0.0,33.26738,-0.60873,0.19693,0.0,0.0,0.0,0.0,0.0,0.0,-6.70777,0.0,0.0,0.0,14.0,0.0,-0.35883,0.0,1.0,0.0,1.0,0.0
1980-02-01,0.0,115.54000091552734,113.12999725341795,115.12000274658205,46610000,0.0,29.50505,-1.02253,-0.04696,0.0,1.0,0.0,1.0,0.0,1.0,-3.76232,0.0,0.0,0.0,15.0,0.0,-0.4138,0.0,1.0,0.0,2.0,0.0
1980-02-04,0.0,116.01000213623048,113.83000183105467,114.37000274658205,43070000,1.0,28.72538,-1.36619,-0.31081,0.0,1.0,0.0,2.0,0.0,0.0,-0.77968,0.0,0.0,0.0,16.0,0.0,-0.34366,0.0,1.0,0.0,3.0,0.0
1980-02-05,0.0,115.25,112.1500015258789,114.66000366210938,41880000,0.0,34.77024,-1.51856,-0.55236,0.0,0.0,0.0,0.0,0.0,0.0,6.04487,0.0,0.0,0.0,17.0,0.0,-0.15237,0.0,0.0,0.0,0.0,0.0
1980-02-06,0.0,116.56999969482422,113.6500015258789,115.72000122070312,51950000,0.0,32.6345,-1.69322,-0.78053,0.0,0.0,0.0,0.0,0.0,0.0,-2.13575,0.0,0.0,0.0,18.0,0.0,-0.17466,0.0,0.0,0.0,0.0,0.0
1980-02-07,0.0,117.87000274658205,115.22000122070312,116.27999877929688,57690000,0.0,29.91616,-1.91049,-1.00652,0.0,1.0,0.0,1.0,0.0,1.0,-2.71834,0.0,0.0,0.0,19.0,0.0,-0.21726,0.0,0.0,0.0,0.0,0.0
1980-02-08,0.0,118.66000366210938,115.72000122070312,117.9499969482422,57860000,0.0,29.51373,-2.07409,-1.22004,0.0,1.0,0.0,2.0,0.0,0.0,-0.40242,0.0,0.0,0.0,20.0,0.0,-0.16361,0.0,0.0,0.0,0.0,0.0
1980-02-11,0.0,119.0500030517578,116.30999755859376,117.12000274658205,58660000,1.0,23.76895,-2.43152,-1.46233,0.0,1.0,0.0,3.0,0.0,0.0,-5.74478,0.0,0.0,0.0,21.0,0.0,-0.35742,0.0,1.0,0.0,1.0,0.0
1980-02-12,0.0,118.41000366210938,115.75,117.9000015258789,48090000,1.0,32.03804,-2.53706,-1.67728,0.0,0.0,0.0,0.0,0.0,0.0,8.26909,0.0,0.0,0.0,22.0,0.0,-0.10554,0.0,0.0,0.0,0.0,0.0
1980-02-13,0.0,120.22000122070312,117.56999969482422,118.44000244140624,65230000,0.0,32.93222,-2.57408,-1.85664,0.0,0.0,0.0,0.0,0.0,0.0,0.89418,0.0,0.0,0.0,23.0,0.0,-0.03703,0.0,0.0,0.0,0.0,0.0
1980-02-14,0.0,119.3000030517578,116.04000091552734,116.72000122070312,50540000,0.0,30.48456,-2.66869,-2.01905,0.0,0.0,0.0,0.0,0.0,0.0,-2.44766,0.0,0.0,0.0,24.0,0.0,-0.0946,0.0,0.0,0.0,0.0,0.0
1980-02-15,0.0,116.6999969482422,114.12000274658205,115.41000366210938,46680000,0.0,28.9095,-2.77701,-2.17064,0.0,1.0,0.0,1.0,0.0,1.0,-1.57506,0.0,0.0,0.0,25.0,0.0,-0.10832,0.0,0.0,0.0,0.0,0.0
1980-02-19,0.0,115.66999816894533,113.3499984741211,114.5999984741211,39480000,0.0,23.92891,-3.07194,-2.3509,0.0,1.0,0.0,2.0,0.0,0.0,-4.98059,0.0,0.0,0.0,26.0,0.0,-0.29493,0.0,0.0,0.0,0.0,0.0
1980-02-20,0.0,117.18000030517578,114.05999755859376,116.47000122070312,44340000,0.0,23.79777,-3.27518,-2.53576,0.0,1.0,0.0,3.0,0.0,0.0,-0.13114,0.0,0.0,0.0,27.0,0.0,-0.20324,0.0,0.0,0.0,0.0,0.0
1980-02-21,0.0,117.9000015258789,114.44000244140624,115.27999877929688,51530000,0.0,23.02757,-3.43778,-2.71616,0.0,1.0,0.0,4.0,0.0,0.0,-0.77019,0.0,0.0,0.0,28.0,0.0,-0.1626,0.0,0.0,0.0,0.0,0.0
1980-02-22,0.0,116.45999908447266,113.43000030517578,115.04000091552734,48210000,1.0,22.32573,-3.56268,-2.88547,0.0,1.0,0.0,5.0,0.0,0.0,-0.70184,0.0,0.0,0.0,29.0,0.0,-0.12491,0.0,0.0,0.0,0.0,0.0
1980-02-25,0.0,114.93000030517578,112.62000274658205,113.33000183105467,39140000,1.0,33.9241,-3.42371,-2.99311,0.0,0.0,0.0,0.0,0.0,0.0,11.59837,0.0,0.0,0.0,30.0,0.0,0.13898,0.0,0.0,0.0,0.0,0.0
1980-02-26,0.0,114.76000213623048,112.3000030517578,113.9800033569336,40000000,1.0,39.50033,-3.16333,-3.02716,0.0,0.0,0.0,0.0,0.0,0.0,5.57623,0.0,0.0,0.0,31.0,0.0,0.26038,0.0,0.0,0.0,0.0,0.0
1980-02-27,0.0,115.12000274658205,111.91000366210938,112.37999725341795,46430000,1.0,39.84928,-2.91609,-3.00494,0.0,0.0,0.0,0.0,0.0,0.0,0.34895,1.0,0.0,1.0,0.0,0.0,0.24723,0.0,0.0,0.0,0.0,0.0
1980-02-28,0.0,113.6999969482422,111.33000183105467,112.3499984741211,40330000,0.0,41.85567,-2.64928,-2.93381,0.0,0.0,0.0,0.0,0.0,0.0,2.00638,0.0,0.0,2.0,0.0,0.0,0.26682,0.0,0.0,0.0,0.0,0.0
1980-02-29,0.0,114.12000274658205,111.7699966430664,113.66000366210938,38810000,0.0,40.32039,-2.45232,-2.83751,0.0,0.0,0.0,0.0,0.0,0.0,-1.53528,0.0,0.0,3.0,0.0,0.0,0.19696,0.0,0.0,0.0,0.0,0.0
1980-03-03,0.0,114.33999633789062,112.01000213623048,112.5,38690000,1.0,35.18104,-2.42642,-2.75529,0.0,0.0,0.0,0.0,0.0,0.0,-5.13934,0.0,0.0,4.0,0.0,0.0,0.0259,0.0,0.0,0.0,0.0,0.0
1980-03-04,0.0,113.41000366210938,110.83000183105467,112.77999877929688,44310000,1.0,39.46309,-2.2979,-2.66381,0.0,0.0,0.0,0.0,0.0,0.0,4.28204,0.0,0.0,5.0,0.0,0.0,0.12852,0.0,0.0,0.0,0.0,0.0
1980-03-05,0.0,113.94000244140624,110.58000183105467,111.12999725341795,49240000,1.0,46.64185,-2.01866,-2.53478,0.0,0.0,0.0,0.0,0.0,0.0,7.17876,0.0,0.0,6.0,0.0,0.0,0.27924,0.0,0.0,0.0,0.0,0.0
1980-03-06,0.0,111.29000091552734,107.8499984741211,108.6500015258789,49610000,0.0,49.89169,-1.6995,-2.36773,0.0,0.0,0.0,0.0,0.0,0.0,3.24984,0.0,0.0,7.0,0.0,0.0,0.31916,0.0,0.0,0.0,0.0,0.0
1980-03-07,0.0,108.95999908447266,105.98999786376952,106.9000015258789,50950000,0.0,48.93214,-1.45321,-2.18482,0.0,0.0,0.0,0.0,0.0,0.0,-0.95955,0.0,0.0,8.0,0.0,0.0,0.24629,0.0,0.0,0.0,0.0,0.0
1980-03-10,0.0,107.86000061035156,104.91999816894533,106.51000213623048,43750000,0.0,45.82305,-1.31947,-2.01175,0.0,0.0,0.0,0.0,0.0,0.0,-3.10909,0.0,0.0,9.0,0.0,0.0,0.13374,0.0,0.0,0.0,0.0,0.0
1980-03-11,0.0,108.54000091552734,106.18000030517578,107.77999877929688,41350000,0.0,45.14027,-1.2164,-1.85268,0.0,0.0,0.0,0.0,0.0,0.0,-0.68278,0.0,0.0,10.0,0.0,0.0,0.10307,0.0,0.0,0.0,0.0,0.0
1980-03-12,0.0,108.4000015258789,105.41999816894533,106.87000274658205,37990000,0.0,41.66964,-1.20874,-1.72389,0.0,0.0,0.0,0.0,0.0,0.0,-3.47063,0.0,0.0,11.0,0.0,0.0,0.00766,0.0,0.0,0.0,0.0,0.0
1980-03-13,0.0,107.5500030517578,105.0999984741211,105.62000274658205,33070000,0.0,40.17428,-1.22805,-1.62473,0.0,0.0,0.0,0.0,0.0,0.0,-1.49536,0.0,0.0,12.0,0.0,0.0,-0.01931,0.0,0.0,0.0,0.0,0.0
1980-03-14,0.0,106.48999786376952,104.01000213623048,105.43000030517578,35180000,0.0,38.65009,-1.26907,-1.55359,0.0,0.0,0.0,0.0,0.0,0.0,-1.52418,0.0,0.0,13.0,0.0,0.0,-0.04102,0.0,0.0,0.0,0.0,0.0
1980-03-17,0.0,105.2300033569336,101.81999969482422,102.26000213623048,37020000,1.0,36.41815,-1.34658,-1.51219,0.0,0.0,0.0,0.0,0.0,0.0,-2.23194,0.0,0.0,14.0,0.0,0.0,-0.07751,0.0,0.0,0.0,0.0,0.0
1980-03-18,0.0,104.70999908447266,101.13999938964844,104.0999984741211,47340000,1.0,51.12837,-1.10239,-1.43023,0.0,0.0,0.0,0.0,0.0,0.0,14.71022,0.0,0.0,15.0,0.0,0.0,0.24419,0.0,0.0,0.0,0.0,0.0
1980-03-19,0.0,105.72000122070312,103.3499984741211,104.30999755859376,36520000,1.0,52.11441,-0.87457,-1.3191,0.0,0.0,0.0,0.0,0.0,0.0,0.98604,0.0,0.0,16.0,0.0,0.0,0.22781,0.0,0.0,0.0,0.0,0.0
1980-03-20,0.0,105.16999816894533,102.5199966430664,103.12000274658205,32580000,1.0,54.33055,-0.63267,-1.18181,0.0,0.0,0.0,0.0,0.0,0.0,2.21614,0.0,0.0,17.0,0.0,0.0,0.2419,0.0,0.0,0.0,0.0,0.0
1980-03-21,0.0,103.7300033569336,101.5500030517578,102.30999755859376,32220000,1.0,56.77431,-0.37531,-1.02051,0.0,0.0,0.0,0.0,0.0,0.0,2.44377,0.0,0.0,18.0,0.0,0.0,0.25736,0.0,0.0,0.0,0.0,0.0
1980-03-24,0.0,102.18000030517578,98.87999725341795,99.27999877929688,39230000,1.0,58.29226,-0.13111,-0.84263,0.0,0.0,0.0,0.0,0.0,0.0,1.51795,0.0,0.0,19.0,0.0,0.0,0.2442,0.0,0.0,0.0,0.0,0.0
1980-03-25,0.0,100.58000183105467,97.88999938964844,99.19000244140624,43790000,1.0,59.00289,0.07926,-0.65825,0.0,0.0,0.0,0.0,0.0,0.0,0.71063,0.0,0.0,20.0,0.0,1.0,0.21037,0.0,0.0,0.0,0.0,0.0
1980-03-26,0.0,101.22000122070312,98.0999984741211,98.68000030517578,37370000,0.0,60.42228,0.27748,-0.4711,0.0,0.0,0.0,0.0,0.0,0.0,1.4194,0.0,0.0,21.0,0.0,0.0,0.19822,0.0,0.0,0.0,0.0,0.0
1980-03-27,0.0,99.58000183105467,94.2300033569336,98.22000122070312,63680000,1.0,56.3657,0.36341,-0.3042,0.0,0.0,0.0,0.0,0.0,0.0,-4.05658,0.0,0.0,22.0,0.0,0.0,0.08593,0.0,0.0,0.0,0.0,0.0
