Date,Event_Type,Close_Price,Distance_Upper,Distance_Lower,Distance_Middle,Consecutive_Touches,Touch_Type,Future_Return_1,Future_Return_5,Future_Move_1,Future_Move_5
1980-01-02,Lower_Touch,105.76000213623048,,,,,,,,,
1980-01-03,Lower_Touch,105.22000122070312,,,,,,,,,
1980-01-04,Lower_Touch,106.5199966430664,,,,,,,,,
1980-01-07,Lower_Touch,106.80999755859376,,,,,,,,,
1980-01-08,Lower_Touch,108.9499969482422,,,,,,,,,
1980-01-09,Lower_Touch,109.0500030517578,,,,,,,,,
1980-01-10,Lower_Touch,109.88999938964844,,,,,,,,,
1980-01-11,Lower_Touch,109.91999816894533,,,,,,,,,
1980-01-14,Lower_Touch,110.37999725341795,,,,,,,,,
1980-01-15,Lower_Touch,111.13999938964844,,,,,,,,,
1980-01-16,Lower_Touch,111.0500030517578,,,,,,,,,
1980-01-17,Lower_Touch,110.6999969482422,,,,,,,,,
1980-01-18,Lower_Touch,111.06999969482422,,,,,,,,,
1980-01-21,Lower_Touch,112.0999984741211,,,,,,,,,
1980-01-22,Lower_Touch,111.51000213623048,,,,,,,,,
1980-01-23,Lower_Touch,113.44000244140624,,,,,,,,,
1980-01-24,Lower_Touch,113.6999969482422,,,,,,,,,
1980-01-25,Lower_Touch,113.61000061035156,,,,,,,,,
1980-01-28,Lower_Touch,114.8499984741211,,,,,,,,,
1980-01-29,Lower_Touch,114.06999969482422,,,,,,,,,
1980-01-30,Lower_Touch,115.1999969482422,,,,,,,,,
1980-01-31,Lower_Touch,114.16000366210938,,,,,,,,,
1980-02-01,Lower_Touch,115.12000274658205,,,,,,,,,
1980-02-04,Lower_Touch,114.37000274658205,,,,,,,,,
1980-02-05,Lower_Touch,114.66000366210938,,,,,,,,,
1980-02-06,Lower_Touch,115.72000122070312,,,,,,,,,
1980-02-07,Lower_Touch,116.27999877929688,,,,,,,,,
1980-02-08,Lower_Touch,117.9499969482422,,,,,,,,,
1980-02-11,Lower_Touch,117.12000274658205,,,,,,,,,
1980-02-12,Lower_Touch,117.9000015258789,,,,,,,,,
1980-02-13,Lower_Touch,118.44000244140624,,,,,,,,,
1980-02-14,Lower_Touch,116.72000122070312,,,,,,,,,
1980-02-15,Lower_Touch,115.41000366210938,,,,,,,,,
1980-02-19,Lower_Touch,114.5999984741211,,,,,,,,,
1980-02-20,Lower_Touch,116.47000122070312,,,,,,,,,
1980-02-21,Lower_Touch,115.27999877929688,,,,,,,,,
1980-02-22,Lower_Touch,115.04000091552734,,,,,,,,,
1980-02-25,Lower_Touch,113.33000183105467,,,,,,,,,
1980-02-26,Lower_Touch,113.9800033569336,,,,,,,,,
1980-02-27,Lower_Touch,112.37999725341795,-5.247396340983623,-0.026160301720571853,-2.706777303790441,1.0,Real,-0.0,-0.011,Down,Down
1980-02-28,Lower_Touch,112.3499984741211,,,,,,,,,
1980-02-29,Lower_Touch,113.66000366210938,,,,,,,,,
1980-03-03,Lower_Touch,112.5,,,,,,,,,
1980-03-04,Lower_Touch,112.77999877929688,,,,,,,,,
1980-03-05,Lower_Touch,111.12999725341795,,,,,,,,,
1980-03-06,Lower_Touch,108.6500015258789,-9.129556474728606,-0.8949714894552494,-5.190730152363901,1.0,Real,-0.016,-0.028,Down,Down
