Date,Upper_Distance,Middle_Distance,Lower_Distance
1980-05-15,-1.755362370611989,1.8234742223922944,5.67290634660647
1980-05-16,-1.2876390940896068,1.836566440701944,5.1649951909269385
1980-05-19,-0.3918547070809009,1.760270388496453,4.007446408945077
1980-05-20,-0.49595571321712684,1.5120240576685553,3.602714505755545
1980-05-21,-0.44769368077281246,1.4155061858133844,3.349778741441508
1980-05-22,0.3765222532164734,2.407772892820841,4.522931565687943
1980-05-23,1.062122548660327,3.6544252881371793,6.383217228185754
1980-05-27,0.9324223402222528,4.104367276519611,7.482146614327368
1980-05-28,0.6931683711055527,4.41864135254824,8.430377689630895
1980-05-29,-1.242093592141206,2.56052236470543,6.667700353779741
1980-05-30,-0.7971424430410912,3.18534971679394,7.500969012552057
1980-06-02,-1.501697022703723,2.493871624319007,6.827304967558388
1980-06-03,-1.9492838892881743,2.067489709347533,6.427425993959618
1980-06-04,-0.6115537389991197,3.702476356259438,8.408007265582473
1980-06-05,-0.9583060343161074,3.59191399878811,8.58036409621402
1980-06-06,-1.0460980073866557,3.641171727278466,8.794576658232081
1980-06-09,-0.918985048490064,3.6814144317654125,8.729814282729196
1980-06-10,-0.4520319335898452,4.078829378098039,9.041796126941392
1980-06-11,0.06067725460272708,4.850768742731323,10.122540411159942
1980-06-12,-0.8288709428940734,3.991499357516791,9.30441407705636
1980-06-13,-0.9806796109211162,3.8403237845354337,9.154798283951894
1980-06-16,-1.1038464374612407,3.6851102110520375,8.961470725229116
1980-06-17,-1.4215537299741625,3.2460707272139664,8.377682564190136
1980-06-18,-1.4052782005217912,3.0545877216055275,7.937047461038278
1980-06-19,-2.6235247333459357,1.324664846359279,5.606547821863786
1980-06-20,-3.0087376126013647,0.570036292894113,4.423026695022982
1980-06-23,-2.6383398242900764,0.7939605667454233,4.477102356068078
1980-06-24,-2.190492757999617,1.1819500719800953,4.795259572525957
1980-06-25,-1.13809505202515,2.360825179895175,6.116500017930108
1980-06-26,-1.5938367357573546,1.6322055373465274,5.076935255674863
1980-06-27,-1.7736997057355965,1.2552156108938652,4.476874205029711
1980-06-30,-3.035479802249318,-0.4322983345951927,2.3145130103950518
1980-07-01,-2.062568490977195,-0.023486419212103725,2.1023094639958613
1980-07-02,-1.3507153841943418,0.49474264687897845,2.4105639159483343
1980-07-03,0.007953813268310482,1.8340705486747082,3.728116392571633
1980-07-07,0.38755577899848065,2.3278757896895805,4.3446802585680215
1980-07-08,-0.19189893844671493,1.7568221673481696,3.783154922632079
1980-07-09,-0.3176140556932342,1.7318942408151141,3.8674490486761375
1980-07-10,-1.2583228048080648,0.8033212967070953,2.9528920624010193
1980-07-11,-0.6989325733814364,1.4689898819305,3.733684407654325
1980-07-14,0.52518900628047,3.151002439220611,5.917672668115363
1980-07-15,-0.4182353447019289,2.399480576830806,5.3812971766289115
1980-07-16,-0.5078794377013679,2.5243259629738173,5.747165360713537
1980-07-17,0.3220179746415269,3.8450211416596964,7.6244639292563585
1980-07-18,0.1665055229451328,4.029835623251865,8.203130984796026
1980-07-21,-0.020855508980255493,4.055719962683851,8.478865244648256
1980-07-22,-0.7013594001495778,3.446526120989209,7.956047328197741
1980-07-23,-1.2391577755763254,2.93056218571279,7.467897291839849
1980-07-24,-1.6612024973721589,2.5928302393588925,7.231554261022355
1980-07-25,-2.6088681614488527,1.5457167484258976,6.070555090928583
1980-07-28,-2.2371693175788487,1.8596966743374383,6.31494921597175
1980-07-29,-1.4845939916497293,2.3231717083343475,6.437123468466653
1980-07-30,-1.5905270218775338,1.8702206141990747,5.5832470282679765
1980-07-31,-1.9325128440456876,1.1510097471333676,4.434736901553765
1980-08-01,-2.2831315419312266,0.6117542907752619,3.683400063579506
1980-08-04,-2.464876086761022,0.30885550049216504,3.2449651771609154
1980-08-05,-2.580842180559837,-0.010353963878846415,2.699459552772479
1980-08-06,-1.8697315603724145,0.5118642286125255,3.0119368245357165
1980-08-07,-0.348453854377138,1.691981520465577,3.817722276755803
1980-08-08,-0.06222949444440932,1.7056530563170758,3.5372090771904174
1980-08-11,0.441518462387421,2.467243319129912,4.576360506409626
1980-08-12,-0.4321655082385299,1.4672132306507863,3.440467194983861
1980-08-13,-0.8212730287244981,0.8982447834387955,2.67843908850323
1980-08-14,0.3238979061259022,2.351008201136163,4.461726033035491
1980-08-15,0.23919731512327563,2.5808403186913864,5.034504342492757
1980-08-18,-1.6708677569951074,0.6435500450452781,3.069545115082305
1980-08-19,-2.311587065002521,-0.017535197773522936,2.386851785926316
1980-08-20,-1.4697910393762283,0.8609455582345811,3.3046210931181625
1980-08-21,-0.42869869475350103,2.085485373814311,4.7299251456341995
1980-08-22,-0.2890757678549776,2.32301060211041,5.0756340856887
1980-08-25,-1.123157956036093,1.4710739153923509,4.205103388707106
1980-08-26,-1.495833060450013,1.111625662650228,3.8608794717157933
1980-08-27,-2.5487529426911673,-0.009716466167729552,2.6651656763594387
1980-08-28,-3.667919726942189,-1.191799391182941,1.4149716122857738
1980-08-29,-3.3732484761783232,-0.9958680290092102,1.5014482379116283
1980-09-02,-2.2130881778914784,-0.007274031451562369,2.3003513761468164
1980-09-03,-0.4017998212443359,1.694917756682545,3.881812929540677
1980-09-04,-0.9542904482486387,0.9729362980303407,2.976651119993405
1980-09-05,-1.4257749917216715,0.4742905874746924,2.449045188568272
1980-09-08,-2.66930040869242,-0.7769040654591712,1.1905389581530026
1980-09-09,-2.034351134965184,-0.1368313865998212,1.8356472732910154
1980-09-10,-1.4919910880734795,0.4175674208946125,2.4026222485709554
1980-09-11,-0.9325294102867356,1.00474607092311,3.019300019161758
1980-09-12,-1.0565441758554397,0.8965290542263752,2.9282594653614202
1980-09-15,-0.9480891192344968,1.0030374061971754,3.032575135894927
1980-09-16,-0.35282936523881164,1.7260675910614205,3.8935550777046948
1980-09-17,0.7252739002740636,3.176061763041053,5.749086055434201
1980-09-18,-0.06438962151520175,2.6095883524740136,5.430595695159072
1980-09-19,0.09827038973091835,3.132681210761741,6.356815561676981
1980-09-22,0.357164001146729,3.8687903345452113,7.635080327259085
1980-09-23,-0.7882919417294064,2.921117222717254,6.9186810495889315
1980-09-24,-0.5729843644599613,3.44116008931101,7.793065172149387
1980-09-25,-2.0190697349389795,1.9217241918409562,6.192799578815316
1980-09-26,-3.6998416673251047,-0.12370865033070191,3.7282693229562702
1980-09-29,-5.753886061366999,-2.3896884729811054,1.223575725534014
1980-09-30,-4.238361486963143,-0.9399877078377463,2.5937069766900054
1980-10-01,-2.999327429185242,0.3385919098031714,3.914422374167449
1980-10-02,-2.3651326684826075,0.9898714672164804,4.583655176177767
1980-10-03,-1.6111187720551126,1.7889638536944936,5.4324554293844125
1980-10-06,-0.17776120255384348,3.33547578770359,7.105030129778727
1980-10-07,-0.963916801954362,2.4842671508179404,6.181226788923526
1980-10-08,-0.7826844442179335,2.7179459168117233,6.47463221834179
1980-10-09,-1.450845422220557,2.0278630575466545,5.761149341119012
1980-10-10,-2.0896315955881586,1.256671114058741,4.839802512115346
1980-10-13,-1.022449624184386,2.355979811437832,5.973193565142191
1980-10-14,-1.2706450578442448,2.139187712504363,5.792978053281963
1980-10-15,-0.4884182909877702,3.2460334367760018,7.27170561998103
1980-10-16,-1.811105082895573,1.9527738249383604,6.016716953708092
1980-10-17,-2.4552945591500683,1.324339854961749,5.408685525576848
1980-10-20,-1.8313482167051285,2.077185149879883,6.309856303140977
1980-10-21,-2.5326444889901136,1.390425369084248,5.642547440319621
1980-10-22,-2.5748727593839003,1.3915199061468901,5.694580318115818
1980-10-23,-4.346766842301235,-0.4763731863950119,3.720441990854241
1980-10-24,-4.0273695973969605,-0.3644678735823511,3.5891258331977878
1980-10-27,-4.998939325810527,-2.039191559910201,1.1109078331226196
1980-10-28,-4.592757050018866,-2.0061726097461934,0.7245698051428819
1980-10-29,-4.623516004734181,-2.1425176604035,0.47100279178725535
1980-10-30,-6.013665068518431,-3.3153283932170554,-0.4574741262856414
1980-10-31,-5.217875574285399,-2.3424168724922176,0.7129692084652928
1980-11-03,-3.961730223330584,-1.0376369813143245,2.070108666945845
1980-11-05,-2.27860689413498,0.7058553835782277,3.8783544703632855
1980-11-06,-3.987419034053061,-1.045881661055583,2.0815919985184825
1980-11-07,-3.727388044584397,-0.7677915052056109,2.3795432963405783
1980-11-10,-3.4826507673542575,-0.5063848744303046,2.6592771287185304
1980-11-11,-2.084660990781399,0.8912300751664928,4.053680634101528
1980-11-12,0.013266237106319481,3.3487142124720135,6.914312462148824
1980-11-13,0.887414024264446,4.695540524565681,8.802429568601413
1980-11-14,0.6128968466611625,5.003249655379057,9.794240339092562
1980-11-17,0.2430182665547944,5.211703411393194,10.69863583773181
1980-11-18,0.6530305279816162,6.412960001756458,12.872134988098294
1980-11-19,-0.590262291745375,5.634978622284749,12.69198073631992
1980-11-20,-0.5331107304728682,6.310477435019549,14.165359700821845
1980-11-21,-2.067477059301331,4.953036124614975,13.057841812841803
1980-11-24,-3.078158913544781,4.017507305540678,12.234193743220798
1980-11-25,-2.809256844186821,4.335391250175805,12.613814137491852
1980-11-26,-2.6792297848093836,4.490239959593344,12.800043701342265
1980-11-28,-2.8190137305446097,4.261117116149179,12.453962211139482
1980-12-01,-4.96507156886902,1.3944473006430784,8.666135179616083
1980-12-02,-4.963224499855663,0.8630483668099258,7.450340497234416
1980-12-03,-5.004081910977865,0.3880903314175741,6.429242618496145
1980-12-04,-5.117805089136267,0.03004753168907417,5.768541058313537
1980-12-05,-6.504984608774839,-1.9495959423620548,3.072436596220091
1980-12-08,-8.7450136580102,-4.5014669151319815,0.15599526327883537
1980-12-09,-8.728754485713836,-4.631388489084825,-0.14885188393813215
1980-12-10,-10.593007833841114,-6.151108620675191,-1.2447723561465391
1980-12-11,-11.666879833760206,-6.562487775155307,-0.8319941556986411
1980-12-12,-10.504751255990765,-4.937402254730734,1.3685658468960953
1980-12-15,-10.383352065715536,-4.5051176214042465,2.198392553415732
1980-12-16,-9.483163063609831,-3.4020047594957683,3.555098095990914
1980-12-17,-7.554932502005212,-1.4600436377901882,5.495241136540516
1980-12-18,-7.165103276328813,-1.1563956707115302,5.683963478214019
1980-12-19,-6.182340405475014,-0.38816799201348295,6.16881069127596
1980-12-22,-4.429995857651224,1.287162284562786,7.731863263272677
1980-12-23,-4.522214694020144,1.0425401476061686,7.296104971222399
1980-12-24,-3.7632798698904577,1.6065808240762753,7.611115238507027
1980-12-26,-2.826468766305416,2.260181732477834,7.908780102451442
1980-12-29,-3.2359894671741163,1.3153044759644907,6.315870001655462
1980-12-30,-2.826669107955932,1.61206884136672,6.47572685466003
1980-12-31,-2.3849827878410723,1.9812538544926483,6.7563756811764835
1981-01-02,-1.9248918369551022,2.4311793977641325,7.192191981090286
1981-01-05,-0.9496445552836564,3.597804173875776,8.582896371644603
1981-01-06,-1.2443427044224782,3.551423882814037,8.836747811717657
1981-01-07,-3.509824822850902,1.102867267367356,6.178718068605837
1981-01-08,-4.934775502691385,-0.5051029953289723,4.357556305662908
1981-01-09,-4.455202467647301,-0.3854607453639414,4.0464080625914605
1981-01-12,-4.042794937048841,-0.584117096227701,3.1332124824283563
1981-01-13,-3.9616197547482135,-0.9051587543101548,2.3522435457498703
1981-01-14,-3.5275112546811753,-0.9193916409030589,1.833666632405034
1981-01-15,-2.753627496484016,-0.49633103041353543,1.8682490844362136
1981-01-16,-2.3255376761811415,-0.15816424683841912,2.1075790027259416
1981-01-19,-2.575899890834646,-0.5049940384550887,1.6558647742389514
1981-01-20,-4.694784423945249,-2.4449928507870142,-0.08641531105264072
1981-01-21,-4.982840161037598,-2.5002126519919448,0.11562867882341289
1981-01-22,-5.939105155957412,-3.1354955661585,-0.15962078766558271
1981-01-23,-6.003862884484916,-2.9539346234439487,0.3005554882703523
1981-01-26,-6.224587328994162,-3.0013274459859436,0.4514002951246446
1981-01-27,-5.244996437491949,-1.9018142081952363,1.6859067963993408
1981-01-28,-5.738399096141928,-2.3030086581112634,1.3922606717323063
1981-01-29,-5.664668538259641,-2.1755813057863733,1.5815132575146897
1981-01-30,-5.937228390076018,-2.4450820265200717,1.3163588503800019
1981-02-02,-7.506850000298944,-4.03344961423626,-0.28899678656904504
1981-02-03,-5.681502043048123,-2.5052880608171115,0.8923014415559758
1981-02-04,-5.3120329968836355,-2.16568662943411,1.196943771337538
1981-02-05,-4.426157016460267,-1.2455677556380451,2.1540017367153435
1981-02-06,-3.5280911816891867,-0.3973381878535162,2.9434317962761805
1981-02-09,-4.306148730367455,-1.2516342614361897,2.004307785954104
1981-02-10,-4.120968098843982,-1.1215973404556183,2.0714912854526606
1981-02-11,-4.626726814527725,-1.6899871032354667,1.4333550217937565
1981-02-12,-4.813575493783706,-2.0194819402045607,0.9436074316564094
1981-02-13,-4.613854517296098,-2.110730522961889,0.5273078966485522
1981-02-17,-3.276121895071667,-1.2211170459493883,0.9231049826887997
1981-02-18,-2.5194913009268145,-0.581518649620768,1.4350731833099535
1981-02-19,-3.7991132537042662,-1.8481482690017963,0.18358631848428394
1981-02-20,-3.7840852664909956,-1.7312316733650284,0.4111306469363949
1981-02-23,-3.084671289370531,-1.022805574936895,1.1286992541915404
1981-02-24,-2.962412464857706,-0.8973633506436051,1.257489151265917
1981-02-25,-1.8038331598576418,0.08293687947932608,2.043633270752699
1981-02-26,-0.5605275433978022,1.3228065558013935,3.2788566806434134
1981-02-27,0.14904876130756617,2.1930213139126455,4.322164256415113
1981-03-02,0.3168891823545205,2.6707879613750634,5.137807816815633
1981-03-03,-0.9346868950425423,1.3991276050843544,3.845556717815435
1981-03-04,-0.895317445206942,1.5374939004611001,4.092751847598308
1981-03-05,-1.6713876856491912,0.763494141424947,3.322026377794665
1981-03-06,-1.7481697186220984,0.6928729496728964,3.2583001357635393
1981-03-09,-0.8523334960722445,1.6571971112719464,4.2970643359519025
1981-03-10,-1.4416308806987368,1.09887148525286,3.773810336613691
1981-03-11,-1.8701259249001092,0.6759477140281084,3.357661303350944
1981-03-12,0.07133969904013635,2.988596209963997,6.081046295285534
1981-03-13,-0.3791318981509944,2.7031826024245516,5.982323393141107
1981-03-16,0.22347114856761183,3.606768885777044,7.226470651921516
1981-03-17,-0.7128577217942771,2.780569342009022,6.528794596336576
1981-03-18,-0.8648031994369442,2.784415552456244,6.712561069751192
1981-03-19,-1.5226151363284406,1.935060043025679,5.644378122271623
1981-03-20,-1.14656436841344,2.116123200298037,5.601533791618826
1981-03-23,-0.26900035536036837,3.015143588003877,6.522946485562371
1981-03-24,-1.0632158080253622,1.9590011562576761,5.171675016572315
1981-03-25,0.25485013129558,3.4698746726055574,6.897933042828189
1981-03-26,-0.6908866815153487,2.597117225578878,6.110300153397572
1981-03-27,-1.9982299136916688,1.2485904799771226,4.717918356430477
1981-03-30,-2.3554075660046316,0.8842767649464237,4.3463129793981485
1981-03-31,-1.3071178081027444,1.9681349578256795,5.468236753126495
1981-04-01,-1.134610871007205,2.17678894005188,5.717700230159682
1981-04-02,-1.3986905516731742,1.7465339882434139,5.099025302530337
1981-04-03,-1.913997324472603,0.9146329162951516,3.911253283905124
1981-04-06,-2.9510516698789053,-0.3515620888952646,2.3910166356607143
1981-04-07,-2.7540900560987565,-0.4941460873565244,1.8733368570527043
1981-04-08,-2.0357142413245173,-0.3583296106030079,1.3774974285130528
1981-04-09,-1.7412654563896721,-0.14607161873675473,1.5017717155330192
1981-04-10,-1.804696858987875,-0.3164482439605998,1.2176064180192372
1981-04-13,-2.8441601111594492,-1.268352434516563,0.359415254616249
1981-04-14,-3.2612495184938335,-1.5716105033028345,0.17810019393999246
1981-04-15,-2.1749070332876643,-0.4644067627578978,1.3069752343319514
1981-04-16,-1.775618683827369,-0.11716210577286343,1.5982602856107524
1981-04-20,-1.2669682346177527,0.38798736750282775,2.0993692638648427
1981-04-21,-2.097700663595227,-0.46235590337274723,1.2285500303918067
1981-04-22,-2.158980009483586,-0.5095414993411771,1.196464277018721
1981-04-23,-2.0284773619840397,-0.5409554253307389,0.9924336291025053
1981-04-24,-1.022016678811806,0.39223891315553333,1.8474957855364713
1981-04-27,-0.829980573559725,0.613795329735232,2.1002309891772977
1981-04-28,-1.672279468802327,-0.24209627814828086,1.230305198232487
1981-04-29,-2.5162217619676057,-1.084315194218498,0.3902840641176553
1981-04-30,-2.4807165843416468,-1.1245499486176416,0.26986810834637776
1981-05-01,-2.335145759359134,-1.0589621693663016,0.25101469828817335
1981-05-04,-3.9965035385837324,-2.4118834390522195,-0.7740743807744678
1981-05-05,-4.47423800935662,-2.541891149816684,-0.5297531130802879
1981-05-06,-4.227180358511485,-2.0832941331681947,0.1587721734708659
1981-05-07,-3.5444407824868978,-1.3194137438017304,1.0106906028091673
1981-05-08,-3.471494738666562,-1.2154825420355142,1.148505817437751
1981-05-11,-4.948788779942062,-2.5030011207594423,0.0719771850137136
1981-05-12,-4.225281499317743,-1.6540199740400288,1.0591115214281293
1981-05-13,-4.377687612296155,-1.7031572585478192,1.1252898957220834
1981-05-14,-3.7427359218150693,-1.0458488497086627,1.8065142927693543
1981-05-15,-2.9183603776705467,-0.2799150423193921,2.5059499952176743
1981-05-18,-2.358811848776802,0.10913747282007852,2.7050802078779395
1981-05-19,-2.537164661890867,-0.15005376537785078,2.356925761444716
1981-05-20,-2.4457556593604752,-0.13731138155143005,2.283031058281222
1981-05-21,-2.4779017235930327,-0.24380650082734528,2.0950486351369584
1981-05-22,-2.4088220650843577,-0.4181772364319461,1.6553681097193784
1981-05-26,-0.8595583101761386,0.7772559287233161,2.469025268734521
1981-05-27,-0.00022925598768348585,1.557876271005346,3.165304263803769
1981-05-28,-0.2979536903901085,1.299546413043694,2.9490727819088196
1981-05-29,-0.9173259493381105,0.6551397267420376,2.2783210836450922
1981-06-01,-1.0217024416759866,0.5303281109696448,2.13180731664034
1981-06-02,-2.361693720731315,-0.826826774374393,0.7570668573825853
1981-06-03,-2.275157129695067,-0.7731763813542958,0.7756943912205674
1981-06-04,-2.083557332241739,-0.5901843017891725,0.9494466006948863
1981-06-05,-1.1696206463239525,0.34531195842170653,1.907411192383846
1981-06-08,-1.1833037142348886,0.3384103090246262,1.9077241882014182
1981-06-09,-1.2920274332037862,0.04776129237375365,1.424421072917501
1981-06-10,-1.031705584745601,0.2523023358385419,1.5700654569628218
1981-06-11,-0.10466521409092189,1.2130423727021398,2.565978100679504
1981-06-12,-0.41505840801957056,0.9318974433096362,2.3157899246348963
1981-06-15,-0.4485153018185878,0.9676597089724203,2.4247079114327184
1981-06-16,-1.521275944558007,-0.12093377306769555,1.3198078809685518
1981-06-17,-0.7296710797190015,0.7165480392946536,2.205528595022625
1981-06-18,-1.9821768761905452,-0.5390884957642691,0.947127190768618
1981-06-19,-1.5181260438058235,-0.08271509675608538,1.3951580796840444
1981-06-22,-1.7431124089083323,-0.3477857925585961,1.0877412159116366
1981-06-23,-0.7506817589432103,0.6874868426437423,2.167947737782389
1981-06-24,-1.1533033671052646,0.208485719946219,1.6083210967116124
1981-06-25,-0.9778766065644144,0.34604357977973504,1.7058449717606796
1981-06-26,-1.162610194366641,0.15828843959441866,1.5149712405253215
1981-06-29,-1.6511576239101897,-0.32836126717003783,1.030503553105278
1981-06-30,-2.1088910857356717,-0.8643453510504292,0.4122531340848265
1981-07-01,-3.3075031511589215,-1.9175084784151433,-0.48696743708418966
1981-07-02,-4.440690846389318,-2.6862664263186087,-0.8662163183216524
1981-07-06,-5.762392413018902,-3.4699137568828213,-1.063117823693547
1981-07-07,-5.243888880966773,-2.6630257064036016,0.06236335497528185
1981-07-08,-5.263858310947786,-2.467198891239066,0.4996007928433843
1981-07-09,-4.5075097767254855,-1.6094045390754388,1.470115888487011
1981-07-10,-4.261166736818065,-1.391815812475895,1.6548414674026184
1981-07-13,-3.8588009683782474,-1.0408134937226379,1.9473578671244263
1981-07-14,-3.6006913543444306,-0.8833781974483679,1.991570175352696
1981-07-15,-3.067586239590361,-0.3668482660360353,2.488699341134416
1981-07-16,-2.7322301126526107,-0.16889057414856287,2.5332114185607533
1981-07-17,-2.3619639820536333,0.18656187756413709,2.8716955301198674
1981-07-20,-3.747553674896288,-1.242144788398851,1.3971792352601553
1981-07-21,-3.9178371436453134,-1.3971457476659601,1.2593683328989982
1981-07-22,-4.538936660792602,-2.0928416774967387,0.48190745196642487
1981-07-23,-4.074140415483445,-1.6857712296567615,0.824566320800888
1981-07-24,-2.876058907386886,-0.7011011178324694,1.5734984208335572
1981-07-27,-1.4055691176002674,0.5153395245422566,2.5125853048369953
1981-07-28,-1.6449977712303512,0.03369523913081504,1.7706860940377231
1981-07-29,-1.3849820665719503,0.12869110161340933,1.6895563342469728
1981-07-30,-0.7613565051637665,0.7782546062315854,2.366390300040996
1981-07-31,-0.2731720201662107,1.3940511657086465,3.11796707755072
1981-08-03,-0.6654086764172646,0.9317285756421891,2.581063778347039
1981-08-04,-0.31973548804900026,1.3579511885806659,3.0930778356092796
1981-08-05,0.3751690267733204,2.3372418660171617,4.377550833899057
1981-08-06,-0.00812878945628143,2.182472254657478,4.471205622130765
1981-08-07,-0.8530665831192328,1.4038776721584039,3.7659679268423196
1981-08-10,-0.5219404385469565,1.8981907663413713,4.439013503555764
1981-08-11,0.008389906237328588,2.7394692411205757,5.623899738564059
1981-08-12,-0.6314499488040858,2.2696313619014794,5.345202018729838
1981-08-13,-0.8345148808188245,2.229740504073991,5.48940777057969
1981-08-14,-1.7162080146782908,1.381576940163019,4.680993876969258
1981-08-17,-2.679675528864144,0.3138171378356307,3.4973087300619996
1981-08-18,-3.461785459682918,-0.6019940767832489,2.432403292811226
1981-08-19,-3.015257278385305,-0.43946846020907016,2.2768724509948597
1981-08-20,-2.6794064104634163,-0.4118682998148209,1.9638563190388862
1981-08-21,-3.7055924456933864,-1.5533012444917744,0.6974019660042743
1981-08-24,-6.956103070956689,-4.234293329050973,-1.3484429077976965
1981-08-25,-7.592227015831138,-4.370322709511349,-0.915631135141758
1981-08-26,-8.005919276188674,-4.346727542272513,-0.3843784874230217
1981-08-27,-9.429248912457776,-5.220868890466837,-0.6023458353243475
1981-08-28,-9.16325037396392,-4.532914873765711,0.5948315688038919
1981-08-31,-10.310598995105684,-5.245123833256698,0.42677648222790787
1981-09-01,-10.198036318504684,-4.767805201185402,1.3614138138891987
