Date,MACD_BullishCrossover,MACD_BearishCrossover,MACD_Bullish_Streak,MACD_Bearish_Streak,MACD_ZeroLine_Crossover,MACD_Slope
1980-01-02,0,0,0,0,0,0.00000
1980-01-03,0,0,0,1,0,-0.04308
1980-01-04,1,0,1,0,1,0.07044
1980-01-07,0,0,2,0,0,0.07801
1980-01-08,0,0,3,0,0,0.23063
1980-01-09,0,0,4,0,0,0.18484
1980-01-10,0,0,5,0,0,0.20589
1980-01-11,0,0,6,0,0,0.15542
1980-01-14,0,0,7,0,0,0.14841
1980-01-15,0,0,8,0,0,0.16516
1980-01-16,0,0,9,0,0,0.10859
1980-01-17,0,0,10,0,0,0.04229
1980-01-18,0,0,11,0,0,0.04731
1980-01-21,0,0,12,0,0,0.10334
1980-01-22,0,0,13,0,0,0.01684
1980-01-23,0,0,14,0,0,0.14990
1980-01-24,0,0,15,0,0,0.11922
1980-01-25,0,0,16,0,0,0.06590
1980-01-28,0,0,17,0,0,0.12948
1980-01-29,0,0,18,0,0,0.01667
1980-01-30,0,0,19,0,0,0.08047
1980-01-31,0,0,20,0,0,-0.04357
1980-02-01,0,0,21,0,0,0.01928
1980-02-04,0,0,22,0,0,-0.06810
1980-02-05,0,0,23,0,0,-0.05282
1980-02-06,0,0,24,0,0,0.02117
1980-02-07,0,0,25,0,0,0.03902
1980-02-08,0,0,26,0,0,0.14110
1980-02-11,0,0,27,0,0,0.02005
1980-02-12,0,0,28,0,0,0.05340
1980-02-13,0,0,29,0,0,0.05979
1980-02-14,0,0,30,0,0,-0.11618
1980-02-15,0,1,0,1,0,-0.22001
1980-02-19,0,0,0,2,0,-0.25897
1980-02-20,0,0,0,3,0,-0.07276
1980-02-21,0,0,0,4,0,-0.17013
1980-02-22,0,0,0,5,0,-0.16870
1980-02-25,0,0,0,6,0,-0.28292
1980-02-26,0,0,0,7,0,-0.18093
1980-02-27,0,0,0,8,0,-0.27844
1980-02-28,0,0,0,9,0,-0.22643
1980-02-29,0,0,0,10,0,-0.07620
1980-03-03,0,0,0,11,0,-0.15467
1980-03-04,0,0,0,12,0,-0.09951
1980-03-05,0,0,0,13,0,-0.20912
1980-03-06,0,0,0,14,0,-0.35883
1980-03-07,0,0,0,15,0,-0.41380
1980-03-10,0,0,0,16,0,-0.34366
1980-03-11,0,0,0,17,0,-0.15237
1980-03-12,0,0,0,18,0,-0.17466
1980-03-13,0,0,0,19,0,-0.21726
1980-03-14,0,0,0,20,0,-0.16361
1980-03-17,0,0,0,21,0,-0.35742
1980-03-18,0,0,0,22,0,-0.10554
1980-03-19,0,0,0,23,0,-0.03703
1980-03-20,0,0,0,24,0,-0.09460
1980-03-21,0,0,0,25,0,-0.10832
1980-03-24,0,0,0,26,0,-0.29493
1980-03-25,0,0,0,27,0,-0.20324
1980-03-26,0,0,0,28,0,-0.16260
1980-03-27,0,0,0,29,0,-0.12491
1980-03-28,0,0,0,30,0,0.13898
1980-03-31,0,0,0,31,0,0.26038
1980-04-01,1,0,1,0,0,0.24723
1980-04-02,0,0,2,0,0,0.26682
1980-04-03,0,0,3,0,0,0.19696
1980-04-07,0,0,4,0,0,0.02590
1980-04-08,0,0,5,0,0,0.12852
1980-04-09,0,0,6,0,0,0.27924
1980-04-10,0,0,7,0,0,0.31916
1980-04-11,0,0,8,0,0,0.24629
1980-04-14,0,0,9,0,0,0.13374
1980-04-15,0,0,10,0,0,0.10307
1980-04-16,0,0,11,0,0,0.00766
1980-04-17,0,0,12,0,0,-0.01931
1980-04-18,0,0,13,0,0,-0.04102
1980-04-21,0,0,14,0,0,-0.07751
1980-04-22,0,0,15,0,0,0.24419
1980-04-23,0,0,16,0,0,0.22781
1980-04-24,0,0,17,0,0,0.24190
1980-04-25,0,0,18,0,0,0.25736
1980-04-28,0,0,19,0,0,0.24420
1980-04-29,0,0,20,0,1,0.21037
1980-04-30,0,0,21,0,0,0.19822
1980-05-01,0,0,22,0,0,0.08593
1980-05-02,0,0,23,0,0,0.07275
1980-05-05,0,0,24,0,0,0.11585
1980-05-06,0,0,25,0,0,0.07410
1980-05-07,0,0,26,0,0,0.12511
1980-05-08,0,0,27,0,0,0.00570
1980-05-09,0,0,28,0,0,-0.11664
1980-05-12,0,0,29,0,0,-0.09389
1980-05-13,0,0,30,0,0,0.04146
1980-05-14,0,0,31,0,0,0.06966
1980-05-15,0,0,32,0,0,0.05825
1980-05-16,0,0,33,0,0,0.06620
1980-05-19,0,0,34,0,0,0.06848
1980-05-20,0,0,35,0,0,0.03997
1980-05-21,0,0,36,0,0,0.02915
1980-05-22,0,0,37,0,0,0.11526
1980-05-23,0,0,38,0,0,0.20695
1980-05-27,0,0,39,0,0,0.21021
1980-05-28,0,0,40,0,0,0.20080
1980-05-29,0,0,41,0,0,-0.00431
1980-05-30,0,0,42,0,0,0.05522
1980-06-02,0,0,43,0,0,-0.01444
1980-06-03,0,0,44,0,0,-0.05051
1980-06-04,0,0,45,0,0,0.10927
1980-06-05,0,0,46,0,0,0.07925
1980-06-06,0,0,47,0,0,0.07477
1980-06-09,0,0,48,0,0,0.07759
1980-06-10,0,0,49,0,0,0.11402
1980-06-11,0,0,50,0,0,0.17396
1980-06-12,0,0,51,0,0,0.07056
1980-06-13,0,0,52,0,0,0.05177
1980-06-16,0,0,53,0,0,0.03566
1980-06-17,0,0,54,0,0,-0.00449
1980-06-18,0,0,55,0,0,-0.01276
1980-06-19,0,0,56,0,0,-0.16508
1980-06-20,0,1,0,1,0,-0.20276
1980-06-23,0,0,0,2,0,-0.14622
1980-06-24,0,0,0,3,0,-0.08589
1980-06-25,0,0,0,4,0,0.03814
1980-06-26,0,0,0,5,0,-0.03344
1980-06-27,0,0,0,6,0,-0.06202
1980-06-30,0,0,0,7,0,-0.20894
1980-07-01,0,0,0,8,0,-0.12623
1980-07-02,0,0,0,9,0,-0.05521
1980-07-03,0,0,0,10,0,0.08323
1980-07-07,0,0,0,11,0,0.11497
1980-07-08,0,0,0,12,0,0.03641
1980-07-09,0,0,0,13,0,0.02152
1980-07-10,0,0,0,14,0,-0.08373
1980-07-11,0,0,0,15,0,-0.01208
1980-07-14,1,0,1,0,0,0.14631
1980-07-15,0,0,2,0,0,0.03899
1980-07-16,0,0,3,0,0,0.03743
1980-07-17,0,0,4,0,0,0.15384
1980-07-18,0,0,5,0,0,0.14677
1980-07-21,0,0,6,0,0,0.12918
1980-07-22,0,0,7,0,0,0.05092
1980-07-23,0,0,8,0,0,-0.00620
1980-07-24,0,0,9,0,0,-0.04130
1980-07-25,0,0,10,0,0,-0.13774
1980-07-28,0,1,0,1,0,-0.07930
1980-07-29,0,0,0,2,0,-0.00709
1980-07-30,0,0,0,3,0,-0.04137
1980-07-31,0,0,0,4,0,-0.09887
1980-08-01,0,0,0,5,0,-0.13481
1980-08-04,0,0,0,6,0,-0.14309
1980-08-05,0,0,0,7,0,-0.14874
1980-08-06,0,0,0,8,0,-0.06771
1980-08-07,0,0,0,9,0,0.07153
1980-08-08,0,0,0,10,0,0.06493
1980-08-11,1,0,1,0,0,0.12763
1980-08-12,0,0,2,0,0,0.00299
1980-08-13,0,1,0,1,0,-0.05641
1980-08-14,1,0,1,0,0,0.09553
1980-08-15,0,0,2,0,0,0.09383
1980-08-18,0,1,0,1,0,-0.13194
1980-08-19,0,0,0,2,0,-0.18447
1980-08-20,0,0,0,3,0,-0.06717
1980-08-21,0,0,0,4,0,0.06698
1980-08-22,0,0,0,5,0,0.08118
1980-08-25,0,0,0,6,0,-0.02190
1980-08-26,0,0,0,7,0,-0.05934
1980-08-27,0,0,0,8,0,-0.16776
1980-08-28,0,0,0,9,0,-0.26037
1980-08-29,0,0,0,10,0,-0.19115
1980-09-02,0,0,0,11,0,-0.05019
1980-09-03,0,0,0,12,0,0.14219
1980-09-04,0,0,0,13,0,0.04560
1980-09-05,0,0,0,14,0,-0.01783
1980-09-08,0,0,0,15,0,-0.14949
1980-09-09,0,0,0,16,0,-0.06508
1980-09-10,0,0,0,17,0,0.00021
1980-09-11,0,0,0,18,0,0.06014
1980-09-12,0,0,0,19,0,0.02902
1980-09-15,0,0,0,20,0,0.02425
1980-09-16,1,0,1,0,0,0.09523
1980-09-17,0,0,2,0,0,0.23431
1980-09-18,0,0,3,0,0,0.13320
1980-09-19,0,0,4,0,0,0.15776
1980-09-22,0,0,5,0,0,0.19914
1980-09-23,0,0,6,0,0,0.06017
1980-09-24,0,0,7,0,0,0.10297
1980-09-25,0,0,8,0,0,-0.07128
1980-09-26,0,0,9,0,0,-0.26442
1980-09-29,0,1,0,1,0,-0.44783
1980-09-30,0,0,0,2,0,-0.20910
1980-10-01,0,0,0,3,0,-0.03962
1980-10-02,0,0,0,4,0,0.03697
1980-10-03,0,0,0,5,0,0.11890
1980-10-06,1,0,1,0,0,0.27426
1980-10-07,0,0,2,0,0,0.14318
1980-10-08,0,0,3,0,0,0.14893
1980-10-09,0,0,4,0,0,0.05122
1980-10-10,0,0,5,0,0,-0.03708
1980-10-13,0,0,6,0,0,0.09280
1980-10-14,0,0,7,0,0,0.05389
1980-10-15,0,0,8,0,0,0.15761
1980-10-16,0,0,9,0,0,-0.01500
1980-10-17,0,0,10,0,0,-0.08785
1980-10-20,0,0,11,0,0,-0.00113
1980-10-21,0,0,12,0,0,-0.08155
1980-10-22,0,1,0,1,0,-0.07582
1980-10-23,0,0,0,2,0,-0.26751
1980-10-24,0,0,0,3,0,-0.19846
1980-10-27,0,0,0,4,0,-0.32477
1980-10-28,0,0,0,5,0,-0.24933
1980-10-29,0,0,0,6,0,-0.21210
1980-10-30,0,0,0,7,0,-0.29859
1980-10-31,0,0,0,8,0,-0.13958
1980-11-03,0,0,0,9,0,0.01770
1980-11-05,0,0,0,10,1,0.19816
1980-11-06,0,0,0,11,0,-0.03844
1980-11-07,0,0,0,12,0,-0.00878
1980-11-10,0,0,0,13,0,0.01694
1980-11-11,0,0,0,14,0,0.15497
1980-11-12,1,0,1,0,0,0.38499
1980-11-13,0,0,2,0,0,0.44675
1980-11-14,0,0,3,0,0,0.39112
1980-11-17,0,0,4,0,0,0.33830
1980-11-18,0,0,5,0,0,0.40075
1980-11-19,0,0,6,0,0,0.23850
1980-11-20,0,0,7,0,0,0.26661
1980-11-21,0,0,8,0,0,0.07580
1980-11-24,0,0,9,0,0,-0.03547
1980-11-25,0,0,10,0,0,0.02294
1980-11-26,0,0,11,0,0,0.05408
1980-11-28,0,0,12,0,0,0.03877
1980-12-01,0,0,13,0,0,-0.26563
1980-12-02,0,1,0,1,0,-0.25619
1980-12-03,0,0,0,2,0,-0.24747
1980-12-04,0,0,0,3,0,-0.23543
1980-12-05,0,0,0,4,0,-0.40040
1980-12-08,0,0,0,5,0,-0.60247
1980-12-09,0,0,0,6,0,-0.49147
1980-12-10,0,0,0,7,0,-0.56563
1980-12-11,0,0,0,8,0,-0.51198
1980-12-12,0,0,0,9,0,-0.24315
1980-12-15,0,0,0,10,0,-0.16138
1980-12-16,0,0,0,11,0,-0.02129
1980-12-17,0,0,0,12,0,0.17965
1980-12-18,0,0,0,13,0,0.16114
1980-12-19,0,0,0,14,0,0.19186
1980-12-22,1,0,1,0,0,0.32383
1980-12-23,0,0,2,0,0,0.21931
1980-12-24,0,0,3,0,1,0.21949
1980-12-26,0,0,4,0,0,0.22590
1980-12-29,0,0,5,0,0,0.05046
1980-12-30,0,0,6,0,0,0.05921
1980-12-31,0,0,7,0,0,0.07576
1981-01-02,0,0,8,0,0,0.09983
1981-01-05,0,0,9,0,0,0.20131
1981-01-06,0,0,10,0,0,0.16046
1981-01-07,0,0,11,0,0,-0.12784
1981-01-08,0,0,12,0,0,-0.27090
1981-01-09,0,1,0,1,0,-0.18525
1981-01-12,0,0,0,2,0,-0.14635
1981-01-13,0,0,0,3,0,-0.13574
1981-01-14,0,0,0,4,0,-0.09317
1981-01-15,0,0,0,5,0,-0.01329
1981-01-16,0,0,0,6,1,0.03349
1981-01-19,0,0,0,7,0,-0.00603
1981-01-20,0,0,0,8,0,-0.22198
1981-01-21,0,0,0,9,0,-0.19481
1981-01-22,0,0,0,10,0,-0.23591
1981-01-23,0,0,0,11,0,-0.18007
1981-01-26,0,0,0,12,0,-0.16299
1981-01-27,0,0,0,13,0,-0.01452
1981-01-28,0,0,0,14,0,-0.06237
1981-01-29,0,0,0,15,0,-0.04490
1981-01-30,0,0,0,16,0,-0.07777
1981-02-02,0,0,0,17,0,-0.25819
1981-02-03,0,0,0,18,0,-0.06236
1981-02-04,0,0,0,19,0,-0.02150
1981-02-05,0,0,0,20,0,0.08336
1981-02-06,0,0,0,21,0,0.15897
1981-02-09,0,0,0,22,0,0.03293
1981-02-10,1,0,1,0,0,0.03750
1981-02-11,0,1,0,1,0,-0.03672
1981-02-12,0,0,0,2,0,-0.07530
1981-02-13,0,0,0,3,0,-0.08394
1981-02-17,0,0,0,4,0,0.01635
1981-02-18,0,0,0,5,0,0.08198
1981-02-19,0,0,0,6,0,-0.07016
1981-02-20,0,0,0,7,0,-0.04178
1981-02-23,0,0,0,8,0,0.04475
1981-02-24,1,0,1,0,0,0.05380
1981-02-25,0,0,2,0,0,0.14723
1981-02-26,0,0,3,0,0,0.25465
1981-02-27,0,0,4,0,0,0.30320
1981-03-02,0,0,5,0,0,0.30348
1981-03-03,0,0,6,0,0,0.12555
1981-03-04,0,0,7,0,0,0.12431
1981-03-05,0,0,8,0,0,0.02380
1981-03-06,0,0,9,0,0,0.01259
1981-03-09,0,0,10,0,1,0.11135
1981-03-10,0,0,11,0,0,0.03351
1981-03-11,0,0,12,0,0,-0.01590
1981-03-12,0,0,13,0,0,0.24471
1981-03-13,0,0,14,0,0,0.18127
1981-03-16,0,0,15,0,0,0.26112
1981-03-17,0,0,16,0,0,0.13483
1981-03-18,0,0,17,0,0,0.11892
1981-03-19,0,0,18,0,0,0.02053
1981-03-20,0,0,19,0,0,0.05330
1981-03-23,0,0,20,0,0,0.15734
1981-03-24,0,0,21,0,0,0.02726
1981-03-25,0,0,22,0,0,0.20105
1981-03-26,0,0,23,0,0,0.07326
1981-03-27,0,0,24,0,0,-0.08992
1981-03-30,0,0,25,0,0,-0.11702
1981-03-31,0,0,26,0,0,0.02980
1981-04-01,0,0,27,0,0,0.05276
1981-04-02,0,0,28,0,0,0.00473
1981-04-03,0,0,29,0,0,-0.07923
1981-04-06,0,1,0,1,0,-0.20233
1981-04-07,0,0,0,2,0,-0.17363
1981-04-08,0,0,0,3,0,-0.11565
1981-04-09,0,0,0,4,0,-0.07211
1981-04-10,0,0,0,5,0,-0.07865
1981-04-13,0,0,0,6,0,-0.17860
1981-04-14,0,0,0,7,0,-0.18388
1981-04-15,0,0,0,8,0,-0.02957
1981-04-16,0,0,0,9,0,0.01508
1981-04-20,0,0,0,10,0,0.06745
1981-04-21,0,0,0,11,0,-0.04945
1981-04-22,0,0,0,12,0,-0.05032
1981-04-23,0,0,0,13,0,-0.05921
1981-04-24,0,0,0,14,0,0.04618
1981-04-27,0,0,0,15,0,0.05962
1981-04-28,0,0,0,16,0,-0.04939
1981-04-29,0,0,0,17,0,-0.14460
1981-04-30,0,0,0,18,0,-0.13459
1981-05-01,0,0,0,19,0,-0.11324
1981-05-04,0,0,0,20,0,-0.25158
1981-05-05,0,0,0,21,0,-0.22149
1981-05-06,0,0,0,22,0,-0.13077
1981-05-07,0,0,0,23,0,-0.02390
1981-05-08,0,0,0,24,0,-0.01170
1981-05-11,0,0,0,25,0,-0.15676
1981-05-12,0,0,0,26,0,-0.03250
1981-05-13,0,0,0,27,0,-0.02891
1981-05-14,0,0,0,28,0,0.04603
1981-05-15,0,0,0,29,0,0.11698
1981-05-18,1,0,1,0,0,0.12976
1981-05-19,0,0,2,0,0,0.07288
1981-05-20,0,0,3,0,0,0.05620
1981-05-21,0,0,4,0,0,0.02973
1981-05-22,0,0,5,0,0,-0.00491
1981-05-26,0,0,6,0,0,0.11638
1981-05-27,0,0,7,0,0,0.17498
1981-05-28,0,0,8,0,0,0.11360
1981-05-29,0,0,9,0,0,0.02114
1981-06-01,0,0,10,0,0,0.00271
1981-06-02,0,0,11,0,0,-0.14020
1981-06-03,0,1,0,1,0,-0.10060
1981-06-04,0,0,0,2,0,-0.05566
1981-06-05,0,0,0,3,0,0.06075
1981-06-08,1,0,1,0,0,0.05235
1981-06-09,0,0,2,0,0,0.02204
1981-06-10,0,0,3,0,0,0.04749
1981-06-11,0,0,4,0,0,0.15305
1981-06-12,0,0,5,0,1,0.09919
1981-06-15,0,0,6,0,0,0.08618
1981-06-16,0,0,7,0,0,-0.05104
1981-06-17,0,0,8,0,0,0.05184
1981-06-18,0,0,9,0,0,-0.09550
1981-06-19,0,0,10,0,0,-0.02558
1981-06-22,0,1,0,1,0,-0.04629
1981-06-23,1,0,1,0,0,0.07523
1981-06-24,0,0,2,0,0,0.00285
1981-06-25,0,0,3,0,0,0.01311
1981-06-26,0,0,4,0,0,-0.01090
1981-06-29,0,1,0,1,0,-0.06309
1981-06-30,0,0,0,2,0,-0.10406
1981-07-01,0,0,0,3,0,-0.19560
1981-07-02,0,0,0,4,0,-0.24037
1981-07-06,0,0,0,5,0,-0.28387
1981-07-07,0,0,0,6,0,-0.14400
1981-07-08,0,0,0,7,0,-0.09579
1981-07-09,0,0,0,8,0,0.01486
1981-07-10,0,0,0,9,0,0.02879
1981-07-13,0,0,0,10,0,0.05533
1981-07-14,0,0,0,11,0,0.05475
1981-07-15,0,0,0,12,0,0.09915
1981-07-16,1,0,1,0,0,0.09531
1981-07-17,0,0,2,0,0,0.11594
1981-07-20,0,0,3,0,0,-0.06545
1981-07-21,0,1,0,1,0,-0.07440
1981-07-22,0,0,0,2,0,-0.14678
1981-07-23,0,0,0,3,0,-0.08375
1981-07-24,0,0,0,4,0,0.02961
1981-07-27,1,0,1,0,0,0.14840
1981-07-28,0,0,2,0,0,0.06428
1981-07-29,0,0,3,0,0,0.05986
1981-07-30,0,0,4,0,0,0.12193
1981-07-31,0,0,5,0,0,0.17395
1981-08-03,0,0,6,0,0,0.10504
1981-08-04,0,0,7,0,0,0.14079
1981-08-05,0,0,8,0,1,0.23022
1981-08-06,0,0,9,0,0,0.17640
1981-08-07,0,0,10,0,0,0.06362
1981-08-10,0,0,11,0,0,0.10856
1981-08-11,0,0,12,0,0,0.18401
1981-08-12,0,0,13,0,0,0.10062
1981-08-13,0,0,14,0,0,0.07882
1981-08-14,0,0,15,0,0,-0.02930
1981-08-17,0,0,16,0,0,-0.13362
1981-08-18,0,1,0,1,0,-0.20107
1981-08-19,0,0,0,2,0,-0.13276
1981-08-20,0,0,0,3,0,-0.09209
1981-08-21,0,0,0,4,0,-0.19159
1981-08-24,0,0,0,5,0,-0.44845
1981-08-25,0,0,0,6,0,-0.37655
1981-08-26,0,0,0,7,0,-0.29997
1981-08-27,0,0,0,8,0,-0.33867
1981-08-28,0,0,0,9,0,-0.20398
1981-08-31,0,0,0,10,0,-0.24451
1981-09-01,0,0,0,11,0,-0.15223
1981-09-02,0,0,0,12,0,-0.05904
1981-09-03,0,0,0,13,0,-0.20234
1981-09-04,0,0,0,14,0,-0.22615
1981-09-08,0,0,0,15,0,-0.31562
1981-09-09,0,0,0,16,0,-0.18189
1981-09-10,0,0,0,17,0,0.03025
1981-09-11,0,0,0,18,0,0.17458
1981-09-14,0,0,0,19,0,0.09262
1981-09-15,0,0,0,20,0,0.03213
1981-09-16,0,0,0,21,0,-0.01642
1981-09-17,0,0,0,22,0,-0.11969
1981-09-18,0,0,0,23,0,-0.13302
1981-09-21,0,0,0,24,0,0.00723
1981-09-22,0,0,0,25,0,-0.00582
1981-09-23,0,0,0,26,0,-0.05348
1981-09-24,0,0,0,27,0,-0.05909
1981-09-25,0,0,0,28,0,-0.19045
1981-09-28,0,0,0,29,0,0.10766
1981-09-29,0,0,0,30,0,0.15253
1981-09-30,1,0,1,0,0,0.17239
1981-10-01,0,0,2,0,0,0.23863
1981-10-02,0,0,3,0,0,0.39790
1981-10-05,0,0,4,0,0,0.34823
1981-10-06,0,0,5,0,0,0.28381
1981-10-07,0,0,6,0,0,0.39284
1981-10-08,0,0,7,0,0,0.40039
1981-10-09,0,0,8,0,0,0.25337
1981-10-12,0,0,9,0,0,0.18476
1981-10-13,0,0,10,0,0,0.11374
1981-10-14,0,0,11,0,0,-0.06685
1981-10-15,0,0,12,0,0,0.02297
1981-10-16,0,0,13,0,0,-0.02100
1981-10-19,0,0,14,0,0,-0.03047
1981-10-20,0,0,15,0,0,0.08290
1981-10-21,0,0,16,0,0,0.05273
1981-10-22,0,0,17,0,0,0.00614
1981-10-23,0,0,18,0,0,-0.07669
1981-10-26,0,0,19,0,0,-0.09285
1981-10-27,0,0,20,0,0,0.02079
1981-10-28,0,0,21,0,0,0.03221
1981-10-29,0,0,22,0,0,-0.00309
1981-10-30,0,0,23,0,0,0.22616
1981-11-02,0,0,24,0,1,0.36171
1981-11-03,0,0,25,0,0,0.32738
1981-11-04,0,0,26,0,0,0.24410
1981-11-05,0,0,27,0,0,0.08513
1981-11-06,0,0,28,0,0,-0.01406
1981-11-09,0,0,29,0,0,0.02724
1981-11-10,0,0,30,0,0,-0.03723
1981-11-11,0,0,31,0,0,-0.02270
1981-11-12,0,0,32,0,0,-0.00707
1981-11-13,0,0,33,0,0,-0.13754
1981-11-16,0,1,0,1,0,-0.23101
1981-11-17,0,0,0,2,0,-0.11494
1981-11-18,0,0,0,3,0,-0.16629
1981-11-19,0,0,0,4,0,-0.09773
1981-11-20,0,0,0,5,0,0.00098
1981-11-23,0,0,0,6,0,-0.01024
1981-11-24,0,0,0,7,0,0.14222
1981-11-25,1,0,1,0,0,0.15076
1981-11-27,0,0,2,0,0,0.19562
1981-11-30,0,0,3,0,0,0.24609
1981-12-01,0,0,4,0,0,0.16237
1981-12-02,0,0,5,0,0,0.00239
1981-12-03,0,0,6,0,0,0.02380
1981-12-04,0,0,7,0,0,0.09695
1981-12-07,0,0,8,0,0,-0.02315
1981-12-08,0,0,9,0,0,-0.06113
1981-12-09,0,0,10,0,0,-0.00803
1981-12-10,0,0,11,0,0,-0.00064
1981-12-11,0,0,12,0,0,-0.07541
1981-12-14,0,1,0,1,0,-0.24242
1981-12-15,0,0,0,2,0,-0.18225
1981-12-16,0,0,0,3,0,-0.19524
1981-12-17,0,0,0,4,0,-0.10189
1981-12-18,0,0,0,5,0,-0.01323
1981-12-21,0,0,0,6,0,-0.06647
1981-12-22,0,0,0,7,0,-0.09147
1981-12-23,0,0,0,8,0,-0.11878
1981-12-24,0,0,0,9,0,-0.07501
1981-12-28,0,0,0,10,0,-0.07975
1981-12-29,0,0,0,11,0,-0.10888
1981-12-30,0,0,0,12,0,-0.03234
1981-12-31,0,0,0,13,0,-0.00232
1982-01-04,0,0,0,14,0,0.01644
1982-01-05,0,0,0,15,0,-0.19879
1982-01-06,0,0,0,16,0,-0.21997
1982-01-07,0,0,0,17,0,-0.18460
1982-01-08,0,0,0,18,0,-0.08538
1982-01-11,0,0,0,19,0,-0.27710
1982-01-12,0,0,0,20,0,-0.24147
1982-01-13,0,0,0,21,0,-0.28579
1982-01-14,0,0,0,22,0,-0.15133
1982-01-15,0,0,0,23,0,-0.03389
1982-01-18,0,0,0,24,0,0.06649
1982-01-19,0,0,0,25,0,-0.02634
1982-01-20,0,0,0,26,0,-0.05490
1982-01-21,0,0,0,27,0,0.01749
1982-01-22,0,0,0,28,0,0.00620
1982-01-25,0,0,0,29,0,0.02919
1982-01-26,0,0,0,30,0,0.02692
1982-01-27,0,0,0,31,0,0.08627
1982-01-28,1,0,1,0,0,0.34158
1982-01-29,0,0,2,0,0,0.40211
1982-02-01,0,0,3,0,0,0.11788
1982-02-02,0,0,4,0,0,0.12120
1982-02-03,0,0,5,0,0,-0.01798
1982-02-04,0,0,6,0,0,-0.00955
1982-02-05,0,0,7,0,0,0.06896
1982-02-08,0,0,8,0,0,-0.14713
1982-02-09,0,1,0,1,0,-0.18074
1982-02-10,0,0,0,2,0,-0.05104
1982-02-11,0,0,0,3,0,-0.04538
1982-02-12,0,0,0,4,0,-0.02606
1982-02-16,0,0,0,5,0,-0.03217
1982-02-17,0,0,0,6,0,-0.04058
1982-02-18,0,0,0,7,0,-0.00681
1982-02-19,0,0,0,8,0,-0.03852
1982-02-22,0,0,0,9,0,-0.14509
1982-02-23,0,0,0,10,0,-0.10328
1982-02-24,0,0,0,11,0,0.09339
1982-02-25,0,0,0,12,0,0.06932
1982-02-26,1,0,1,0,0,0.06243
1982-03-01,0,0,2,0,0,0.08025
1982-03-02,0,0,3,0,0,0.02709
1982-03-03,0,1,0,1,0,-0.10501
1982-03-04,0,0,0,2,0,-0.14988
1982-03-05,0,0,0,3,0,-0.14343
1982-03-08,0,0,0,4,0,-0.25322
1982-03-09,0,0,0,5,0,-0.05794
1982-03-10,0,0,0,6,0,0.02312
1982-03-11,0,0,0,7,0,0.03611
1982-03-12,0,0,0,8,0,-0.00996
1982-03-15,0,0,0,9,0,0.08089
1982-03-16,1,0,1,0,0,0.07058
1982-03-17,0,0,2,0,0,0.05930
1982-03-18,0,0,3,0,0,0.16307
1982-03-19,0,0,4,0,0,0.16992
1982-03-22,0,0,5,0,0,0.32092
1982-03-23,0,0,6,0,0,0.32549
1982-03-24,0,0,7,0,0,0.21687
1982-03-25,0,0,8,0,0,0.19471
1982-03-26,0,0,9,0,0,0.05467
1982-03-29,0,0,10,0,0,0.07436
1982-03-30,0,0,11,0,0,0.05783
1982-03-31,0,0,12,0,0,0.02188
1982-04-01,0,0,13,0,1,0.16418
1982-04-02,0,0,14,0,0,0.23391
1982-04-05,0,0,15,0,0,0.14867
1982-04-06,0,0,16,0,0,0.16156
1982-04-07,0,0,17,0,0,0.12754
1982-04-08,0,0,18,0,0,0.15208
1982-04-12,0,0,19,0,0,0.09140
1982-04-13,0,0,20,0,0,0.05956
1982-04-14,0,0,21,0,0,0.02198
1982-04-15,0,0,22,0,0,0.04653
1982-04-16,0,0,23,0,0,0.06044
1982-04-19,0,0,24,0,0,0.02519
1982-04-20,0,0,25,0,0,-0.09446
1982-04-21,0,0,26,0,0,-0.06428
1982-04-22,0,0,27,0,0,0.05503
1982-04-23,0,0,28,0,0,0.14629
1982-04-26,0,0,29,0,0,0.14991
1982-04-27,0,0,30,0,0,0.00106
1982-04-28,0,0,31,0,0,-0.07409
1982-04-29,0,1,0,1,0,-0.16243
1982-04-30,0,0,0,2,0,-0.11652
1982-05-03,0,0,0,3,0,-0.07284
1982-05-04,0,0,0,4,0,-0.01705
1982-05-05,0,0,0,5,0,-0.00744
1982-05-06,0,0,0,6,0,0.06398
1982-05-07,1,0,1,0,0,0.10167
1982-05-10,0,0,2,0,0,-0.01994
1982-05-11,0,0,3,0,0,0.05492
1982-05-12,0,0,4,0,0,0.01005
1982-05-13,0,1,0,1,0,-0.08107
1982-05-14,0,0,0,2,0,-0.09250
1982-05-17,0,0,0,3,0,-0.18735
1982-05-18,0,0,0,4,0,-0.22523
1982-05-19,0,0,0,5,0,-0.25872
1982-05-20,0,0,0,6,0,-0.23016
1982-05-21,0,0,0,7,0,-0.15730
1982-05-24,0,0,0,8,0,-0.13033
1982-05-25,0,0,0,9,0,-0.13085
1982-05-26,0,0,0,10,0,-0.20156
1982-05-27,0,0,0,11,0,-0.18765
1982-05-28,0,0,0,12,0,-0.20094
1982-06-01,0,0,0,13,0,-0.16280
1982-06-02,0,0,0,14,0,-0.08638
1982-06-03,0,0,0,15,0,-0.06861
1982-06-04,0,0,0,16,0,-0.18074
1982-06-07,0,0,0,17,0,-0.12294
1982-06-08,0,0,0,18,0,-0.11774
1982-06-09,0,0,0,19,0,-0.12428
1982-06-10,0,0,0,20,0,-0.02748
1982-06-11,0,0,0,21,0,0.12924
1982-06-14,0,0,0,22,0,0.01842
