Date,Actual_Close,Predicted_Close,Percentage_Deviation
1980-01-23,113.439995,114.67827,1.0915682780134128
1980-01-24,113.7,115.92164,1.9539489885663972
1980-01-25,113.60999,116.11596,2.205765531710728
1980-01-28,114.85,116.16344,1.1436134087940792
1980-01-29,114.07001,117.09796,2.6544663229187098
1980-01-30,115.19999,117.397575,1.9076260336480961
1980-01-31,114.16,118.14214,3.4882095304835334
1980-02-01,115.12,118.38774,2.8385510771368914
1980-02-04,114.369995,118.92104,3.979229867064348
1980-02-05,114.66,119.02942,3.8107622536194015
1980-02-06,115.72,119.16534,2.977307293466991
1980-02-07,116.28,119.72307,2.96101651186791
1980-02-08,117.95,120.05474,1.78443408223823
1980-02-11,117.12,121.17618,3.4632684426229488
1980-02-12,117.899994,121.18682,2.7878084540021186
1980-02-13,118.44,121.68123,2.736600810536982
1980-02-14,116.72,122.03983,4.557770733379023
1980-02-15,115.409996,121.97875,5.691668163648492
1980-02-19,114.6,121.80442,6.286579406631762
1980-02-20,116.47,121.65446,4.451326521851122
1980-02-21,115.27999,122.372475,6.152399041672363
1980-02-22,115.04,122.0769,6.116915855354649
1980-02-25,113.329994,122.01555,7.663951698435636
1980-02-26,113.98,121.51764,6.613125109668359
1980-02-27,112.37999,121.680275,8.275748200369112
1980-02-28,112.34999,121.12643,7.811696289425566
1980-02-29,113.659996,121.11544,6.5594265901610616
1980-03-03,112.5,121.384865,7.897657777777782
1980-03-04,112.78,120.99281,7.282151090618908
1980-03-05,111.13,121.04735,8.92409790335643
1980-03-06,108.65001,120.44736,10.858121412045898
1980-03-07,106.90001,119.27227,11.573675250357798
1980-03-10,106.51,118.28643,11.056642568772876
1980-03-11,107.78001,118.05765,9.53575714086498
1980-03-12,106.87001,118.11187,10.519190556826937
1980-03-13,105.62,117.628174,11.369223631887897
1980-03-14,105.42999,116.93144,10.909087632465859
1980-03-17,102.26,116.82431,14.24243105808722
1980-03-18,104.1,114.867836,10.343742555235353
1980-03-19,104.30999,114.99375,10.24231715485737
1980-03-20,103.12,115.02413,11.543958494957327
1980-03-21,102.310005,114.33242,11.750967073063865
1980-03-24,99.28,113.848236,14.673887993553583
1980-03-25,99.189995,111.87709,12.790700312062722
