Date,RSI_Overbought,RSI_Oversold,RSI_Overbought_Streak,RSI_Oversold_Streak,RSI_CrossOver_70,RSI_CrossUnder_30,RSI_Slope
1986-10-20,0,0,0,0,0,0,-7.69301
1986-10-21,0,0,0,0,0,0,-0.22265
1986-10-22,0,0,0,0,0,0,1.09278
1986-10-23,0,0,0,0,0,0,7.77476
1986-10-24,0,0,0,0,0,0,-2.93377
1986-10-27,0,0,0,0,0,0,1.27195
1986-10-28,0,0,0,0,0,0,1.24497
1986-10-29,0,0,0,0,0,0,4.05919
1986-10-30,0,0,0,0,0,0,5.62488
1986-10-31,0,0,0,0,0,0,0.50011
1986-11-03,0,0,0,0,0,0,3.23639
1986-11-04,0,0,0,0,0,0,0.67760
1986-11-05,1,0,1,0,1,0,0.66296
1986-11-06,0,0,0,0,0,0,-3.00811
1986-11-07,0,0,0,0,0,0,-0.43400
1986-11-10,0,0,0,0,0,0,0.79556
1986-11-11,1,0,1,0,1,0,2.06367
1986-11-12,0,0,0,0,0,0,-2.18495
1986-11-13,0,0,0,0,0,0,-14.69566
1986-11-14,0,0,0,0,0,0,4.07217
1986-11-17,0,0,0,0,0,0,-4.32422
1986-11-18,0,0,0,0,0,0,-15.27035
1986-11-19,0,0,0,0,0,0,2.54127
1986-11-20,0,0,0,0,0,0,10.74266
1986-11-21,0,0,0,0,0,0,7.05194
1986-11-24,0,0,0,0,0,0,2.54884
1986-11-25,0,0,0,0,0,0,1.13396
1986-11-26,0,0,0,0,0,0,0.96354
1986-11-28,0,0,0,0,0,0,0.74355
1986-12-01,0,0,0,0,0,0,-0.50948
1986-12-02,1,0,1,0,1,0,7.46865
1986-12-03,0,0,0,0,0,0,-0.45911
1986-12-04,0,0,0,0,0,0,-2.55563
1986-12-05,0,0,0,0,0,0,-5.61142
1986-12-08,0,0,0,0,0,0,-0.02959
1986-12-09,0,0,0,0,0,0,-5.46151
1986-12-10,0,0,0,0,0,0,3.43458
1986-12-11,0,0,0,0,0,0,-7.34636
1986-12-12,0,0,0,0,0,0,-1.96251
1986-12-15,0,0,0,0,0,0,2.01677
1986-12-16,0,0,0,0,0,0,4.05608
1986-12-17,0,0,0,0,0,0,-6.24121
1986-12-18,0,0,0,0,0,0,-1.81232
1986-12-19,0,0,0,0,0,0,6.61617
1986-12-22,0,0,0,0,0,0,-2.41197
1986-12-23,0,0,0,0,0,0,-5.47217
1986-12-24,0,0,0,0,0,0,0.98918
1986-12-26,0,0,0,0,0,0,0.42984
1986-12-29,0,0,0,0,0,0,-5.12585
1986-12-30,0,0,0,0,0,0,-2.67674
1986-12-31,0,0,0,0,0,0,-2.35263
1987-01-02,0,0,0,0,0,0,11.18654
1987-01-05,0,0,0,0,0,0,10.47626
1987-01-06,0,0,0,0,0,0,0.89809
1987-01-07,0,0,0,0,0,0,3.69919
1987-01-08,0,0,0,0,0,0,2.55829
1987-01-09,0,0,0,0,0,0,1.79634
1987-01-12,1,0,1,0,1,0,1.86100
1987-01-13,0,0,0,0,0,0,-1.00667
1987-01-14,1,0,1,0,1,0,3.17205
1987-01-15,1,0,2,0,0,0,2.89129
1987-01-16,1,0,3,0,0,0,0.74671
1987-01-19,1,0,4,0,0,0,2.67253
1987-01-20,1,0,5,0,0,0,-0.94777
1987-01-21,1,0,6,0,0,0,-3.83667
1987-01-22,1,0,7,0,0,0,5.35686
1987-01-23,0,0,0,0,0,0,-9.95367
1987-01-26,0,0,0,0,0,0,-1.18646
1987-01-27,1,0,1,0,1,0,4.17524
1987-01-28,1,0,2,0,0,0,1.46822
1987-01-29,1,0,3,0,0,0,-2.93654
1987-01-30,1,0,4,0,0,0,-0.41655
1987-02-02,1,0,5,0,0,0,2.46169
1987-02-03,1,0,6,0,0,0,-1.28433
1987-02-04,1,0,7,0,0,0,3.60606
1987-02-05,1,0,8,0,0,0,1.32970
1987-02-06,1,0,9,0,0,0,-3.22956
1987-02-09,0,0,0,0,0,0,-5.20036
1987-02-10,0,0,0,0,0,0,-7.61012
1987-02-11,0,0,0,0,0,0,3.38188
1987-02-12,0,0,0,0,0,0,-4.37996
1987-02-13,0,0,0,0,0,0,5.36104
1987-02-17,1,0,1,0,1,0,5.88242
1987-02-18,1,0,2,0,0,0,-0.15803
1987-02-19,1,0,3,0,0,0,0.14634
1987-02-20,1,0,4,0,0,0,-0.23370
1987-02-23,0,0,0,0,0,0,-7.70486
1987-02-24,0,0,0,0,0,0,0.67540
1987-02-25,0,0,0,0,0,0,1.53098
1987-02-26,0,0,0,0,0,0,-2.68468
1987-02-27,0,0,0,0,0,0,1.84893
1987-03-02,0,0,0,0,0,0,-3.20328
1987-03-03,0,0,0,0,0,0,1.81798
1987-03-04,0,0,0,0,0,0,6.21997
1987-03-05,1,0,1,0,1,0,2.17898
1987-03-06,1,0,2,0,0,0,0.15961
1987-03-09,0,0,0,0,0,0,-6.70767
1987-03-10,0,0,0,0,0,0,3.41064
1987-03-11,0,0,0,0,0,0,-1.52537
1987-03-12,0,0,0,0,0,0,1.25073
1987-03-13,0,0,0,0,0,0,-3.86694
1987-03-16,0,0,0,0,0,0,-4.55755
1987-03-17,0,0,0,0,0,0,6.51077
1987-03-18,0,0,0,0,0,0,0.42382
1987-03-19,0,0,0,0,0,0,1.78773
1987-03-20,1,0,1,0,1,0,4.84340
1987-03-23,1,0,2,0,0,0,2.87314
1987-03-24,1,0,3,0,0,0,0.43464
1987-03-25,1,0,4,0,0,0,-3.80491
1987-03-26,1,0,5,0,0,0,0.61313
1987-03-27,0,0,0,0,0,0,-12.97260
1987-03-30,0,0,0,0,0,0,-13.04524
1987-03-31,0,0,0,0,0,0,4.03599
1987-04-01,0,0,0,0,0,0,1.06701
1987-04-02,0,0,0,0,0,0,1.97916
1987-04-03,0,0,0,0,0,0,8.89952
1987-04-06,0,0,0,0,0,0,1.66883
1987-04-07,0,0,0,0,0,0,-9.42588
1987-04-08,0,0,0,0,0,0,0.73132
1987-04-09,0,0,0,0,0,0,-6.85163
1987-04-10,0,0,0,0,0,0,-0.53944
1987-04-13,0,0,0,0,0,0,-8.76826
1987-04-14,0,0,0,0,0,0,-6.18139
1987-04-15,0,0,0,0,0,0,7.79758
1987-04-16,0,0,0,0,0,0,3.26721
1987-04-20,0,0,0,0,0,0,-0.89546
1987-04-21,0,0,0,0,0,0,8.52298
1987-04-22,0,0,0,0,0,0,-6.46641
1987-04-23,0,0,0,0,0,0,-0.38152
1987-04-24,0,0,0,0,0,0,-5.18111
1987-04-27,0,0,0,0,0,0,0.41534
1987-04-28,0,0,0,0,0,0,0.95838
1987-04-29,0,0,0,0,0,0,2.91988
1987-04-30,0,0,0,0,0,0,4.99206
1987-05-01,0,0,0,0,0,0,-0.42526
1987-05-04,0,0,0,0,0,0,1.78109
1987-05-05,0,0,0,0,0,0,7.09937
1987-05-06,0,0,0,0,0,0,0.14137
1987-05-07,0,0,0,0,0,0,-1.23914
1987-05-08,0,0,0,0,0,0,-2.21463
1987-05-11,0,0,0,0,0,0,-2.91802
1987-05-12,0,0,0,0,0,0,2.46176
1987-05-13,0,0,0,0,0,0,0.96700
1987-05-14,0,0,0,0,0,0,0.38619
1987-05-15,0,0,0,0,0,0,-11.13246
1987-05-18,0,0,0,0,0,0,-1.07512
1987-05-19,0,0,0,0,0,0,-8.27277
1987-05-20,0,0,0,0,0,0,-1.39461
1987-05-21,0,0,0,0,0,0,3.62022
1987-05-22,0,0,0,0,0,0,3.52724
1987-05-26,0,0,0,0,0,0,10.30685
1987-05-27,0,0,0,0,0,0,-0.53219
1987-05-28,0,0,0,0,0,0,2.71751
1987-05-29,0,0,0,0,0,0,-1.03474
1987-06-01,0,0,0,0,0,0,-0.44342
1987-06-02,0,0,0,0,0,0,-2.29746
1987-06-03,0,0,0,0,0,0,7.31292
1987-06-04,0,0,0,0,0,0,2.06661
1987-06-05,0,0,0,0,0,0,-3.00401
1987-06-08,0,0,0,0,0,0,4.23708
1987-06-09,0,0,0,0,0,0,0.69266
1987-06-10,0,0,0,0,0,0,0.24702
1987-06-11,0,0,0,0,0,0,1.67592
1987-06-12,0,0,0,0,0,0,3.57123
1987-06-15,0,0,0,0,0,0,1.72938
1987-06-16,1,0,1,0,1,0,1.77399
1987-06-17,1,0,2,0,0,0,0.05550
1987-06-18,1,0,3,0,0,0,1.01397
1987-06-19,1,0,4,0,0,0,1.45498
1987-06-22,1,0,5,0,0,0,2.79023
1987-06-23,1,0,6,0,0,0,-3.66497
1987-06-24,0,0,0,0,0,0,-4.53041
1987-06-25,1,0,1,0,1,0,2.68189
1987-06-26,0,0,0,0,0,0,-5.00026
1987-06-29,0,0,0,0,0,0,1.05777
1987-06-30,0,0,0,0,0,0,-9.80115
1987-07-01,0,0,0,0,0,0,-2.34403
1987-07-02,0,0,0,0,0,0,4.65247
1987-07-06,0,0,0,0,0,0,-1.65461
1987-07-07,0,0,0,0,0,0,4.08616
1987-07-08,0,0,0,0,0,0,1.37743
1987-07-09,0,0,0,0,0,0,-2.01444
1987-07-10,0,0,0,0,0,0,1.44579
1987-07-13,0,0,0,0,0,0,-2.07153
1987-07-14,0,0,0,0,0,0,5.14700
1987-07-15,0,0,0,0,0,0,-0.76263
1987-07-16,0,0,0,0,0,0,3.53544
1987-07-17,1,0,1,0,1,0,2.61043
1987-07-20,0,0,0,0,0,0,-9.13860
1987-07-21,0,0,0,0,0,0,-6.76672
1987-07-22,0,0,0,0,0,0,-0.18203
1987-07-23,0,0,0,0,0,0,-1.56588
1987-07-24,0,0,0,0,0,0,3.01376
1987-07-27,0,0,0,0,0,0,2.69554
1987-07-28,0,0,0,0,0,0,3.07119
1987-07-29,0,0,0,0,0,0,5.22468
1987-07-30,1,0,1,0,1,0,3.17476
1987-07-31,1,0,2,0,0,0,0.76541
1987-08-03,0,0,0,0,0,0,-3.33088
1987-08-04,0,0,0,0,0,0,-3.95651
1987-08-05,0,0,0,0,0,0,3.44310
1987-08-06,1,0,1,0,1,0,4.71666
1987-08-07,1,0,2,0,0,0,1.04774
1987-08-10,1,0,3,0,0,0,4.89487
1987-08-11,1,0,4,0,0,0,3.81844
1987-08-12,1,0,5,0,0,0,-2.56840
1987-08-13,1,0,6,0,0,0,1.58714
1987-08-14,1,0,7,0,0,0,-1.86624
1987-08-17,1,0,8,0,0,0,0.09630
1987-08-18,0,0,0,0,0,0,-12.96348
1987-08-19,0,0,0,0,0,0,0.70814
1987-08-20,1,0,1,0,1,0,5.40895
1987-08-21,1,0,2,0,0,0,0.99665
1987-08-24,0,0,0,0,0,0,-6.18640
1987-08-25,1,0,1,0,1,0,3.62436
1987-08-26,0,0,0,0,0,0,-4.91167
1987-08-27,0,0,0,0,0,0,-6.43318
1987-08-28,0,0,0,0,0,0,-7.42924
1987-08-31,0,0,0,0,0,0,3.84248
1987-09-01,0,0,0,0,0,0,-9.16912
1987-09-02,0,0,0,0,0,0,-2.11359
1987-09-03,0,0,0,0,0,0,-1.78154
1987-09-04,0,0,0,0,0,0,-3.98291
1987-09-08,0,0,0,0,0,0,-3.18772
1987-09-09,0,0,0,0,0,0,0.65780
1987-09-10,0,0,0,0,0,0,5.69689
1987-09-11,0,0,0,0,0,0,7.37993
1987-09-14,0,0,0,0,0,0,1.52781
1987-09-15,0,0,0,0,0,0,-6.82436
1987-09-16,0,0,0,0,0,0,-3.17795
1987-09-17,0,0,0,0,0,0,0.11331
1987-09-18,0,0,0,0,0,0,-0.08297
1987-09-21,0,0,0,0,0,0,-4.84409
1987-09-22,0,0,0,0,0,0,13.57265
1987-09-23,0,0,0,0,0,0,2.08617
1987-09-24,0,0,0,0,0,0,-1.90084
1987-09-25,0,0,0,0,0,0,0.59723
1987-09-28,0,0,0,0,0,0,4.03678
1987-09-29,0,0,0,0,0,0,-2.23681
1987-09-30,0,0,0,0,0,0,0.19840
1987-10-01,0,0,0,0,0,0,7.12013
1987-10-02,0,0,0,0,0,0,0.86019
1987-10-05,0,0,0,0,0,0,0.01223
1987-10-06,0,0,0,0,0,0,-13.55944
1987-10-07,0,0,0,0,0,0,-0.85149
1987-10-08,0,0,0,0,0,0,-5.14383
1987-10-09,0,0,0,0,0,0,-3.19315
1987-10-12,0,0,0,0,0,0,-1.64586
1987-10-13,0,0,0,0,0,0,8.17282
1987-10-14,0,0,0,0,0,0,-8.68245
1987-10-15,0,0,0,0,0,0,-4.95422
1987-10-16,0,1,0,1,0,1,-7.42657
1987-10-19,0,1,0,2,0,0,-11.34385
1987-10-20,0,1,0,3,0,0,8.89229
1987-10-21,0,0,0,0,0,0,12.96721
1987-10-22,0,0,0,0,0,0,-2.52644
1987-10-23,0,0,0,0,0,0,-0.00744
1987-10-26,0,1,0,1,0,1,-4.65632
1987-10-27,0,1,0,2,0,0,3.11050
1987-10-28,0,1,0,3,0,0,0.05228
1987-10-29,0,0,0,0,0,0,6.52112
1987-10-30,0,0,0,0,0,0,3.67294
1987-11-02,0,0,0,0,0,0,2.03325
1987-11-03,0,0,0,0,0,0,-1.78256
1987-11-04,0,0,0,0,0,0,-0.68118
1987-11-05,0,0,0,0,0,0,3.17837
1987-11-06,0,0,0,0,0,0,-1.67275
1987-11-09,0,0,0,0,0,0,-2.85978
1987-11-10,0,0,0,0,0,0,-1.57923
1987-11-11,0,0,0,0,0,0,1.95107
1987-11-12,0,0,0,0,0,0,4.32585
1987-11-13,0,0,0,0,0,0,-1.33836
1987-11-16,0,0,0,0,0,0,0.77211
1987-11-17,0,0,0,0,0,0,-1.86496
1987-11-18,0,0,0,0,0,0,1.89122
1987-11-19,0,0,0,0,0,0,-2.88510
1987-11-20,0,0,0,0,0,0,1.57104
1987-11-23,0,0,0,0,0,0,0.82529
1987-11-24,0,0,0,0,0,0,2.86329
1987-11-25,0,0,0,0,0,0,-1.50738
1987-11-27,0,0,0,0,0,0,-2.42773
1987-11-30,0,0,0,0,0,0,-5.65708
1987-12-01,0,0,0,0,0,0,1.63776
1987-12-02,0,0,0,0,0,0,1.43377
1987-12-03,0,0,0,0,0,0,-4.54620
1987-12-04,0,0,0,0,0,0,-0.66038
1987-12-07,0,0,0,0,0,0,5.04715
1987-12-08,0,0,0,0,0,0,5.79839
1987-12-09,0,0,0,0,0,0,3.44395
1987-12-10,0,0,0,0,0,0,-3.75162
1987-12-11,0,0,0,0,0,0,1.57895
1987-12-14,0,0,0,0,0,0,5.81075
1987-12-15,0,0,0,0,0,0,0.50049
1987-12-16,0,0,0,0,0,0,4.15228
1987-12-17,0,0,0,0,0,0,-4.44824
1987-12-18,0,0,0,0,0,0,4.72302
1987-12-21,0,0,0,0,0,0,0.28110
1987-12-22,0,0,0,0,0,0,0.32223
1987-12-23,0,0,0,0,0,0,2.54185
1987-12-24,0,0,0,0,0,0,-1.24796
1987-12-28,0,0,0,0,0,0,-6.64486
1987-12-29,0,0,0,0,0,0,-0.94151
1987-12-30,0,0,0,0,0,0,3.16546
1987-12-31,0,0,0,0,0,0,-0.83689
1988-01-04,0,0,0,0,0,0,7.81924
1988-01-05,0,0,0,0,0,0,2.03296
1988-01-06,0,0,0,0,0,0,0.19989
1988-01-07,0,0,0,0,0,0,1.71448
1988-01-08,0,0,0,0,0,0,-17.97345
1988-01-11,0,0,0,0,0,0,3.57030
1988-01-12,0,0,0,0,0,0,-1.70422
1988-01-13,0,0,0,0,0,0,0.36551
1988-01-14,0,0,0,0,0,0,0.07007
1988-01-15,0,0,0,0,0,0,5.88957
1988-01-18,0,0,0,0,0,0,-0.18047
1988-01-19,0,0,0,0,0,0,-2.76662
1988-01-20,0,0,0,0,0,0,-6.44990
1988-01-21,0,0,0,0,0,0,0.57113
1988-01-22,0,0,0,0,0,0,3.73767
1988-01-25,0,0,0,0,0,0,5.63386
1988-01-26,0,0,0,0,0,0,-2.80509
1988-01-27,0,0,0,0,0,0,-0.20854
1988-01-28,0,0,0,0,0,0,3.99179
1988-01-29,0,0,0,0,0,0,3.51389
1988-02-01,0,0,0,0,0,0,-2.56837
1988-02-02,0,0,0,0,0,0,0.52844
1988-02-03,0,0,0,0,0,0,-4.34292
1988-02-04,0,0,0,0,0,0,-0.00000
1988-02-05,0,0,0,0,0,0,-1.67554
1988-02-08,0,0,0,0,0,0,-2.47298
1988-02-09,0,0,0,0,0,0,3.54486
1988-02-10,0,0,0,0,0,0,5.88304
1988-02-11,0,0,0,0,0,0,-1.07504
1988-02-12,0,0,0,0,0,0,1.95671
1988-02-16,0,0,0,0,0,0,2.47661
1988-02-17,0,0,0,0,0,0,-1.09353
1988-02-18,0,0,0,0,0,0,-2.33103
1988-02-19,0,0,0,0,0,0,4.48987
1988-02-22,0,0,0,0,0,0,4.18513
1988-02-23,0,0,0,0,0,0,-1.19796
1988-02-24,0,0,0,0,0,0,-1.18362
1988-02-25,0,0,0,0,0,0,-5.52415
1988-02-26,0,0,0,0,0,0,1.15646
1988-02-29,0,0,0,0,0,0,6.23407
1988-03-01,0,0,0,0,0,0,-1.20604
1988-03-02,0,0,0,0,0,0,0.85946
1988-03-03,0,0,0,0,0,0,-0.22548
1988-03-04,0,0,0,0,0,0,-1.37398
1988-03-07,0,0,0,0,0,0,0.11222
1988-03-08,0,0,0,0,0,0,2.84231
1988-03-09,0,0,0,0,0,0,-1.01365
1988-03-10,0,0,0,0,0,0,-12.33007
1988-03-11,0,0,0,0,0,0,1.89064
1988-03-14,0,0,0,0,0,0,2.40211
1988-03-15,0,0,0,0,0,0,-0.55874
1988-03-16,0,0,0,0,0,0,4.20196
1988-03-17,0,0,0,0,0,0,3.75481
1988-03-18,0,0,0,0,0,0,-0.26576
1988-03-21,0,0,0,0,0,0,-6.14245
1988-03-22,0,0,0,0,0,0,0.17517
1988-03-23,0,0,0,0,0,0,0.13107
1988-03-24,0,0,0,0,0,0,-12.71267
1988-03-25,0,0,0,0,0,0,-7.78825
1988-03-28,0,0,0,0,0,0,-0.63838
1988-03-29,0,0,0,0,0,0,4.55959
1988-03-30,0,0,0,0,0,0,-3.11212
1988-03-31,0,0,0,0,0,0,1.89192
1988-04-04,0,0,0,0,0,0,-4.26467
1988-04-05,0,0,0,0,0,0,5.50712
1988-04-06,0,0,0,0,0,0,12.27094
1988-04-07,0,0,0,0,0,0,0.97572
1988-04-08,0,0,0,0,0,0,4.50531
1988-04-11,0,0,0,0,0,0,0.94932
1988-04-12,0,0,0,0,0,0,1.58615
1988-04-13,0,0,0,0,0,0,0.28213
1988-04-14,0,0,0,0,0,0,-19.94462
1988-04-15,0,0,0,0,0,0,0.03259
1988-04-18,0,0,0,0,0,0,-0.73667
1988-04-19,0,0,0,0,0,0,-1.72356
1988-04-20,0,0,0,0,0,0,-2.33014
1988-04-21,0,0,0,0,0,0,0.60693
1988-04-22,0,0,0,0,0,0,7.30575
1988-04-25,0,0,0,0,0,0,4.07596
1988-04-26,0,0,0,0,0,0,2.31638
1988-04-27,0,0,0,0,0,0,-0.24223
1988-04-28,0,0,0,0,0,0,-2.27403
1988-04-29,0,0,0,0,0,0,-2.39982
1988-05-02,0,0,0,0,0,0,0.47728
1988-05-03,0,0,0,0,0,0,3.00309
1988-05-04,0,0,0,0,0,0,-5.35826
1988-05-05,0,0,0,0,0,0,-2.77264
1988-05-06,0,0,0,0,0,0,-2.27591
1988-05-09,0,0,0,0,0,0,-1.60095
1988-05-10,0,0,0,0,0,0,2.79974
1988-05-11,0,0,0,0,0,0,-6.97465
1988-05-12,0,0,0,0,0,0,1.41643
1988-05-13,0,0,0,0,0,0,7.17926
1988-05-16,0,0,0,0,0,0,4.18056
1988-05-17,0,0,0,0,0,0,-5.80232
1988-05-18,0,0,0,0,0,0,-5.76849
1988-05-19,0,0,0,0,0,0,2.71222
1988-05-20,0,0,0,0,0,0,1.01426
1988-05-23,0,0,0,0,0,0,-3.21784
1988-05-24,0,0,0,0,0,0,6.03780
1988-05-25,0,0,0,0,0,0,0.54332
1988-05-26,0,0,0,0,0,0,1.94736
1988-05-27,0,0,0,0,0,0,-2.22733
1988-05-31,0,0,0,0,0,0,15.69380
1988-06-01,0,0,0,0,0,0,5.49358
1988-06-02,0,0,0,0,0,0,-2.66462
1988-06-03,0,0,0,0,0,0,1.35639
1988-06-06,0,0,0,0,0,0,0.73966
1988-06-07,0,0,0,0,0,0,-4.03745
1988-06-08,0,0,0,0,0,0,7.53013
1988-06-09,0,0,0,0,0,0,-2.70545
1988-06-10,0,0,0,0,0,0,1.19007
1988-06-13,0,0,0,0,0,0,0.19747
1988-06-14,0,0,0,0,0,0,3.23089
1988-06-15,0,0,0,0,0,0,0.16374
1988-06-16,0,0,0,0,0,0,-10.51183
1988-06-17,0,0,0,0,0,0,1.26552
1988-06-20,0,0,0,0,0,0,-3.58080
1988-06-21,0,0,0,0,0,0,3.97393
1988-06-22,0,0,0,0,0,0,4.96790
1988-06-23,0,0,0,0,0,0,-1.81597
1988-06-24,0,0,0,0,0,0,-2.27022
1988-06-27,0,0,0,0,0,0,-9.11203
1988-06-28,0,0,0,0,0,0,4.73089
1988-06-29,0,0,0,0,0,0,-2.38682
1988-06-30,0,0,0,0,0,0,3.57091
1988-07-01,0,0,0,0,0,0,-3.18255
1988-07-05,0,0,0,0,0,0,5.45459
1988-07-06,0,0,0,0,0,0,-6.61375
1988-07-07,0,0,0,0,0,0,-0.39871
1988-07-08,0,0,0,0,0,0,-2.95294
1988-07-11,0,0,0,0,0,0,0.87107
1988-07-12,0,0,0,0,0,0,-4.52354
1988-07-13,0,0,0,0,0,0,2.60912
1988-07-14,0,0,0,0,0,0,1.65268
1988-07-15,0,0,0,0,0,0,3.07231
1988-07-18,0,0,0,0,0,0,-2.98150
1988-07-19,0,0,0,0,0,0,-3.72682
1988-07-20,0,0,0,0,0,0,2.91617
1988-07-21,0,0,0,0,0,0,-5.81837
1988-07-22,0,0,0,0,0,0,-4.69185
1988-07-25,0,0,0,0,0,0,2.44127
1988-07-26,0,0,0,0,0,0,1.06995
1988-07-27,0,0,0,0,0,0,-4.13676
1988-07-28,0,0,0,0,0,0,7.19356
1988-07-29,0,0,0,0,0,0,9.56236
1988-08-01,0,0,0,0,0,0,0.26625
1988-08-02,0,0,0,0,0,0,-0.28814
1988-08-03,0,0,0,0,0,0,1.43958
1988-08-04,0,0,0,0,0,0,-2.21985
1988-08-05,0,0,0,0,0,0,-1.65600
1988-08-08,0,0,0,0,0,0,-2.47490
1988-08-09,0,0,0,0,0,0,-6.60282
1988-08-10,0,0,0,0,0,0,-6.88290
1988-08-11,0,0,0,0,0,0,1.86827
1988-08-12,0,0,0,0,0,0,-0.29713
1988-08-15,0,0,0,0,0,0,-5.29960
1988-08-16,0,0,0,0,0,0,4.36080
1988-08-17,0,0,0,0,0,0,0.48870
1988-08-18,0,0,0,0,0,0,0.63974
1988-08-19,0,0,0,0,0,0,-1.29989
1988-08-22,0,0,0,0,0,0,-4.87089
1988-08-23,0,0,0,0,0,0,0.30928
1988-08-24,0,0,0,0,0,0,10.29299
1988-08-25,0,0,0,0,0,0,-3.26037
1988-08-26,0,0,0,0,0,0,1.19817
1988-08-29,0,0,0,0,0,0,6.00990
1988-08-30,0,0,0,0,0,0,0.39138
1988-08-31,0,0,0,0,0,0,-2.04375
1988-09-01,0,0,0,0,0,0,-5.88613
1988-09-02,0,0,0,0,0,0,12.56533
1988-09-06,0,0,0,0,0,0,1.85927
1988-09-07,0,0,0,0,0,0,0.48007
1988-09-08,0,0,0,0,0,0,0.01828
1988-09-09,0,0,0,0,0,0,1.81104
1988-09-12,0,0,0,0,0,0,-0.93781
1988-09-13,0,0,0,0,0,0,1.93645
1988-09-14,0,0,0,0,0,0,3.57271
1988-09-15,0,0,0,0,0,0,-3.33864
1988-09-16,0,0,0,0,0,0,4.64355
1988-09-19,0,0,0,0,0,0,-5.01628
1988-09-20,0,0,0,0,0,0,1.73132
1988-09-21,0,0,0,0,0,0,0.82760
1988-09-22,0,0,0,0,0,0,-2.88377
1988-09-23,0,0,0,0,0,0,1.25716
1988-09-26,0,0,0,0,0,0,-2.70524
1988-09-27,0,0,0,0,0,0,-1.89186
1988-09-28,0,0,0,0,0,0,2.10537
1988-09-29,0,0,0,0,0,0,7.64309
1988-09-30,0,0,0,0,0,0,-2.24527
1988-10-03,0,0,0,0,0,0,-1.76626
1988-10-04,0,0,0,0,0,0,-2.53715
1988-10-05,0,0,0,0,0,0,2.95767
1988-10-06,0,0,0,0,0,0,1.22795
1988-10-07,1,0,1,0,1,0,10.12175
1988-10-10,1,0,2,0,0,0,0.23840
1988-10-11,1,0,3,0,0,0,-1.16703
1988-10-12,0,0,0,0,0,0,-12.88341
1988-10-13,0,0,0,0,0,0,2.44754
1988-10-14,0,0,0,0,0,0,0.55285
1988-10-17,0,0,0,0,0,0,1.81945
1988-10-18,0,0,0,0,0,0,5.24230
1988-10-19,0,0,0,0,0,0,-7.41474
1988-10-20,0,0,0,0,0,0,8.85043
1988-10-21,1,0,1,0,1,0,0.94619
1988-10-24,0,0,0,0,0,0,-3.89957
1988-10-25,0,0,0,0,0,0,0.14505
1988-10-26,0,0,0,0,0,0,-2.95165
1988-10-27,0,0,0,0,0,0,-10.41375
1988-10-28,0,0,0,0,0,0,2.39190
1988-10-31,0,0,0,0,0,0,0.84410
1988-11-01,0,0,0,0,0,0,0.18164
1988-11-02,0,0,0,0,0,0,0.00000
1988-11-03,0,0,0,0,0,0,0.32394
1988-11-04,0,0,0,0,0,0,-8.08925
1988-11-07,0,0,0,0,0,0,-5.46480
1988-11-08,0,0,0,0,0,0,3.29935
1988-11-09,0,0,0,0,0,0,-3.98878
1988-11-10,0,0,0,0,0,0,1.02644
1988-11-11,0,0,0,0,0,0,-10.30541
1988-11-14,0,0,0,0,0,0,-0.29136
1988-11-15,0,0,0,0,0,0,1.89577
1988-11-16,0,1,0,1,0,1,-6.36183
1988-11-17,0,0,0,0,0,0,2.33488
1988-11-18,0,0,0,0,0,0,5.37712
1988-11-21,0,0,0,0,0,0,-0.40263
1988-11-22,0,0,0,0,0,0,2.89294
1988-11-23,0,0,0,0,0,0,4.94421
1988-11-25,0,0,0,0,0,0,-3.46634
1988-11-28,0,0,0,0,0,0,3.80022
1988-11-29,0,0,0,0,0,0,5.55628
1988-11-30,0,0,0,0,0,0,5.85366
1988-12-01,0,0,0,0,0,0,-2.85793
1988-12-02,0,0,0,0,0,0,-1.59095
1988-12-05,0,0,0,0,0,0,6.36068
1988-12-06,0,0,0,0,0,0,4.53962
1988-12-07,0,0,0,0,0,0,0.86651
1988-12-08,0,0,0,0,0,0,-4.10592
1988-12-09,0,0,0,0,0,0,0.81409
1988-12-12,0,0,0,0,0,0,-1.42972
1988-12-13,0,0,0,0,0,0,-0.61221
1988-12-14,0,0,0,0,0,0,-2.94728
1988-12-15,0,0,0,0,0,0,-2.93468
1988-12-16,0,0,0,0,0,0,4.91769
1988-12-19,0,0,0,0,0,0,5.42766
1988-12-20,0,0,0,0,0,0,-4.26173
1988-12-21,0,0,0,0,0,0,-0.26587
1988-12-22,0,0,0,0,0,0,-1.57092
1988-12-23,0,0,0,0,0,0,2.41155
1988-12-27,0,0,0,0,0,0,-3.35827
1988-12-28,0,0,0,0,0,0,0.66313
1988-12-29,0,0,0,0,0,0,5.69325
1988-12-30,0,0,0,0,0,0,-5.56418
1989-01-03,0,0,0,0,0,0,-6.85344
1989-01-04,0,0,0,0,0,0,9.45021
1989-01-05,0,0,0,0,0,0,1.13628
1989-01-06,0,0,0,0,0,0,1.31075
1989-01-09,0,0,0,0,0,0,0.63127
1989-01-10,0,0,0,0,0,0,-1.98982
1989-01-11,0,0,0,0,0,0,3.51977
1989-01-12,0,0,0,0,0,0,2.31040
1989-01-13,0,0,0,0,0,0,1.35316
1989-01-16,0,0,0,0,0,0,0.53169
1989-01-17,0,0,0,0,0,0,-2.41973
1989-01-18,1,0,1,0,1,0,5.79369
