Date,RSI_Overbought,RSI_Oversold,RSI_Overbought_Streak,RSI_Oversold_Streak,RSI_CrossOver_70,RSI_CrossUnder_30,RSI_Slope
2000-12-13,0,0,0,0,0,0,-2.63492
2000-12-14,0,0,0,0,0,0,-4.19541
2000-12-15,0,0,0,0,0,0,-5.47864
2000-12-18,0,0,0,0,0,0,2.79139
2000-12-19,0,0,0,0,0,0,-3.14134
2000-12-20,0,0,0,0,0,0,-6.26807
2000-12-21,0,0,0,0,0,0,2.75466
2000-12-22,0,0,0,0,0,0,7.69578
2000-12-26,0,0,0,0,0,0,2.08899
2000-12-27,0,0,0,0,0,0,3.04059
2000-12-28,0,0,0,0,0,0,1.16664
2000-12-29,0,0,0,0,0,0,-2.98421
2001-01-02,0,0,0,0,0,0,-6.84132
2001-01-03,0,0,0,0,0,0,12.98395
2001-01-04,0,0,0,0,0,0,-2.57473
2001-01-05,0,0,0,0,0,0,-5.74616
2001-01-08,0,0,0,0,0,0,-0.38653
2001-01-09,0,0,0,0,0,0,1.02184
2001-01-10,0,0,0,0,0,0,2.59814
2001-01-11,0,0,0,0,0,0,2.74472
2001-01-12,0,0,0,0,0,0,-1.67853
2001-01-16,0,0,0,0,0,0,1.74088
2001-01-17,0,0,0,0,0,0,0.62262
2001-01-18,0,0,0,0,0,0,3.98936
2001-01-19,0,0,0,0,0,0,-1.38359
2001-01-22,0,0,0,0,0,0,0.08294
2001-01-23,0,0,0,0,0,0,3.96304
2001-01-24,0,0,0,0,0,0,0.85208
2001-01-25,0,0,0,0,0,0,-2.13326
2001-01-26,0,0,0,0,0,0,-0.82247
2001-01-29,0,0,0,0,0,0,2.37374
2001-01-30,0,0,0,0,0,0,2.36738
2001-01-31,0,0,0,0,0,0,-2.82057
2001-02-01,0,0,0,0,0,0,1.96869
2001-02-02,0,0,0,0,0,0,-8.23769
2001-02-05,0,0,0,0,0,0,1.42203
2001-02-06,0,0,0,0,0,0,-0.69231
2001-02-07,0,0,0,0,0,0,-3.78380
2001-02-08,0,0,0,0,0,0,-2.62678
2001-02-09,0,0,0,0,0,0,-5.05510
2001-02-12,0,0,0,0,0,0,5.62496
2001-02-13,0,0,0,0,0,0,-3.23704
2001-02-14,0,0,0,0,0,0,-0.79606
2001-02-15,0,0,0,0,0,0,3.99368
2001-02-16,0,0,0,0,0,0,-6.84847
2001-02-20,0,0,0,0,0,0,-4.94459
2001-02-21,0,0,0,0,0,0,-4.27042
2001-02-22,0,1,0,1,0,1,-0.41112
2001-02-23,0,1,0,2,0,0,-1.19070
2001-02-26,0,0,0,0,0,0,8.53130
2001-02-27,0,0,0,0,0,0,-2.00233
2001-02-28,0,0,0,0,0,0,-3.41222
2001-03-01,0,0,0,0,0,0,0.51119
2001-03-02,0,0,0,0,0,0,-1.35140
2001-03-05,0,0,0,0,0,0,3.07858
2001-03-06,0,0,0,0,0,0,5.01749
2001-03-07,0,0,0,0,0,0,3.09565
2001-03-08,0,0,0,0,0,0,1.09400
2001-03-09,0,0,0,0,0,0,-7.84314
2001-03-12,0,1,0,1,0,1,-8.80510
2001-03-13,0,0,0,0,0,0,5.99042
2001-03-14,0,1,0,1,0,1,-4.34232
2001-03-15,0,0,0,0,0,0,2.23056
2001-03-16,0,1,0,1,0,1,-3.05186
2001-03-19,0,0,0,0,0,0,6.35653
2001-03-20,0,1,0,1,0,1,-3.87910
2001-03-21,0,1,0,2,0,0,-2.46148
2001-03-22,0,1,0,3,0,0,-0.53072
2001-03-23,0,0,0,0,0,0,6.81411
2001-03-26,0,0,0,0,0,0,3.63675
2001-03-27,0,0,0,0,0,0,7.47762
2001-03-28,0,0,0,0,0,0,-4.97444
2001-03-29,0,0,0,0,0,0,-0.86099
2001-03-30,0,0,0,0,0,0,3.14919
2001-04-02,0,0,0,0,0,0,-2.54799
2001-04-03,0,0,0,0,0,0,-5.96090
2001-04-04,0,0,0,0,0,0,-0.43790
2001-04-05,0,0,0,0,0,0,11.71602
2001-04-06,0,0,0,0,0,0,-3.68653
2001-04-09,0,0,0,0,0,0,2.01459
2001-04-10,0,0,0,0,0,0,6.26869
2001-04-11,0,0,0,0,0,0,-0.46786
2001-04-12,0,0,0,0,0,0,3.44991
2001-04-16,0,0,0,0,0,0,-0.81050
2001-04-17,0,0,0,0,0,0,2.44376
2001-04-18,0,0,0,0,0,0,7.91075
2001-04-19,0,0,0,0,0,0,2.22663
2001-04-20,0,0,0,0,0,0,-2.65884
2001-04-23,0,0,0,0,0,0,-4.42737
2001-04-24,0,0,0,0,0,0,-3.33094
2001-04-25,0,0,0,0,0,0,3.49618
2001-04-26,0,0,0,0,0,0,1.01713
2001-04-27,0,0,0,0,0,0,3.17386
2001-04-30,0,0,0,0,0,0,-0.95496
2001-05-01,0,0,0,0,0,0,2.91335
2001-05-02,0,0,0,0,0,0,0.16872
2001-05-03,0,0,0,0,0,0,-5.46151
2001-05-04,0,0,0,0,0,0,3.42241
2001-05-07,0,0,0,0,0,0,-0.91231
2001-05-08,0,0,0,0,0,0,-0.71276
2001-05-09,0,0,0,0,0,0,-1.80247
2001-05-10,0,0,0,0,0,0,-0.11949
2001-05-11,0,0,0,0,0,0,-3.20461
2001-05-14,0,0,0,0,0,0,0.90592
2001-05-15,0,0,0,0,0,0,0.15242
2001-05-16,0,0,0,0,0,0,8.93035
2001-05-17,0,0,0,0,0,0,0.74011
2001-05-18,0,0,0,0,0,0,0.75675
2001-05-21,1,0,1,0,1,0,4.19975
2001-05-22,0,0,0,0,0,0,-1.51948
2001-05-23,0,0,0,0,0,0,-8.29704
2001-05-24,0,0,0,0,0,0,1.01215
2001-05-25,0,0,0,0,0,0,-5.71569
2001-05-29,0,0,0,0,0,0,-3.41677
2001-05-30,0,0,0,0,0,0,-6.08504
2001-05-31,0,0,0,0,0,0,2.49604
2001-06-01,0,0,0,0,0,0,1.55723
2001-06-04,0,0,0,0,0,0,2.06899
2001-06-05,0,0,0,0,0,0,4.89576
2001-06-06,0,0,0,0,0,0,-4.79126
2001-06-07,0,0,0,0,0,0,2.08967
2001-06-08,0,0,0,0,0,0,-4.14565
2001-06-11,0,0,0,0,0,0,-3.39008
2001-06-12,0,0,0,0,0,0,0.52318
2001-06-13,0,0,0,0,0,0,-4.48400
2001-06-14,0,0,0,0,0,0,-5.77698
2001-06-15,0,0,0,0,0,0,-1.31806
2001-06-18,0,0,0,0,0,0,-1.41584
2001-06-19,0,0,0,0,0,0,1.87987
2001-06-20,0,0,0,0,0,0,4.63798
2001-06-21,0,0,0,0,0,0,5.52246
2001-06-22,0,0,0,0,0,0,-3.65505
2001-06-25,0,0,0,0,0,0,-1.99752
2001-06-26,0,0,0,0,0,0,-0.55163
2001-06-27,0,0,0,0,0,0,-1.73471
2001-06-28,0,0,0,0,0,0,6.70001
2001-06-29,0,0,0,0,0,0,-0.63447
2001-07-02,0,0,0,0,0,0,5.10934
2001-07-03,0,0,0,0,0,0,-0.89843
2001-07-05,0,0,0,0,0,0,-5.63422
2001-07-06,0,0,0,0,0,0,-8.20208
2001-07-09,0,0,0,0,0,0,3.56710
2001-07-10,0,0,0,0,0,0,-4.29975
2001-07-11,0,0,0,0,0,0,-0.31664
2001-07-12,0,0,0,0,0,0,11.28237
2001-07-13,0,0,0,0,0,0,2.58682
2001-07-16,0,0,0,0,0,0,-3.94302
2001-07-17,0,0,0,0,0,0,4.15429
2001-07-18,0,0,0,0,0,0,-2.07009
2001-07-19,0,0,0,0,0,0,2.57709
2001-07-20,0,0,0,0,0,0,-1.39047
2001-07-23,0,0,0,0,0,0,-6.03248
2001-07-24,0,0,0,0,0,0,-4.88638
2001-07-25,0,0,0,0,0,0,7.01279
2001-07-26,0,0,0,0,0,0,4.11436
2001-07-27,0,0,0,0,0,0,0.93743
2001-07-30,0,0,0,0,0,0,-0.41575
2001-07-31,0,0,0,0,0,0,2.36500
2001-08-01,0,0,0,0,0,0,1.64628
2001-08-02,0,0,0,0,0,0,1.69561
2001-08-03,0,0,0,0,0,0,-2.58748
2001-08-06,0,0,0,0,0,0,-5.16760
2001-08-07,0,0,0,0,0,0,1.61065
2001-08-08,0,0,0,0,0,0,-6.95192
2001-08-09,0,0,0,0,0,0,-0.03060
2001-08-10,0,0,0,0,0,0,3.07257
2001-08-13,0,0,0,0,0,0,0.52195
2001-08-14,0,0,0,0,0,0,-1.71249
2001-08-15,0,0,0,0,0,0,-3.13630
2001-08-16,0,0,0,0,0,0,1.94865
2001-08-17,0,0,0,0,0,0,-6.51610
2001-08-20,0,0,0,0,0,0,4.90894
2001-08-21,0,0,0,0,0,0,-4.30354
2001-08-22,0,0,0,0,0,0,4.02157
2001-08-23,0,0,0,0,0,0,-1.02991
2001-08-24,0,0,0,0,0,0,10.24627
2001-08-27,0,0,0,0,0,0,-2.08863
2001-08-28,0,0,0,0,0,0,-5.82747
2001-08-29,0,0,0,0,0,0,-3.65626
2001-08-30,0,0,0,0,0,0,-4.71739
2001-08-31,0,0,0,0,0,0,2.09268
2001-09-04,0,0,0,0,0,0,-0.16069
2001-09-05,0,0,0,0,0,0,-0.31992
2001-09-06,0,1,0,1,0,1,-5.94609
2001-09-07,0,1,0,2,0,0,-3.72689
2001-09-10,0,1,0,3,0,0,3.39534
2001-09-17,0,1,0,4,0,0,-7.68559
2001-09-18,0,1,0,5,0,0,-0.64883
2001-09-19,0,1,0,6,0,0,-1.70163
2001-09-20,0,1,0,7,0,0,-2.68751
2001-09-21,0,1,0,8,0,0,-1.32771
2001-09-24,0,1,0,9,0,0,13.90631
2001-09-25,0,0,0,0,0,0,2.82849
2001-09-26,0,1,0,1,0,1,-0.73879
2001-09-27,0,0,0,0,0,0,3.85408
2001-09-28,0,0,0,0,0,0,6.79786
2001-10-01,0,0,0,0,0,0,-0.46907
2001-10-02,0,0,0,0,0,0,3.78168
2001-10-03,0,0,0,0,0,0,5.63189
2001-10-04,0,0,0,0,0,0,-0.66070
2001-10-05,0,0,0,0,0,0,0.48619
2001-10-08,0,0,0,0,0,0,-2.42535
2001-10-09,0,0,0,0,0,0,-1.52839
2001-10-10,0,0,0,0,0,0,7.17572
2001-10-11,0,0,0,0,0,0,4.15894
2001-10-12,0,0,0,0,0,0,-1.80286
2001-10-15,0,0,0,0,0,0,-0.53771
2001-10-16,0,0,0,0,0,0,2.10154
2001-10-17,0,0,0,0,0,0,-6.61328
2001-10-18,0,0,0,0,0,0,-2.47564
2001-10-19,0,0,0,0,0,0,1.58420
2001-10-22,0,0,0,0,0,0,5.03265
2001-10-23,0,0,0,0,0,0,-1.71329
2001-10-24,0,0,0,0,0,0,0.13478
2001-10-25,0,0,0,0,0,0,4.63509
2001-10-26,0,0,0,0,0,0,1.32648
2001-10-29,0,0,0,0,0,0,-9.37664
2001-10-30,0,0,0,0,0,0,-5.30888
2001-10-31,0,0,0,0,0,0,-0.00275
2001-11-01,0,0,0,0,0,0,8.05429
2001-11-02,0,0,0,0,0,0,0.93006
2001-11-05,0,0,0,0,0,0,4.48894
2001-11-06,0,0,0,0,0,0,4.06205
2001-11-07,0,0,0,0,0,0,-1.15915
2001-11-08,0,0,0,0,0,0,0.72392
2001-11-09,0,0,0,0,0,0,0.48843
2001-11-12,0,0,0,0,0,0,-0.89603
2001-11-13,0,0,0,0,0,0,5.67320
2001-11-14,0,0,0,0,0,0,0.52692
2001-11-15,0,0,0,0,0,0,0.26929
2001-11-16,0,0,0,0,0,0,-1.93969
2001-11-19,0,0,0,0,0,0,3.45920
2001-11-20,0,0,0,0,0,0,-4.53373
2001-11-21,0,0,0,0,0,0,-2.91452
2001-11-23,0,0,0,0,0,0,4.11255
2001-11-26,0,0,0,0,0,0,1.99047
2001-11-27,0,0,0,0,0,0,-4.25399
2001-11-28,0,0,0,0,0,0,-9.61447
2001-11-29,0,0,0,0,0,0,3.97779
2001-11-30,0,0,0,0,0,0,-0.33012
2001-12-03,0,0,0,0,0,0,-4.16867
2001-12-04,0,0,0,0,0,0,5.25053
2001-12-05,0,0,0,0,0,0,7.16801
2001-12-06,0,0,0,0,0,0,-1.46707
2001-12-07,0,0,0,0,0,0,-3.91786
2001-12-10,0,0,0,0,0,0,-7.26450
2001-12-11,0,0,0,0,0,0,-1.15799
2001-12-12,0,0,0,0,0,0,0.11437
2001-12-13,0,0,0,0,0,0,-6.40824
2001-12-14,0,0,0,0,0,0,1.52370
2001-12-17,0,0,0,0,0,0,4.44668
2001-12-18,0,0,0,0,0,0,3.12524
2001-12-19,0,0,0,0,0,0,2.32249
2001-12-20,0,0,0,0,0,0,-4.08282
2001-12-21,0,0,0,0,0,0,1.86152
2001-12-24,0,0,0,0,0,0,-0.10872
2001-12-26,0,0,0,0,0,0,1.89445
2001-12-27,0,0,0,0,0,0,2.99913
2001-12-28,0,0,0,0,0,0,1.45636
2001-12-31,0,0,0,0,0,0,-6.73860
2002-01-02,0,0,0,0,0,0,2.69946
2002-01-03,0,0,0,0,0,0,4.00361
2002-01-04,0,0,0,0,0,0,2.50822
2002-01-07,0,0,0,0,0,0,-4.16232
2002-01-08,0,0,0,0,0,0,-2.20867
2002-01-09,0,0,0,0,0,0,-2.89276
2002-01-10,0,0,0,0,0,0,0.64551
2002-01-11,0,0,0,0,0,0,-5.59685
2002-01-14,0,0,0,0,0,0,-3.30497
2002-01-15,0,0,0,0,0,0,4.04963
2002-01-16,0,0,0,0,0,0,-7.84511
2002-01-17,0,0,0,0,0,0,5.55371
2002-01-18,0,0,0,0,0,0,-4.32598
2002-01-22,0,0,0,0,0,0,-2.88457
2002-01-23,0,0,0,0,0,0,4.38834
2002-01-24,0,0,0,0,0,0,1.89506
2002-01-25,0,0,0,0,0,0,0.55547
2002-01-28,0,0,0,0,0,0,-0.09981
2002-01-29,0,0,0,0,0,0,-11.78844
2002-01-30,0,0,0,0,0,0,6.44141
2002-01-31,0,0,0,0,0,0,7.07832
2002-02-01,0,0,0,0,0,0,-2.81503
2002-02-04,0,0,0,0,0,0,-8.12637
2002-02-05,0,0,0,0,0,0,-1.10919
2002-02-06,0,0,0,0,0,0,-1.62968
2002-02-07,0,0,0,0,0,0,-0.83876
2002-02-08,0,0,0,0,0,0,7.43967
2002-02-11,0,0,0,0,0,0,6.23209
2002-02-12,0,0,0,0,0,0,-1.47111
2002-02-13,0,0,0,0,0,0,4.16258
2002-02-14,0,0,0,0,0,0,-0.74979
2002-02-15,0,0,0,0,0,0,-4.38900
2002-02-19,0,0,0,0,0,0,-6.27262
2002-02-20,0,0,0,0,0,0,5.88780
2002-02-21,0,0,0,0,0,0,-4.75827
2002-02-22,0,0,0,0,0,0,3.42782
2002-02-25,0,0,0,0,0,0,6.76108
2002-02-26,0,0,0,0,0,0,-0.01629
2002-02-27,0,0,0,0,0,0,0.17925
2002-02-28,0,0,0,0,0,0,-1.16443
2002-03-01,0,0,0,0,0,0,8.48252
2002-03-04,0,0,0,0,0,0,5.79877
2002-03-05,0,0,0,0,0,0,-3.06775
2002-03-06,0,0,0,0,0,0,4.05627
2002-03-07,0,0,0,0,0,0,-2.13185
2002-03-08,0,0,0,0,0,0,1.68416
2002-03-11,0,0,0,0,0,0,0.98394
2002-03-12,0,0,0,0,0,0,-1.25447
2002-03-13,0,0,0,0,0,0,-5.21252
2002-03-14,0,0,0,0,0,0,-0.46699
2002-03-15,0,0,0,0,0,0,4.12190
2002-03-18,0,0,0,0,0,0,-0.30036
2002-03-19,0,0,0,0,0,0,1.50229
2002-03-20,0,0,0,0,0,0,-8.86523
2002-03-21,0,0,0,0,0,0,0.64563
2002-03-22,0,0,0,0,0,0,-2.24200
2002-03-25,0,0,0,0,0,0,-6.92092
2002-03-26,0,0,0,0,0,0,2.87003
2002-03-27,0,0,0,0,0,0,2.55926
2002-03-28,0,0,0,0,0,0,1.17937
2002-04-01,0,0,0,0,0,0,-0.40731
2002-04-02,0,0,0,0,0,0,-4.56682
2002-04-03,0,0,0,0,0,0,-4.69264
2002-04-04,0,0,0,0,0,0,0.50307
2002-04-05,0,0,0,0,0,0,-1.50779
2002-04-08,0,0,0,0,0,0,1.51973
2002-04-09,0,0,0,0,0,0,-3.26690
2002-04-10,0,0,0,0,0,0,7.29599
2002-04-11,0,0,0,0,0,0,-10.19991
2002-04-12,0,0,0,0,0,0,3.77550
2002-04-15,0,0,0,0,0,0,-2.82403
2002-04-16,0,0,0,0,0,0,11.52881
2002-04-17,0,0,0,0,0,0,-0.86477
2002-04-18,0,0,0,0,0,0,-0.62826
2002-04-19,0,0,0,0,0,0,0.31551
2002-04-22,0,0,0,0,0,0,-6.71322
2002-04-23,0,0,0,0,0,0,-2.32758
2002-04-24,0,0,0,0,0,0,-2.52020
2002-04-25,0,0,0,0,0,0,-0.53130
2002-04-26,0,0,0,0,0,0,-4.50758
2002-04-29,0,1,0,1,0,1,-2.77912
2002-04-30,0,0,0,0,0,0,6.45442
2002-05-01,0,0,0,0,0,0,4.86153
2002-05-02,0,0,0,0,0,0,-0.63752
2002-05-03,0,0,0,0,0,0,-3.59804
2002-05-06,0,0,0,0,0,0,-5.55467
2002-05-07,0,1,0,1,0,1,-0.75548
2002-05-08,0,0,0,0,0,0,17.51076
2002-05-09,0,0,0,0,0,0,-4.59024
2002-05-10,0,0,0,0,0,0,-4.53524
2002-05-13,0,0,0,0,0,0,6.86839
2002-05-14,0,0,0,0,0,0,6.70640
2002-05-15,0,0,0,0,0,0,-1.78440
2002-05-16,0,0,0,0,0,0,2.06628
2002-05-17,0,0,0,0,0,0,2.36856
2002-05-20,0,0,0,0,0,0,-4.62815
2002-05-21,0,0,0,0,0,0,-3.45975
2002-05-22,0,0,0,0,0,0,1.99199
2002-05-23,0,0,0,0,0,0,3.47200
2002-05-24,0,0,0,0,0,0,-4.10836
2002-05-28,0,0,0,0,0,0,-2.68596
2002-05-29,0,0,0,0,0,0,-1.94061
2002-05-30,0,0,0,0,0,0,-0.85326
2002-05-31,0,0,0,0,0,0,1.00872
2002-06-03,0,0,0,0,0,0,-7.17294
2002-06-04,0,0,0,0,0,0,0.00430
2002-06-05,0,0,0,0,0,0,4.04143
2002-06-06,0,0,0,0,0,0,-5.29449
2002-06-07,0,0,0,0,0,0,-0.38185
2002-06-10,0,0,0,0,0,0,1.51197
2002-06-11,0,0,0,0,0,0,-4.17517
2002-06-12,0,0,0,0,0,0,3.18773
2002-06-13,0,0,0,0,0,0,-2.59338
2002-06-14,0,0,0,0,0,0,-0.54378
2002-06-17,0,0,0,0,0,0,12.77202
2002-06-18,0,0,0,0,0,0,0.37289
2002-06-19,0,0,0,0,0,0,-5.07024
2002-06-20,0,0,0,0,0,0,-3.52454
2002-06-21,0,0,0,0,0,0,-3.86691
2002-06-24,0,0,0,0,0,0,1.58821
2002-06-25,0,0,0,0,0,0,-3.55161
2002-06-26,0,1,0,1,0,1,-0.52961
2002-06-27,0,0,0,0,0,0,7.69795
2002-06-28,0,0,0,0,0,0,-0.21120
2002-07-01,0,0,0,0,0,0,-5.04859
2002-07-02,0,1,0,1,0,1,-3.99960
2002-07-03,0,0,0,0,0,0,2.64757
2002-07-05,0,0,0,0,0,0,13.19431
2002-07-08,0,0,0,0,0,0,-2.91277
2002-07-09,0,0,0,0,0,0,-5.13884
2002-07-10,0,0,0,0,0,0,-5.50004
2002-07-11,0,0,0,0,0,0,2.35095
2002-07-12,0,0,0,0,0,0,-1.00754
2002-07-15,0,0,0,0,0,0,-0.59718
2002-07-16,0,1,0,1,0,1,-2.81962
2002-07-17,0,0,0,0,0,0,2.02433
2002-07-18,0,1,0,1,0,1,-3.89252
2002-07-19,0,1,0,2,0,0,-4.24488
2002-07-22,0,1,0,3,0,0,-2.77677
2002-07-23,0,1,0,4,0,0,-1.87970
2002-07-24,0,0,0,0,0,0,14.47300
2002-07-25,0,0,0,0,0,0,-0.62081
2002-07-26,0,0,0,0,0,0,3.99196
2002-07-29,0,0,0,0,0,0,10.94612
2002-07-30,0,0,0,0,0,0,0.79846
2002-07-31,0,0,0,0,0,0,1.88989
2002-08-01,0,0,0,0,0,0,-5.18197
2002-08-02,0,0,0,0,0,0,-3.48223
2002-08-05,0,0,0,0,0,0,-4.46073
2002-08-06,0,0,0,0,0,0,5.80640
2002-08-07,0,0,0,0,0,0,3.66898
2002-08-08,0,0,0,0,0,0,5.54601
2002-08-09,0,0,0,0,0,0,0.58746
2002-08-12,0,0,0,0,0,0,-0.99735
2002-08-13,0,0,0,0,0,0,-3.93247
2002-08-14,0,0,0,0,0,0,6.99051
2002-08-15,0,0,0,0,0,0,1.88343
2002-08-16,0,0,0,0,0,0,-0.33734
2002-08-19,0,0,0,0,0,0,3.94727
2002-08-20,0,0,0,0,0,0,-3.22070
2002-08-21,0,0,0,0,0,0,2.20082
2002-08-22,0,0,0,0,0,0,2.37464
2002-08-23,0,0,0,0,0,0,-5.51523
2002-08-26,0,0,0,0,0,0,1.38630
2002-08-27,0,0,0,0,0,0,-3.27151
2002-08-28,0,0,0,0,0,0,-3.96510
2002-08-29,0,0,0,0,0,0,-0.01632
2002-08-30,0,0,0,0,0,0,-0.43027
2002-09-03,0,0,0,0,0,0,-8.36860
2002-09-04,0,0,0,0,0,0,4.14314
2002-09-05,0,0,0,0,0,0,-2.88874
2002-09-06,0,0,0,0,0,0,3.93918
2002-09-09,0,0,0,0,0,0,2.31803
2002-09-10,0,0,0,0,0,0,1.69329
2002-09-11,0,0,0,0,0,0,-0.03407
2002-09-12,0,0,0,0,0,0,-5.63502
2002-09-13,0,0,0,0,0,0,0.86951
2002-09-16,0,0,0,0,0,0,0.40704
2002-09-17,0,0,0,0,0,0,-4.41479
2002-09-18,0,0,0,0,0,0,-0.96728
2002-09-19,0,0,0,0,0,0,-5.62328
2002-09-20,0,0,0,0,0,0,0.78286
2002-09-23,0,0,0,0,0,0,-2.36075
2002-09-24,0,1,0,1,0,1,-2.68217
2002-09-25,0,0,0,0,0,0,7.79280
2002-09-26,0,0,0,0,0,0,5.13677
2002-09-27,0,0,0,0,0,0,-5.92158
2002-09-30,0,0,0,0,0,0,-2.26186
2002-10-01,0,0,0,0,0,0,9.86497
2002-10-02,0,0,0,0,0,0,-4.03936
2002-10-03,0,0,0,0,0,0,-1.69787
2002-10-04,0,0,0,0,0,0,-3.28750
2002-10-07,0,0,0,0,0,0,-2.50842
2002-10-08,0,0,0,0,0,0,4.14373
2002-10-09,0,0,0,0,0,0,-3.66485
2002-10-10,0,0,0,0,0,0,7.77369
2002-10-11,0,0,0,0,0,0,7.46128
2002-10-14,0,0,0,0,0,0,1.33162
2002-10-15,0,0,0,0,0,0,7.69053
2002-10-16,0,0,0,0,0,0,-4.69535
2002-10-17,0,0,0,0,0,0,3.43752
2002-10-18,0,0,0,0,0,0,0.90897
2002-10-21,0,0,0,0,0,0,2.65454
2002-10-22,0,0,0,0,0,0,-2.41296
2002-10-23,0,0,0,0,0,0,1.11595
2002-10-24,0,0,0,0,0,0,-3.57240
2002-10-25,0,0,0,0,0,0,3.03731
2002-10-28,0,0,0,0,0,0,-2.01005
2002-10-29,0,0,0,0,0,0,-2.18728
2002-10-30,0,0,0,0,0,0,1.95367
2002-10-31,0,0,0,0,0,0,-1.44363
2002-11-01,0,0,0,0,0,0,3.57160
2002-11-04,0,0,0,0,0,0,1.65500
2002-11-05,0,0,0,0,0,0,1.56730
2002-11-06,0,0,0,0,0,0,1.83691
2002-11-07,0,0,0,0,0,0,-7.22038
2002-11-08,0,0,0,0,0,0,-2.46685
2002-11-11,0,0,0,0,0,0,-5.35873
2002-11-12,0,0,0,0,0,0,1.96244
2002-11-13,0,0,0,0,0,0,-0.12647
2002-11-14,0,0,0,0,0,0,6.17362
2002-11-15,0,0,0,0,0,0,1.44157
2002-11-18,0,0,0,0,0,0,-3.27371
2002-11-19,0,0,0,0,0,0,-1.24197
2002-11-20,0,0,0,0,0,0,4.97102
2002-11-21,0,0,0,0,0,0,4.77751
2002-11-22,0,0,0,0,0,0,-1.23575
2002-11-25,0,0,0,0,0,0,0.57951
2002-11-26,0,0,0,0,0,0,-7.48621
2002-11-27,0,0,0,0,0,0,6.56986
2002-11-29,0,0,0,0,0,0,-0.94258
2002-12-02,0,0,0,0,0,0,-0.68701
2002-12-03,0,0,0,0,0,0,-5.17124
2002-12-04,0,0,0,0,0,0,-1.14536
2002-12-05,0,0,0,0,0,0,-3.89451
2002-12-06,0,0,0,0,0,0,1.97085
2002-12-09,0,0,0,0,0,0,-6.67659
2002-12-10,0,0,0,0,0,0,4.38641
2002-12-11,0,0,0,0,0,0,0.17754
2002-12-12,0,0,0,0,0,0,-1.19595
2002-12-13,0,0,0,0,0,0,-4.11369
2002-12-16,0,0,0,0,0,0,7.70518
2002-12-17,0,0,0,0,0,0,-2.57345
2002-12-18,0,0,0,0,0,0,-3.88442
2002-12-19,0,0,0,0,0,0,-2.12468
2002-12-20,0,0,0,0,0,0,4.45146
2002-12-23,0,0,0,0,0,0,0.61468
2002-12-24,0,0,0,0,0,0,-1.77252
2002-12-26,0,0,0,0,0,0,-1.02886
2002-12-27,0,0,0,0,0,0,-4.90336
2002-12-30,0,0,0,0,0,0,1.88018
2002-12-31,0,0,0,0,0,0,0.21055
2003-01-02,0,0,0,0,0,0,12.11284
2003-01-03,0,0,0,0,0,0,-0.18614
2003-01-06,0,0,0,0,0,0,6.62779
2003-01-07,0,0,0,0,0,0,-2.72248
2003-01-08,0,0,0,0,0,0,-5.43189
2003-01-09,0,0,0,0,0,0,5.63711
2003-01-10,0,0,0,0,0,0,0.00000
2003-01-13,0,0,0,0,0,0,-0.59774
2003-01-14,0,0,0,0,0,0,1.82235
2003-01-15,0,0,0,0,0,0,-6.22321
2003-01-16,0,0,0,0,0,0,-1.56982
2003-01-17,0,0,0,0,0,0,-5.22726
2003-01-21,0,0,0,0,0,0,-4.99524
2003-01-22,0,0,0,0,0,0,-2.92231
2003-01-23,0,0,0,0,0,0,4.16424
2003-01-24,0,0,0,0,0,0,-7.51814
2003-01-27,0,0,0,0,0,0,-3.25634
2003-01-28,0,0,0,0,0,0,4.93269
2003-01-29,0,0,0,0,0,0,2.48920
2003-01-30,0,0,0,0,0,0,-5.01541
2003-01-31,0,0,0,0,0,0,4.64333
2003-02-03,0,0,0,0,0,0,1.87539
2003-02-04,0,0,0,0,0,0,-3.30360
2003-02-05,0,0,0,0,0,0,-1.20500
2003-02-06,0,0,0,0,0,0,-1.42495
2003-02-07,0,0,0,0,0,0,-2.15348
2003-02-10,0,0,0,0,0,0,3.11826
2003-02-11,0,0,0,0,0,0,-1.85720
2003-02-12,0,0,0,0,0,0,-2.71529
2003-02-13,0,0,0,0,0,0,-0.33181
2003-02-14,0,0,0,0,0,0,9.02188
2003-02-18,0,0,0,0,0,0,6.93200
2003-02-19,0,0,0,0,0,0,-2.09480
2003-02-20,0,0,0,0,0,0,-2.69513
2003-02-21,0,0,0,0,0,0,4.68517
2003-02-24,0,0,0,0,0,0,-5.18046
2003-02-25,0,0,0,0,0,0,2.52475
2003-02-26,0,0,0,0,0,0,-3.52919
2003-02-27,0,0,0,0,0,0,4.14227
2003-02-28,0,0,0,0,0,0,1.60167
2003-03-03,0,0,0,0,0,0,-2.28560
2003-03-04,0,0,0,0,0,0,-4.27761
2003-03-05,0,0,0,0,0,0,3.57975
2003-03-06,0,0,0,0,0,0,-2.60972
2003-03-07,0,0,0,0,0,0,3.14083
2003-03-10,0,0,0,0,0,0,-6.78334
2003-03-11,0,0,0,0,0,0,-1.85351
2003-03-12,0,0,0,0,0,0,1.71209
2003-03-13,0,0,0,0,0,0,11.69243
2003-03-14,0,0,0,0,0,0,0.50144
2003-03-17,0,0,0,0,0,0,9.38072
2003-03-18,0,0,0,0,0,0,0.99512
2003-03-19,0,0,0,0,0,0,2.05221
2003-03-20,0,0,0,0,0,0,0.45164
2003-03-21,0,0,0,0,0,0,5.07049
