Date,Actual,Predicted,Percentage_Error
1980-01-03,105.22000122070312,123.69797149209242,17.561271675554366
1980-01-04,106.5199966430664,121.96681152639985,14.501328736512786
1980-01-07,106.80999755859376,123.12889971587455,15.278440717432442
1980-01-08,108.9499969482422,123.7001919885148,13.53849972779699
1980-01-09,109.0500030517578,125.76968708214929,15.33212614625597
1980-01-10,109.88999938964844,126.84720142792173,15.431069371605302
1980-01-11,109.91999816894533,127.10394041111486,15.633135488010183
1980-01-14,110.37999725341795,127.28848770499515,15.318437101205507
1980-01-15,111.13999938964844,127.66514485303485,14.868765119793187
1980-01-16,111.0500030517578,128.38429417091209,15.60944677423843
1980-01-17,110.6999969482422,128.9076498443162,16.44774471365794
1980-01-18,111.06999969482422,128.17728446394742,15.402255168926937
1980-01-21,112.0999984741211,128.1671720241449,14.332893638471361
1980-01-22,111.51000213623048,129.42127357218968,16.062479681488302
1980-01-23,113.44000244140624,129.23723171099888,13.925624937950964
1980-01-24,113.6999969482422,130.79510398444828,15.03527484172933
1980-01-25,113.61000061035156,131.63706776685345,15.867500272559063
1980-01-28,114.8499984741211,131.0870623503681,14.137626549386203
1980-01-29,114.06999969482422,132.492770989185,16.150408822344104
1980-01-30,115.1999969482422,132.17662378840996,14.73665563358923
1980-01-31,114.16000366210938,132.76130908081862,16.29406519096247
1980-02-01,115.12000274658205,133.1274922248472,15.64236366281689
1980-02-04,114.37000274658205,132.53258091225635,15.88054361240023
1980-02-05,114.66000366210938,132.41825847411442,15.487750082702512
1980-02-06,115.72000122070312,132.21838350799882,14.257157028394518
1980-02-07,116.27999877929688,133.50460937342453,14.813046762083745
1980-02-08,117.9499969482422,134.52450817860736,14.052150622469489
1980-02-11,117.12000274658205,135.86505196759984,16.004993836601354
1980-02-12,117.9000015258789,135.6610313176266,15.06448648166401
1980-02-13,118.44000244140624,135.66853519470956,14.546211075794682
1980-02-14,116.72000122070312,137.00181362541636,17.376466923062168
1980-02-15,115.41000366210938,135.68482262115302,17.567644325186112
1980-02-19,114.5999984741211,133.39404265983674,16.399689734690277
1980-02-20,116.47000122070312,132.34989065758353,13.634317223702128
1980-02-21,115.27999877929688,134.2779592484762,16.479840970115603
1980-02-22,115.04000091552734,134.1499238724965,16.61154624903155
1980-02-25,113.33000183105467,133.11795147295564,17.460468827486313
1980-02-26,113.9800033569336,131.27242174396295,15.171449269813897
1980-02-27,112.37999725341795,131.51087996504955,17.02338777290702
1980-02-28,112.3499984741211,131.01281864219604,16.6113221375555
1980-02-29,113.66000366210938,130.05152352690587,14.421537336498346
1980-03-03,112.5,130.9554340483784,16.40483026522525
1980-03-04,112.77999877929688,130.50783648820848,15.718955400597082
1980-03-05,111.12999725341795,130.11170598407583,17.080634571935132
1980-03-06,108.6500015258789,129.69635010767914,19.370776149310302
1980-03-07,106.9000015258789,126.87928409916344,18.689693440694523
1980-03-10,106.51000213623048,124.55039981347707,16.937749803227128
1980-03-11,107.77999877929688,123.70097569313447,14.771736030948817
1980-03-12,106.87000274658205,124.67481386835192,16.66025139345223
1980-03-13,105.62000274658205,124.21655489654444,17.607036230231678
1980-03-14,105.43000030517578,123.02611893731256,16.689859225271146
1980-03-17,102.26000213623048,122.29583874222851,19.593033627464965
1980-03-18,104.0999984741211,120.07061926905916,15.341614821356902
1980-03-19,104.30999755859376,120.68061216306273,15.694195175561335
1980-03-20,103.12000274658205,121.26088675072788,17.592012723978637
1980-03-21,102.30999755859376,120.37678086145564,17.658863976137702
1980-03-24,99.27999877929688,119.0525301779256,19.915926311183586
1980-03-25,99.19000244140624,116.73921397627817,17.69252051913059
1980-03-26,98.68000030517578,115.65428283171383,17.201340164211313
1980-03-27,98.22000122070312,115.84459054384928,17.943992164633762
1980-03-28,100.68000030517578,114.8660539269265,14.090239947110367
1980-03-31,102.08999633789062,117.02566558679072,14.62990477486846
1980-04-01,102.18000030517578,118.34397223045181,15.81911516637299
1980-04-02,102.68000030517578,118.74761418369275,15.648240972694122
1980-04-03,102.1500015258789,119.34595562374938,16.834022360258125
1980-04-07,100.19000244140624,118.72590140111413,18.500747088561234
1980-04-08,101.1999969482422,117.16744986772846,15.778116008889477
1980-04-09,103.11000061035156,117.4460246789115,13.903621359420972
1980-04-10,104.08000183105467,119.42105118476888,14.739670526347796
1980-04-11,103.79000091552734,120.69550633684901,16.288183131514494
1980-04-14,102.83999633789062,120.61732896152802,17.28639951058367
1980-04-15,102.62999725341795,119.40103453585988,16.341262526812926
1980-04-16,101.54000091552734,119.33407890204944,17.52420506803546
1980-04-17,101.0500030517578,119.20784377508735,17.969163953443044
1980-04-18,100.5500030517578,117.50081206804754,16.858089012254293
1980-04-21,99.8000030517578,117.17639810863946,17.411216959452396
1980-04-22,103.43000030517578,116.34095951904584,12.482799164435441
1980-04-23,103.7300033569336,119.88858399457573,15.577537949209031
1980-04-24,104.4000015258789,120.589709999207,15.507383368490618
1980-04-25,105.16000366210938,121.14807493163545,15.203566672456098
1980-04-28,105.63999938964844,121.62554034564369,15.132091109763538
1980-04-29,105.86000061035156,122.54658257438183,15.762877260363972
1980-04-30,106.29000091552734,122.56806062417581,15.314761095528878
1980-05-01,105.45999908447266,122.83623525859451,16.476613241958805
1980-05-02,105.58000183105467,122.4954600454962,16.021460429134144
1980-05-05,106.37999725341795,122.13419493190696,14.809360862229981
1980-05-06,106.25,122.93943628456125,15.707704738410591
1980-05-07,107.18000030517578,123.50144336116418,15.228067745396551
1980-05-08,106.12999725341795,124.11387444731781,16.945140543966875
