Date,Actual,Predicted,Percentage_Error
1980-01-03,105.22000122070312,136.38629504594226,29.62012304092888
1980-01-04,106.5199966430664,134.42083958007768,26.19305653050581
1980-01-07,106.80999755859376,136.09351511527623,27.41645747217449
1980-01-08,108.9499969482422,136.80201437955387,25.564036908181876
1980-01-09,109.0500030517578,138.73161251955932,27.218348131282404
1980-01-10,109.88999938964844,140.29359640275246,27.667301102895465
1980-01-11,109.91999816894533,140.61686130731962,27.92654989967676
1980-01-14,110.37999725341795,140.8959661602744,27.646285256554055
1980-01-15,111.13999938964844,141.39887357932682,27.225908184139048
1980-01-16,111.0500030517578,142.03919811371898,27.90562288189929
1980-01-17,110.6999969482422,142.75677623634422,28.95824767103668
1980-01-18,111.06999969482422,141.97073186085905,27.820952778371872
1980-01-21,112.0999984741211,142.0453238821954,26.71304711479309
1980-01-22,111.51000213623048,143.34163189932238,28.545986147685266
1980-01-23,113.44000244140624,143.2210436102358,26.252680296099246
1980-01-24,113.6999969482422,144.57684503022946,27.156419446557088
1980-01-25,113.61000061035156,145.97333851424318,28.486346034701842
1980-01-28,114.8499984741211,145.34702979870124,26.553793408584138
1980-01-29,114.06999969482422,146.71106958223302,28.614946940242564
1980-01-30,115.1999969482422,146.40585638600672,27.08842036843533
1980-01-31,114.16000366210938,147.1143859383856,28.866837087544738
1980-02-01,115.12000274658205,147.34281879796075,27.990631760417855
1980-02-04,114.37000274658205,146.84888801491425,28.39808034305817
1980-02-05,114.66000366210938,146.89853778487694,28.116634478550196
1980-02-06,115.72000122070312,146.1641573380871,26.30846508489088
1980-02-07,116.27999877929688,147.79401685616594,27.101839015911644
1980-02-08,117.9499969482422,149.1762181424056,26.474117848316524
1980-02-11,117.12000274658205,150.53847471397668,28.533530723785695
1980-02-12,117.9000015258789,150.4842855148402,27.637221006998104
1980-02-13,118.44000244140624,150.39183108579576,26.977227276060294
1980-02-14,116.72000122070312,152.09505217109793,30.30761701544618
1980-02-15,115.41000366210938,150.29427311169187,30.22638275943098
1980-02-19,114.5999984741211,147.83607567075458,29.00181294866146
1980-02-20,116.47000122070312,146.7016689128097,25.956613183870004
1980-02-21,115.27999877929688,148.56642022805377,28.874411694333574
1980-02-22,115.04000091552734,148.42412672841388,29.019580621700573
1980-02-25,113.33000183105467,147.32324132651976,29.994916567759432
1980-02-26,113.9800033569336,145.4909209956817,27.64600518572563
1980-02-27,112.37999725341795,145.64259623468163,29.598326921343666
1980-02-28,112.3499984741211,144.88327353651815,28.95707655028658
1980-02-29,113.66000366210938,144.02960340298253,26.719689215527815
1980-03-03,112.5,145.02003188565587,28.906695009471882
1980-03-04,112.77999877929688,144.60875733090168,28.221988735690285
1980-03-05,111.12999725341795,143.96396908758882,29.545552637149026
1980-03-06,108.6500015258789,143.29814575796266,31.889685913930748
1980-03-07,106.9000015258789,139.97493150356158,30.94006501924672
1980-03-10,106.51000213623048,137.44480739419734,29.044037778160988
1980-03-11,107.77999877929688,136.3957449335301,26.55014518308747
1980-03-12,106.87000274658205,137.74314140542882,28.88849804940626
1980-03-13,105.62000274658205,136.97111284879387,29.68292869432478
1980-03-14,105.43000030517578,135.84294922571772,28.84657956227749
1980-03-17,102.26000213623048,134.92373942710478,31.94185078087497
1980-03-18,104.0999984741211,132.05508899615953,26.85407390182429
1980-03-19,104.30999755859376,132.5531200309118,27.076141437404505
1980-03-20,103.12000274658205,133.80066799105012,29.75238986355147
1980-03-21,102.30999755859376,132.6780168024002,29.682357509992542
1980-03-24,99.27999877929688,131.3067760227979,32.25904274505253
1980-03-25,99.19000244140624,128.2342488103603,29.281425198180788
1980-03-26,98.68000030517578,127.15754088528344,28.85847232675171
1980-03-27,98.22000122070312,127.24432197436379,29.550316018060506
1980-03-28,100.68000030517578,125.08460998516418,24.23977910807952
1980-03-31,102.08999633789062,128.2475112126921,25.622015685285255
1980-04-01,102.18000030517578,130.2259564879773,27.447598452767757
1980-04-02,102.68000030517578,130.81441264899073,27.400089852158654
1980-04-03,102.1500015258789,131.53097990623698,28.762582419457555
1980-04-07,100.19000244140624,130.96513759881415,30.716772539661356
1980-04-08,101.1999969482422,128.98786977346478,27.458373184966028
1980-04-09,103.11000061035156,129.16793632136742,25.27197706989424
1980-04-10,104.08000183105467,131.48229556950142,26.328106510727057
1980-04-11,103.79000091552734,133.18173821417352,28.318467134967594
1980-04-14,102.83999633789062,133.21983307351198,29.5408769131083
1980-04-15,102.62999725341795,131.81314007140466,28.43529533176013
1980-04-16,101.54000091552734,131.64922843950254,29.652577558102948
1980-04-17,101.0500030517578,131.10927867262987,29.74693192782559
1980-04-18,100.5500030517578,129.52675377777496,28.818249474444542
1980-04-21,99.8000030517578,129.15188173470227,29.410699183768706
1980-04-22,103.43000030517578,128.08211546382907,23.834588693721255
1980-04-23,103.7300033569336,131.79770449780867,27.058421124594474
1980-04-24,104.4000015258789,133.07016063520675,27.46183782595158
1980-04-25,105.16000366210938,133.57988287703884,27.025369175761586
1980-04-28,105.63999938964844,134.04346119662713,26.887033293339762
1980-04-29,105.86000061035156,135.3581086590568,27.865206762355477
1980-04-30,106.29000091552734,135.49393943509395,27.475715747501095
1980-05-01,105.45999908447266,135.61125282323363,28.5902275749216
1980-05-02,105.58000183105467,135.3275858250291,28.175396361117176
1980-05-05,106.37999725341795,135.06913367110943,26.96854404813373
1980-05-06,106.25,135.7570521705924,27.771343219381084
1980-05-07,107.18000030517578,136.38418245088056,27.24779069094152
1980-05-08,106.12999725341795,137.1402075320212,29.219081391811265
1980-05-09,104.72000122070312,136.45242911500648,30.302165321241286
1980-05-12,104.77999877929688,134.47839833047746,28.343576920377473
1980-05-13,106.3000030517578,133.96259575232082,26.023134436876756
1980-05-14,106.8499984741211,135.6236860887939,26.929048222346726
1980-05-15,106.98999786376952,136.9200357520601,27.974613034762868
1980-05-16,107.3499984741211,137.05894834239874,27.67484889665796
1980-05-19,107.66999816894533,137.2361110185947,27.45993624264495
1980-05-20,107.62000274658205,137.7239236051901,27.972421566923007
1980-05-21,107.72000122070312,137.75845204060718,27.885676271354193
1980-05-22,109.01000213623048,137.71147898159185,26.32921409311868
1980-05-23,110.62000274658205,139.27307669149414,25.902253872252253
1980-05-27,111.4000015258789,141.37059963681642,26.90358860001915
1980-05-28,112.05999755859376,142.60395762152237,27.256791654807795
1980-05-29,110.2699966430664,143.14630772041855,29.81437569438735
1980-05-30,111.23999786376952,142.03208040992686,27.680765136176095
1980-06-02,110.76000213623048,141.70133434435266,27.93547454979781
1980-06-03,110.51000213623048,142.10510880803653,28.59026880920461
1980-06-04,112.61000061035156,141.65167700236466,25.789606815208092
1980-06-05,112.77999877929688,143.701541620381,27.417576853849386
1980-06-06,113.1999969482422,144.74919568434044,27.870317656036065
1980-06-09,113.70999908447266,144.84284649338397,27.379164241997234
1980-06-10,114.66000366210938,145.50803377288403,26.903915162675613
1980-06-11,116.0199966430664,146.60240344699824,26.359599800729267
1980-06-12,115.5199966430664,148.14424195685208,28.24121040670391
1980-06-13,115.80999755859376,148.08412764790992,27.868172670487407
1980-06-16,116.08999633789062,148.3135675868514,27.757405689953774
1980-06-17,116.02999877929688,148.41660013525498,27.912265531917612
1980-06-18,116.26000213623048,148.67116405417758,27.878170757272592
1980-06-19,114.66000366210938,148.5280300597282,29.5377859025927
1980-06-20,114.05999755859376,147.56747321690582,29.377061525096853
1980-06-23,114.51000213623048,146.00127550162725,27.500893177813555
1980-06-24,115.13999938964844,146.46998008235093,27.210335989908984
1980-06-25,116.72000122070312,147.13855584317756,26.06113288583393
1980-06-26,116.19000244140624,149.10450349068734,28.328169685579997
1980-06-27,116.0,149.27225413942202,28.682977706398287
1980-06-30,114.23999786376952,148.5134690550556,30.001288368507307
