Date,Actual,Predicted,Percentage_Error
1980-01-03,105.22000122070312,101.48522464601014,3.5494929969247435
1980-01-04,106.5199966430664,99.28508561367637,6.792068397855107
1980-01-07,106.80999755859376,100.38470980010466,6.015623916632266
1980-01-08,108.9499969482422,101.05960110329205,7.242217591523717
1980-01-09,109.0500030517578,101.95059658909392,6.5102304117261935
1980-01-10,109.88999938964844,103.82969215978606,5.5148851246906565
1980-01-11,109.91999816894533,103.58667179344972,5.761759899014352
1980-01-14,110.37999725341795,103.9245185257591,5.848413560690645
1980-01-15,111.13999938964844,104.19658707419386,6.247446782064035
1980-01-16,111.0500030517578,104.47038204439947,5.924917448486444
1980-01-17,110.6999969482422,105.42627262662408,4.763978741646984
1980-01-18,111.06999969482422,104.6938438693581,5.740664304479366
1980-01-21,112.0999984741211,104.48632305068496,6.79186041665629
1980-01-22,111.51000213623048,105.39504843375198,5.483771487160348
1980-01-23,113.44000244140624,105.6903053631978,6.831538180027189
1980-01-24,113.6999969482422,106.01238903181648,6.761308815096295
1980-01-25,113.61000061035156,107.52339851386913,5.357452745166042
1980-01-28,114.8499984741211,106.79690243843413,7.011838173860794
1980-01-29,114.06999969482422,107.63401823163409,5.642133322002767
1980-01-30,115.1999969482422,107.85049486324354,6.3797762844565815
1980-01-31,114.16000366210938,107.8649574315871,5.514230929033905
1980-02-01,115.12000274658205,109.03153583207109,5.288800181766612
1980-02-04,114.37000274658205,107.59126279071685,5.927026137164078
1980-02-05,114.66000366210938,108.23859902054679,5.600387612480611
1980-02-06,115.72000122070312,107.15406730031759,7.4022933201050005
1980-02-07,116.27999877929688,108.38167054578736,6.7925080120621555
1980-02-08,117.9499969482422,109.6888519912606,7.003938254111766
1980-02-11,117.12000274658205,110.1690698364693,5.934881102379066
1980-02-12,117.9000015258789,110.73248530978003,6.079318170768313
1980-02-13,118.44000244140624,110.02246406841493,7.107006247450531
1980-02-14,116.72000122070312,111.75096814622975,4.257225002146414
1980-02-15,115.41000366210938,110.88589832858878,3.9200287583093787
1980-02-19,114.5999984741211,108.66471285190374,5.179132374559021
1980-02-20,116.47000122070312,107.82737368395712,7.420475183449843
1980-02-21,115.27999877929688,108.84096309904976,5.5855618914211
1980-02-22,115.04000091552734,109.6098057260352,4.7202669908525765
1980-02-25,113.33000183105467,108.33252620851417,4.409666938848577
1980-02-26,113.9800033569336,107.25763935552456,5.8978450635394735
1980-02-27,112.37999725341795,106.95271389626006,4.829403354512738
1980-02-28,112.3499984741211,107.2892184870831,4.504477130192128
1980-02-29,113.66000366210938,106.13371275386137,6.621758460102027
1980-03-03,112.5,106.38819669326662,5.43271405042967
1980-03-04,112.77999877929688,106.77054232532103,5.328477140468816
1980-03-05,111.12999725341795,105.71558456969778,4.872143271427683
1980-03-06,108.6500015258789,106.22195287756878,2.2347433172670477
1980-03-07,106.9000015258789,103.86753146327028,2.8367352846805227
1980-03-10,106.51000213623048,101.90546447873227,4.323103525628351
1980-03-11,107.77999877929688,100.87067339276949,6.410582171814401
1980-03-12,106.87000274658205,101.565457826203,4.963548969824179
1980-03-13,105.62000274658205,101.35908227635811,4.034198408844317
1980-03-14,105.43000030517578,100.84203220703152,4.351672280056918
1980-03-17,102.26000213623048,99.79135737822466,2.414086354816521
1980-03-18,104.0999984741211,98.66087908166134,5.224898628420158
1980-03-19,104.30999755859376,97.83132774174683,6.210976865575792
1980-03-20,103.12000274658205,99.20036080271947,3.8010491073153996
1980-03-21,102.30999755859376,98.72535582368566,3.5037062070646128
1980-03-24,99.27999877929688,97.53323272256422,1.7594340030319493
1980-03-25,99.19000244140624,96.02819307259173,3.1876290865929295
1980-03-26,98.68000030517578,94.61663764710596,4.1177165033477365
1980-03-27,98.22000122070312,95.20218283763897,3.072509005862288
1980-03-28,100.68000030517578,92.89811018588965,7.72933064729647
1980-03-31,102.08999633789062,94.95264295751007,6.991236787547554
1980-04-01,102.18000030517578,96.33509270083023,5.720207072703919
1980-04-02,102.68000030517578,97.02157251550416,5.510739942397913
1980-04-03,102.1500015258789,97.54678333510942,4.5063319843448975
1980-04-07,100.19000244140624,97.2142341810081,2.9701249504794145
1980-04-08,101.1999969482422,96.24315861190011,4.898061744880503
1980-04-09,103.11000061035156,95.67955099844713,7.206332623334761
1980-04-10,104.08000183105467,97.16822276920723,6.640832955659261
1980-04-11,103.79000091552734,98.56669255182706,5.032573771679058
1980-04-14,102.83999633789062,98.83478578697367,3.894603941600168
1980-04-15,102.62999725341795,97.76869242162776,4.736728989465401
1980-04-16,101.54000091552734,97.73551086021283,3.746789463277166
1980-04-17,101.0500030517578,97.97772007333775,3.040359114928899
1980-04-18,100.5500030517578,96.20259598218772,4.3236269891829515
1980-04-21,99.8000030517578,96.13261508763983,3.674737326627135
1980-04-22,103.43000030517578,95.3539579327227,7.808220389272252
1980-04-23,103.7300033569336,97.3385289764843,6.161644821755491
1980-04-24,104.4000015258789,98.6799492274065,5.478977217308288
1980-04-25,105.16000366210938,98.85784307729652,5.992925413983805
1980-04-28,105.63999938964844,98.88968533673462,6.38992246489475
1980-04-29,105.86000061035156,100.17168080626952,5.373436398342328
1980-04-30,106.29000091552734,100.15065707799418,5.77603140902438
1980-05-01,105.45999908447266,99.99257022656236,5.184362701853357
1980-05-02,105.58000183105467,100.26695297523273,5.032249255236514
1980-05-05,106.37999725341795,99.79786506072769,6.187377667448459
