Date,Event_Type,Close_Price,Distance_Upper,Distance_Lower,Distance_Middle,Consecutive_Touches,Touch_Type,Future_Return_1,Future_Return_5,Future_Move_1,Future_Move_5
1980-01-02,Middle_Break_Down,105.76000213623048,,,,,,,,,
1980-01-03,Middle_Break_Down,105.22000122070312,,,,,,,,,
1980-01-04,Middle_Break_Down,106.5199966430664,,,,,,,,,
1980-01-07,Middle_Break_Down,106.80999755859376,,,,,,,,,
1980-01-08,Middle_Break_Down,108.9499969482422,,,,,,,,,
1980-01-09,Middle_Break_Down,109.0500030517578,,,,,,,,,
1980-01-10,Middle_Break_Down,109.88999938964844,,,,,,,,,
1980-01-11,Middle_Break_Down,109.91999816894533,,,,,,,,,
1980-01-14,Middle_Break_Down,110.37999725341795,,,,,,,,,
1980-01-15,Middle_Break_Down,111.13999938964844,,,,,,,,,
1980-01-16,Middle_Break_Down,111.0500030517578,,,,,,,,,
1980-01-17,Middle_Break_Down,110.6999969482422,,,,,,,,,
1980-01-18,Middle_Break_Down,111.06999969482422,,,,,,,,,
1980-01-21,Middle_Break_Down,112.0999984741211,,,,,,,,,
1980-01-22,Middle_Break_Down,111.51000213623048,,,,,,,,,
1980-01-23,Middle_Break_Down,113.44000244140624,,,,,,,,,
1980-01-24,Middle_Break_Down,113.6999969482422,,,,,,,,,
1980-01-25,Middle_Break_Down,113.61000061035156,,,,,,,,,
1980-01-28,Middle_Break_Down,114.8499984741211,,,,,,,,,
1980-01-29,Middle_Break_Down,114.06999969482422,,,,,,,,,
1980-01-30,Middle_Break_Down,115.1999969482422,,,,,,,,,
1980-01-31,Middle_Break_Down,114.16000366210938,,,,,,,,,
1980-02-01,Middle_Break_Down,115.12000274658205,,,,,,,,,
1980-02-04,Middle_Break_Down,114.37000274658205,,,,,,,,,
1980-02-05,Middle_Break_Down,114.66000366210938,,,,,,,,,
1980-02-06,Middle_Break_Down,115.72000122070312,,,,,,,,,
1980-02-07,Middle_Break_Down,116.27999877929688,,,,,,,,,
1980-02-08,Middle_Break_Down,117.9499969482422,,,,,,,,,
1980-02-11,Middle_Break_Down,117.12000274658205,,,,,,,,,
1980-02-12,Middle_Break_Down,117.9000015258789,,,,,,,,,
1980-02-13,Middle_Break_Down,118.44000244140624,,,,,,,,,
1980-02-14,Middle_Break_Down,116.72000122070312,,,,,,,,,
1980-02-15,Middle_Break_Down,115.41000366210938,,,,,,,,,
1980-02-19,Middle_Break_Down,114.5999984741211,-3.4139683180211384,2.474859451925614,-0.5566591684545054,1.0,Real,0.016,-0.005,Up,Down
1980-02-20,Middle_Break_Down,116.47000122070312,,,,,,,,,
1980-02-21,Middle_Break_Down,115.27999877929688,-2.647431111827444,2.245671351077911,-0.260856490598876,1.0,Real,-0.002,-0.025,Down,Down
1980-02-22,Middle_Break_Down,115.04000091552734,-2.806348502340668,1.8635795850175416,-0.5261632482149096,2.0,Real,-0.015,-0.012,Down,Down
1980-02-25,Middle_Break_Down,113.33000183105467,-4.2757036844805,0.4014081983468157,-1.9929165052969298,3.0,Real,0.006,-0.007,Up,Down
1980-02-26,Middle_Break_Down,113.9800033569336,-3.7519361417832964,1.0829891539776701,-1.3937051816142811,4.0,Real,-0.014,-0.011,Down,Down
1980-02-27,Middle_Break_Down,112.37999725341795,,,,,,,,,
1980-02-28,Middle_Break_Down,112.3499984741211,-5.391792742667022,0.33481153028276456,-2.6126023551096287,1.0,Real,0.012,-0.033,Up,Down
1980-02-29,Middle_Break_Down,113.66000366210938,-4.302576286363004,1.5657375873171846,-1.4557065740936899,2.0,Real,-0.01,-0.059,Down,Down
1980-03-03,Middle_Break_Down,112.5,-5.347522041334948,0.8424517139141935,-2.3505320149710354,3.0,Real,0.002,-0.053,Up,Down
1980-03-04,Middle_Break_Down,112.77999877929688,-5.157302598480883,1.2894085251713852,-2.0398962490885197,4.0,Real,-0.015,-0.044,Down,Down
1980-03-05,Middle_Break_Down,111.12999725341795,-6.705356355596753,0.3098100548813039,-3.3248687796843472,5.0,Real,-0.022,-0.038,Down,Down
1980-03-06,Middle_Break_Down,108.6500015258789,,,,,,,,,
1980-03-07,Middle_Break_Down,106.9000015258789,,,,,,,,,
1980-03-10,Middle_Break_Down,106.51000213623048,,,,,,,,,
1980-03-11,Middle_Break_Down,107.77999877929688,-10.073155756272637,1.3655601989324457,-4.695798348648507,1.0,Real,-0.008,-0.034,Down,Down
1980-03-12,Middle_Break_Down,106.87000274658205,-10.524290852075461,1.1664791599830142,-5.037362976359117,2.0,Real,-0.012,-0.024,Down,Down
1980-03-13,Middle_Break_Down,105.62000274658205,-11.145822348176958,0.660385179289642,-5.610464825416771,3.0,Real,-0.002,-0.024,Down,Down
1980-03-14,Middle_Break_Down,105.43000030517578,-11.012588705025145,1.190552616797792,-5.302537269205049,4.0,Real,-0.03,-0.03,Down,Down
1980-03-17,Middle_Break_Down,102.26000213623048,,,,,,,,,
1980-03-18,Middle_Break_Down,104.0999984741211,-12.026570010800993,2.0880268000606432,-5.493370090404093,1.0,Real,0.002,-0.047,Up,Down
1980-03-19,Middle_Break_Down,104.30999755859376,-11.270932782320275,2.7422725332174376,-4.777122074173996,2.0,Real,-0.011,-0.054,Down,Down
1980-03-20,Middle_Break_Down,103.12000274658205,-11.83607422664981,2.1940637081043493,-5.338043632614575,3.0,Real,-0.008,-0.048,Down,Down
1980-03-21,Middle_Break_Down,102.30999755859376,-12.036005757641103,2.0161385623484076,-5.529626781019351,4.0,Real,-0.03,-0.016,Down,Down
