Date,Event_Type,Close_Price,Distance_Upper,Distance_Lower,Distance_Middle,Consecutive_Touches,Touch_Type,Future_Return_1,Future_Return_5,Future_Move_1,Future_Move_5
1980-01-02,Upper_Touch,105.76000213623048,,,,,,,,,
1980-01-03,Upper_Touch,105.22000122070312,,,,,,,,,
1980-01-04,Upper_Touch,106.5199966430664,,,,,,,,,
1980-01-07,Upper_Touch,106.80999755859376,,,,,,,,,
1980-01-08,Upper_Touch,108.9499969482422,,,,,,,,,
1980-01-09,Upper_Touch,109.0500030517578,,,,,,,,,
1980-01-10,Upper_Touch,109.88999938964844,,,,,,,,,
1980-01-11,Upper_Touch,109.91999816894533,,,,,,,,,
1980-01-14,Upper_Touch,110.37999725341795,,,,,,,,,
1980-01-15,Upper_Touch,111.13999938964844,,,,,,,,,
1980-01-16,Upper_Touch,111.0500030517578,,,,,,,,,
1980-01-17,Upper_Touch,110.6999969482422,,,,,,,,,
1980-01-18,Upper_Touch,111.06999969482422,,,,,,,,,
1980-01-21,Upper_Touch,112.0999984741211,,,,,,,,,
1980-01-22,Upper_Touch,111.51000213623048,,,,,,,,,
1980-01-23,Upper_Touch,113.44000244140624,,,,,,,,,
1980-01-24,Upper_Touch,113.6999969482422,,,,,,,,,
1980-01-25,Upper_Touch,113.61000061035156,,,,,,,,,
1980-01-28,Upper_Touch,114.8499984741211,,,,,,,,,
1980-01-29,Upper_Touch,114.06999969482422,,,,,,,,,
1980-01-30,Upper_Touch,115.1999969482422,,,,,,,,,
1980-01-31,Upper_Touch,114.16000366210938,,,,,,,,,
1980-02-01,Upper_Touch,115.12000274658205,,,,,,,,,
1980-02-04,Upper_Touch,114.37000274658205,,,,,,,,,
1980-02-05,Upper_Touch,114.66000366210938,,,,,,,,,
1980-02-06,Upper_Touch,115.72000122070312,,,,,,,,,
1980-02-07,Upper_Touch,116.27999877929688,,,,,,,,,
1980-02-08,Upper_Touch,117.9499969482422,0.26036286582421764,7.752018625572206,3.871283136785317,1.0,Real,-0.007,-0.022,Down,Down
1980-02-11,Upper_Touch,117.12000274658205,,,,,,,,,
1980-02-12,Upper_Touch,117.9000015258789,,,,,,,,,
1980-02-13,Upper_Touch,118.44000244140624,,,,,,,,,
1980-02-14,Upper_Touch,116.72000122070312,,,,,,,,,
1980-02-15,Upper_Touch,115.41000366210938,,,,,,,,,
1980-02-19,Upper_Touch,114.5999984741211,,,,,,,,,
1980-02-20,Upper_Touch,116.47000122070312,,,,,,,,,
1980-02-21,Upper_Touch,115.27999877929688,,,,,,,,,
1980-02-22,Upper_Touch,115.04000091552734,,,,,,,,,
1980-02-25,Upper_Touch,113.33000183105467,,,,,,,,,
1980-02-26,Upper_Touch,113.9800033569336,,,,,,,,,
1980-02-27,Upper_Touch,112.37999725341795,,,,,,,,,
1980-02-28,Upper_Touch,112.3499984741211,,,,,,,,,
1980-02-29,Upper_Touch,113.66000366210938,,,,,,,,,
1980-03-03,Upper_Touch,112.5,,,,,,,,,
1980-03-04,Upper_Touch,112.77999877929688,,,,,,,,,
1980-03-05,Upper_Touch,111.12999725341795,,,,,,,,,
1980-03-06,Upper_Touch,108.6500015258789,,,,,,,,,
1980-03-07,Upper_Touch,106.9000015258789,,,,,,,,,
1980-03-10,Upper_Touch,106.51000213623048,,,,,,,,,
1980-03-11,Upper_Touch,107.77999877929688,,,,,,,,,
1980-03-12,Upper_Touch,106.87000274658205,,,,,,,,,
1980-03-13,Upper_Touch,105.62000274658205,,,,,,,,,
1980-03-14,Upper_Touch,105.43000030517578,,,,,,,,,
1980-03-17,Upper_Touch,102.26000213623048,,,,,,,,,
1980-03-18,Upper_Touch,104.0999984741211,,,,,,,,,
1980-03-19,Upper_Touch,104.30999755859376,,,,,,,,,
1980-03-20,Upper_Touch,103.12000274658205,,,,,,,,,
1980-03-21,Upper_Touch,102.30999755859376,,,,,,,,,
1980-03-24,Upper_Touch,99.27999877929688,,,,,,,,,
1980-03-25,Upper_Touch,99.19000244140624,,,,,,,,,
1980-03-26,Upper_Touch,98.68000030517578,,,,,,,,,
1980-03-27,Upper_Touch,98.22000122070312,,,,,,,,,
1980-03-28,Upper_Touch,100.68000030517578,,,,,,,,,
1980-03-31,Upper_Touch,102.08999633789062,,,,,,,,,
1980-04-01,Upper_Touch,102.18000030517578,,,,,,,,,
1980-04-02,Upper_Touch,102.68000030517578,,,,,,,,,
1980-04-03,Upper_Touch,102.1500015258789,,,,,,,,,
1980-04-07,Upper_Touch,100.19000244140624,,,,,,,,,
1980-04-08,Upper_Touch,101.1999969482422,,,,,,,,,
1980-04-09,Upper_Touch,103.11000061035156,,,,,,,,,
1980-04-10,Upper_Touch,104.08000183105467,,,,,,,,,
1980-04-11,Upper_Touch,103.79000091552734,,,,,,,,,
1980-04-14,Upper_Touch,102.83999633789062,,,,,,,,,
1980-04-15,Upper_Touch,102.62999725341795,,,,,,,,,
1980-04-16,Upper_Touch,101.54000091552734,,,,,,,,,
1980-04-17,Upper_Touch,101.0500030517578,,,,,,,,,
1980-04-18,Upper_Touch,100.5500030517578,,,,,,,,,
1980-04-21,Upper_Touch,99.8000030517578,,,,,,,,,
1980-04-22,Upper_Touch,103.43000030517578,,,,,,,,,
1980-04-23,Upper_Touch,103.7300033569336,,,,,,,,,
1980-04-24,Upper_Touch,104.4000015258789,,,,,,,,,
1980-04-25,Upper_Touch,105.16000366210938,,,,,,,,,
1980-04-28,Upper_Touch,105.63999938964844,,,,,,,,,
1980-04-29,Upper_Touch,105.86000061035156,,,,,,,,,
1980-04-30,Upper_Touch,106.29000091552734,,,,,,,,,
1980-05-01,Upper_Touch,105.45999908447266,,,,,,,,,
1980-05-02,Upper_Touch,105.58000183105467,,,,,,,,,
1980-05-05,Upper_Touch,106.37999725341795,,,,,,,,,
1980-05-06,Upper_Touch,106.25,,,,,,,,,
1980-05-07,Upper_Touch,107.18000030517578,,,,,,,,,
1980-05-08,Upper_Touch,106.12999725341795,,,,,,,,,
1980-05-09,Upper_Touch,104.72000122070312,,,,,,,,,
1980-05-12,Upper_Touch,104.77999877929688,,,,,,,,,
1980-05-13,Upper_Touch,106.3000030517578,,,,,,,,,
1980-05-14,Upper_Touch,106.8499984741211,,,,,,,,,
1980-05-15,Upper_Touch,106.98999786376952,,,,,,,,,
1980-05-16,Upper_Touch,107.3499984741211,,,,,,,,,
1980-05-19,Upper_Touch,107.66999816894533,,,,,,,,,
1980-05-20,Upper_Touch,107.62000274658205,,,,,,,,,
1980-05-21,Upper_Touch,107.72000122070312,,,,,,,,,
1980-05-22,Upper_Touch,109.01000213623048,0.3765222532164734,4.522931565687943,2.407772892820841,1.0,Real,0.015,0.02,Up,Up
1980-05-23,Upper_Touch,110.62000274658205,1.062122548660327,6.383217228185754,3.6544252881371793,2.0,Real,0.007,0.001,Up,Up
1980-05-27,Upper_Touch,111.4000015258789,0.9324223402222528,7.482146614327368,4.104367276519611,3.0,Real,0.006,-0.008,Up,Down
1980-05-28,Upper_Touch,112.05999755859376,0.6931683711055527,8.430377689630895,4.41864135254824,4.0,Real,-0.016,0.005,Down,Up
1980-05-29,Upper_Touch,110.2699966430664,,,,,,,,,
1980-05-30,Upper_Touch,111.23999786376952,,,,,,,,,
1980-06-02,Upper_Touch,110.76000213623048,,,,,,,,,
1980-06-03,Upper_Touch,110.51000213623048,,,,,,,,,
1980-06-04,Upper_Touch,112.61000061035156,,,,,,,,,
1980-06-05,Upper_Touch,112.77999877929688,,,,,,,,,
1980-06-06,Upper_Touch,113.1999969482422,,,,,,,,,
1980-06-09,Upper_Touch,113.70999908447266,,,,,,,,,
1980-06-10,Upper_Touch,114.66000366210938,,,,,,,,,
1980-06-11,Upper_Touch,116.0199966430664,0.06067725460272708,10.122540411159942,4.850768742731323,1.0,Real,-0.004,0.002,Down,Up
1980-06-12,Upper_Touch,115.5199966430664,,,,,,,,,
1980-06-13,Upper_Touch,115.80999755859376,,,,,,,,,
1980-06-16,Upper_Touch,116.08999633789062,,,,,,,,,
1980-06-17,Upper_Touch,116.02999877929688,,,,,,,,,
1980-06-18,Upper_Touch,116.26000213623048,,,,,,,,,
1980-06-19,Upper_Touch,114.66000366210938,,,,,,,,,
1980-06-20,Upper_Touch,114.05999755859376,,,,,,,,,
1980-06-23,Upper_Touch,114.51000213623048,,,,,,,,,
1980-06-24,Upper_Touch,115.13999938964844,,,,,,,,,
1980-06-25,Upper_Touch,116.72000122070312,,,,,,,,,
1980-06-26,Upper_Touch,116.19000244140624,,,,,,,,,
1980-06-27,Upper_Touch,116.0,,,,,,,,,
1980-06-30,Upper_Touch,114.23999786376952,,,,,,,,,
1980-07-01,Upper_Touch,114.93000030517578,,,,,,,,,
1980-07-02,Upper_Touch,115.68000030517578,,,,,,,,,
1980-07-03,Upper_Touch,117.45999908447266,0.007953813268310482,3.728116392571633,1.8340705486747082,1.0,Real,0.007,0.003,Up,Up
1980-07-07,Upper_Touch,118.29000091552734,0.38755577899848065,4.3446802585680215,2.3278757896895805,2.0,Real,-0.004,0.015,Down,Up
1980-07-08,Upper_Touch,117.83999633789062,,,,,,,,,
1980-07-09,Upper_Touch,117.9800033569336,,,,,,,,,
1980-07-10,Upper_Touch,116.9499969482422,,,,,,,,,
1980-07-11,Upper_Touch,117.83999633789062,,,,,,,,,
1980-07-14,Upper_Touch,120.01000213623048,0.52518900628047,5.917672668115363,3.151002439220611,1.0,Real,-0.006,0.021,Down,Up
1980-07-15,Upper_Touch,119.3000030517578,,,,,,,,,
1980-07-16,Upper_Touch,119.62999725341795,,,,,,,,,
1980-07-17,Upper_Touch,121.44000244140624,0.3220179746415269,7.6244639292563585,3.8450211416596964,1.0,Real,0.005,0.003,Up,Up
1980-07-18,Upper_Touch,122.04000091552734,0.1665055229451328,8.203130984796026,4.029835623251865,2.0,Real,0.004,-0.01,Up,Down
1980-07-21,Upper_Touch,122.51000213623048,,,,,,,,,
1980-07-22,Upper_Touch,122.19000244140624,,,,,,,,,
1980-07-23,Upper_Touch,121.93000030517578,,,,,,,,,
1980-07-24,Upper_Touch,121.79000091552734,,,,,,,,,
1980-07-25,Upper_Touch,120.77999877929688,,,,,,,,,
1980-07-28,Upper_Touch,121.43000030517578,,,,,,,,,
1980-07-29,Upper_Touch,122.4000015258789,,,,,,,,,
1980-07-30,Upper_Touch,122.2300033569336,,,,,,,,,
1980-07-31,Upper_Touch,121.66999816894533,,,,,,,,,
1980-08-01,Upper_Touch,121.20999908447266,,,,,,,,,
1980-08-04,Upper_Touch,120.9800033569336,,,,,,,,,
1980-08-05,Upper_Touch,120.73999786376952,,,,,,,,,
1980-08-06,Upper_Touch,121.5500030517578,,,,,,,,,
1980-08-07,Upper_Touch,123.3000030517578,,,,,,,,,
1980-08-08,Upper_Touch,123.61000061035156,,,,,,,,,
1980-08-11,Upper_Touch,124.77999877929688,0.441518462387421,4.576360506409626,2.467243319129912,1.0,Real,-0.008,-0.011,Down,Down
1980-08-12,Upper_Touch,123.79000091552734,,,,,,,,,
1980-08-13,Upper_Touch,123.27999877929688,,,,,,,,,
1980-08-14,Upper_Touch,125.25,0.3238979061259022,4.461726033035491,2.351008201136163,1.0,Real,0.004,0.002,Up,Up
1980-08-15,Upper_Touch,125.72000122070312,0.23919731512327563,5.034504342492757,2.5808403186913864,2.0,Real,-0.019,0.002,Down,Up
1980-08-18,Upper_Touch,123.38999938964844,,,,,,,,,
1980-08-19,Upper_Touch,122.5999984741211,,,,,,,,,
1980-08-20,Upper_Touch,123.7699966430664,,,,,,,,,
1980-08-21,Upper_Touch,125.45999908447266,,,,,,,,,
