Date,Next_Close,Close_x,RSI,RSI_DwellTime_Over70,RSI_DwellTime_Under30,RSI_Slope_5,RSI_DistanceTo50,RSI_Divergence,RSI_OverboughtCount_14,RSI_OversoldCount_14,RSI_Close_Corr_14,RSI_Volatility_14,RSI_ExtremeCount_14,Open,High,Low,Close_y,Volume_x,MACD,Signal_Line,MACD_Histogram,MACD_Crossover,MACD_Gap,MACD_Histogram_Change,MACD_Crossover_Strength,MACD_Slope_5,MACD_Price_Divergence,MACD_Extreme,MACD_Mean_Change_5,Close_bb,Moving_Avg,Upper_Band,Lower_Band,Bandwidth,Percent_B,Price_Deviation,Slope,Divergence,Close_sp500,Volume_y
1980-01-25,114.85000,113.61000,84.19948,4,0,0.00000,34.19948,0,4.00000,0.00000,,,3.00000,0.00000,114.45000,112.36000,113.61000,47100000,1.84914,1.47346,0.37569,0,0.37569,-0.02802,0.00000,0.45520,1,0,0.09104,113.61000,,,,,,,,0.00000,113.61000,47100000
1980-01-28,114.07000,114.85000,86.94046,5,0,0.00000,36.94046,0,5.00000,0.00000,,,4.00000,0.00000,115.65000,112.93000,114.85000,53620000,1.97862,1.57449,0.40413,0,0.40413,0.02845,0.00000,0.48134,0,0,0.09627,114.85000,,,,,,,,0.00000,114.85000,53620000
1980-01-29,115.20000,114.07000,77.79804,6,0,-1.24195,27.79804,0,6.00000,0.00000,,,4.00000,0.00000,115.77000,113.03000,114.07000,55480000,1.99529,1.65865,0.33664,0,0.33664,-0.06749,0.00000,0.48117,1,0,0.09623,114.07000,110.48700,115.96253,105.01147,0.09912,0.82718,3.58300,,0.00000,114.07000,55480000
1980-01-30,114.16000,115.20000,80.92716,7,0,-3.89626,30.92716,0,7.00000,0.00000,,,5.00000,0.00000,115.85000,113.37000,115.20000,51170000,2.07576,1.74207,0.33369,0,0.33369,-0.00296,0.00000,0.41174,0,0,0.08235,115.20000,110.95900,116.35009,105.56791,0.09717,0.89333,4.24100,0.47200,-0.01961,115.20000,51170000
1980-01-31,115.12000,114.16000,71.00797,8,0,-14.39959,21.00797,0,8.00000,0.00000,,,5.00000,0.00000,117.17000,113.78000,114.16000,65900000,2.03219,1.80010,0.23209,0,0.23209,-0.10160,0.00000,0.24895,0,0,0.04979,114.16000,111.40600,116.27701,106.53499,0.08745,0.78269,2.75400,0.44700,-0.10010,114.16000,65900000
1980-02-01,114.37000,115.12000,74.15683,9,0,-10.04265,24.15683,0,9.00000,0.00000,,,5.00000,0.00000,115.54000,113.13000,115.12000,46610000,2.05147,1.85037,0.20110,0,0.20110,-0.03099,0.00000,0.20233,0,0,0.04047,115.12000,111.83600,116.41544,107.25656,0.08190,0.85856,3.28400,0.43000,-0.06347,115.12000,46610000
1980-02-04,114.66000,114.37000,67.94778,0,0,-18.99268,17.94778,0,9.00000,0.00000,,,5.00000,0.00000,116.01000,113.83000,114.37000,43070000,1.98337,1.87697,0.10640,0,0.10640,-0.09470,0.00000,0.00475,0,0,0.00095,114.37000,112.21400,116.29221,108.13579,0.07269,0.76433,2.15600,0.37800,-0.11245,114.37000,43070000
1980-02-05,115.72000,114.66000,69.02765,0,0,-8.77039,19.02765,0,9.00000,0.00000,,,5.00000,0.00000,115.25000,112.15000,114.66000,41880000,1.93055,1.88769,0.04286,0,0.04286,-0.06354,0.00000,-0.06475,1,0,-0.01295,114.66000,112.49950,116.42017,108.57883,0.06970,0.77553,2.16050,0.28550,-0.04107,114.66000,41880000
1980-02-06,116.28000,115.72000,72.65420,1,0,-8.27297,22.65420,0,10.00000,0.00000,,,5.00000,0.00000,116.57000,113.65000,115.72000,51950000,1.95172,1.90049,0.05123,0,0.05123,0.00837,0.00000,-0.12404,0,0,-0.02481,115.72000,112.83300,116.65678,109.00923,0.06778,0.87751,2.88700,0.33350,-0.02760,115.72000,51950000
1980-02-07,117.95000,116.28000,74.36212,2,0,3.35415,24.36212,0,11.00000,0.00000,,,5.00000,0.00000,117.87000,115.22000,116.28000,57690000,1.99074,1.91854,0.07220,0,0.07220,0.02097,0.00000,-0.04145,0,0,-0.00829,116.28000,113.15250,117.00698,109.29802,0.06813,0.90570,3.12750,0.31950,0.00518,116.28000,57690000
1980-02-08,117.12000,117.95000,78.64545,3,0,4.48862,28.64545,0,12.00000,0.00000,-0.21878,6.29465,5.00000,0.00000,118.66000,115.72000,117.95000,57860000,2.13184,1.96120,0.17064,0,0.17064,0.09844,0.00000,0.08037,0,0,0.01607,117.95000,113.55400,117.64370,109.46430,0.07203,1.03745,4.39600,0.40150,0.05727,117.95000,57860000
1980-02-11,117.90000,117.12000,72.19008,4,0,4.24230,22.19008,0,12.00000,0.00000,-0.29596,6.44183,5.00000,0.00000,119.05000,116.31000,117.12000,58660000,2.15188,1.99934,0.15255,0,0.15255,-0.01809,0.00000,0.16852,1,0,0.03370,117.12000,113.89100,117.98975,109.79225,0.07198,0.89390,3.22900,0.33700,-0.00075,117.12000,58660000
1980-02-12,118.44000,117.90000,74.32309,5,0,5.29545,24.32309,0,12.00000,0.00000,-0.22479,6.08073,4.00000,0.00000,118.41000,115.75000,117.90000,48090000,2.20529,2.04053,0.16476,0,0.16476,0.01221,0.00000,0.27474,0,0,0.05495,117.90000,114.22900,118.47678,109.98123,0.07437,0.93211,3.67100,0.33800,0.03329,117.90000,48090000
1980-02-13,116.72000,118.44000,75.71199,6,0,3.05780,25.71199,0,12.00000,0.00000,-0.08885,5.50025,3.00000,0.00000,120.22000,117.57000,118.44000,65230000,2.26508,2.08544,0.17964,0,0.17964,0.01488,0.00000,0.31336,0,0,0.06267,118.44000,114.59850,118.96001,110.23699,0.07612,0.94039,3.84150,0.36950,0.02346,118.44000,65230000
1980-02-14,115.41000,116.72000,63.86266,0,0,-10.49946,13.86266,0,11.00000,0.00000,-0.00435,5.76390,2.00000,0.00000,119.30000,116.04000,116.72000,50540000,2.14890,2.09813,0.05077,0,0.05077,-0.12887,0.00000,0.15816,0,0,0.03163,116.72000,114.89950,118.96409,110.83491,0.07075,0.72395,1.82050,0.30100,-0.07052,116.72000,50540000
1980-02-15,114.60000,115.41000,56.59738,0,0,-22.04806,6.59738,0,10.00000,0.00000,0.18605,6.30590,1.00000,0.00000,116.70000,114.12000,115.41000,46680000,1.92888,2.06428,-0.13540,-1,-0.13540,-0.18616,0.13540,-0.20296,0,0,-0.04059,115.41000,115.11650,118.78414,111.44886,0.06372,0.54001,0.29350,0.21700,-0.09936,115.41000,46680000
1980-02-19,116.47000,114.60000,52.61181,0,0,-19.57827,2.61181,0,9.00000,0.00000,0.40661,7.93373,1.00000,0.00000,115.67000,113.35000,114.60000,39480000,1.66991,1.98541,-0.31550,0,-0.31550,-0.18010,0.00000,-0.48198,0,0,-0.09640,114.60000,115.24150,118.65070,111.83231,0.05917,0.40592,-0.64150,0.12500,-0.07148,114.60000,39480000
1980-02-20,115.28000,116.47000,59.67233,0,0,-14.65077,9.67233,0,8.00000,0.00000,0.45287,7.77316,0.00000,0.00000,117.18000,114.06000,116.47000,44340000,1.59715,1.90775,-0.31060,0,-0.31060,0.00490,0.00000,-0.60814,1,-1,-0.12163,116.47000,115.48950,118.47172,112.50728,0.05164,0.66439,0.98050,0.24800,-0.12712,116.47000,44340000
1980-02-21,115.04000,115.28000,54.14385,0,0,-21.56815,4.14385,0,7.00000,0.00000,0.54657,8.65611,0.00000,0.00000,117.90000,114.44000,115.28000,51530000,1.42702,1.81161,-0.38459,0,-0.38459,-0.07399,0.00000,-0.83805,0,-1,-0.16761,115.28000,115.58150,118.41495,112.74805,0.04903,0.44680,-0.30150,0.09200,-0.05064,115.28000,51530000
1980-02-22,113.33000,115.04000,53.07584,0,0,-10.78682,3.07584,0,6.00000,0.00000,0.65099,9.23538,0.00000,0.00000,116.46000,113.43000,115.04000,48210000,1.25832,1.70095,-0.44263,0,-0.44263,-0.05804,0.00000,-0.89058,0,-1,-0.17812,115.04000,115.64850,118.36164,112.93536,0.04692,0.38786,-0.60850,0.06700,-0.04302,115.04000,48210000
1980-02-25,113.98000,113.33000,46.09857,0,0,-10.49881,3.90143,0,6.00000,0.00000,0.80055,10.63214,0.00000,0.00000,114.93000,112.62000,113.33000,39140000,0.97540,1.55584,-0.58044,0,-0.58044,-0.13781,0.00000,-0.95349,0,-1,-0.19070,113.33000,115.63450,118.39210,112.87690,0.04770,0.08215,-2.30450,-0.01400,0.01651,113.33000,39140000
