Date,Close_bb,Moving_Avg,Upper_Band,Lower_Band,Bandwidth,Percent_B,Price_Deviation,Slope,Divergence,Close_sp500,Volume
1980-01-02,105.76000213623048,,,,,,,,0.0,105.76000213623048,40610000
1980-01-03,105.22000122070312,,,,,,,,0.0,105.22000122070312,50480000
1980-01-04,106.5199966430664,,,,,,,,0.0,106.5199966430664,39130000
1980-01-07,106.80999755859376,,,,,,,,0.0,106.80999755859376,44500000
1980-01-08,108.9499969482422,,,,,,,,0.0,108.9499969482422,53390000
1980-01-09,109.0500030517578,,,,,,,,0.0,109.0500030517578,65260000
1980-01-10,109.88999938964844,,,,,,,,0.0,109.88999938964844,55980000
1980-01-11,109.91999816894533,,,,,,,,0.0,109.91999816894533,52890000
1980-01-14,110.37999725341795,,,,,,,,0.0,110.37999725341795,52930000
1980-01-15,111.13999938964844,,,,,,,,0.0,111.13999938964844,52320000
1980-01-16,111.0500030517578,,,,,,,,0.0,111.0500030517578,67700000
1980-01-17,110.6999969482422,,,,,,,,0.0,110.6999969482422,54170000
1980-01-18,111.06999969482422,,,,,,,,0.0,111.06999969482422,47150000
1980-01-21,112.0999984741211,,,,,,,,0.0,112.0999984741211,48040000
1980-01-22,111.51000213623048,,,,,,,,0.0,111.51000213623048,50620000
1980-01-23,113.44000244140624,,,,,,,,0.0,113.44000244140624,50730000
1980-01-24,113.6999969482422,,,,,,,,0.0,113.6999969482422,59070000
1980-01-25,113.61000061035156,,,,,,,,0.0,113.61000061035156,47100000
1980-01-28,114.8499984741211,,,,,,,,0.0,114.8499984741211,53620000
1980-01-29,114.06999969482422,110.48699951171876,115.962530884782,105.0114681386555,0.09911630141576046,0.827182874043235,3.5830001831054545,,0.0,114.06999969482422,55480000
1980-01-30,115.1999969482422,110.95899925231932,116.35009162090836,105.5679068837303,0.0971726927048027,0.8933338000877953,4.240997695922886,0.47199974060055183,-0.019609374877750548,115.1999969482422,51170000
1980-01-31,114.16000366210938,111.40599937438964,116.27700611376586,106.53499263501344,0.08744604001094712,0.7826935410966404,2.754004287719738,0.447000122070321,-0.10009656440625567,114.16000366210938,65900000
1980-02-01,115.12000274658205,111.83599967956545,116.41543908596356,107.2565602731673,0.0818956225100902,0.8585595064789371,3.2840030670165987,0.43000030517580967,-0.06347248543401264,115.12000274658205,46610000
1980-02-04,114.37000274658205,112.21399993896485,116.2922131919935,108.1357866859362,0.07268635384616647,0.764331788684182,2.156002807617199,0.37800025939939985,-0.11245129326404561,114.37000274658205,43070000
1980-02-05,114.66000366210938,112.4995002746582,116.42016671143818,108.57883383787822,0.06970104626612562,0.7755275693927152,2.160503387451172,0.28550033569335653,-0.041071087240927666,114.66000366210938,41880000
1980-02-06,115.72000122070312,112.83300018310548,116.65677522922044,109.00922513699052,0.06777760123208167,0.8775066528208686,2.887001037597642,0.33349990844727984,-0.027595640769868084,115.72000122070312,51950000
1980-02-07,116.27999877929688,113.15250015258788,117.00698375116058,109.2980165540152,0.06812900454474899,0.9056961907772934,3.1274986267089986,0.31949996948239345,0.005184652544194651,116.27999877929688,57690000
1980-02-08,117.9499969482422,113.55400009155274,117.6436964487068,109.46430373439868,0.07203086379795956,1.0374478289811893,4.3959968566894645,0.4014999389648608,0.05727163165355988,117.9499969482422,57860000
1980-02-11,117.12000274658205,113.89100036621092,117.9897508754626,109.79224985695926,0.07197672328932649,0.893900820882197,3.229002380371128,0.3370002746581804,-0.000751629312469913,117.12000274658205,58660000
1980-02-12,117.9000015258789,114.22900047302248,118.47677591827522,109.98122502776972,0.07437297757421853,0.932108653125613,3.6710010528564254,0.33800010681156323,0.03329207242818991,117.9000015258789,48090000
1980-02-13,118.44000244140624,114.59850044250489,118.96001140983871,110.23698947517106,0.07611811586526017,0.9403866031374034,3.84150199890135,0.3694999694824048,0.023464682307497077,118.44000244140624,65230000
1980-02-14,116.72000122070312,114.89950065612793,118.96408681159332,110.83491450066252,0.07075028407007482,0.7239466079624478,1.8205005645751982,0.3010002136230412,-0.07051976699853124,116.72000122070312,50540000
1980-02-15,115.41000366210938,115.1165008544922,118.78414470472204,111.44885700426234,0.063720558269327,0.540012446628207,0.2935028076171733,0.21700019836427487,-0.09935968304784762,115.41000366210938,46680000
1980-02-19,114.5999984741211,115.2415008544922,118.65069563211313,111.83230607687126,0.05916609472008693,0.4059158507777068,-0.641502380371108,0.125,-0.07147557511956769,114.5999984741211,39480000
1980-02-20,116.47000122070312,115.48950080871582,118.47171797311913,112.50728364431252,0.051644818680837846,0.664391182454931,0.9805004119873075,0.24799995422361576,-0.1271213872545082,116.47000122070312,44340000
1980-02-21,115.27999877929688,115.58150062561036,118.41495308841546,112.74804816280523,0.04902951506025491,0.44679602882502845,-0.3015018463134851,0.09199981689454262,-0.05064019368032584,115.27999877929688,51530000
1980-02-22,115.04000091552734,115.64850082397462,118.36164105666695,112.93536059128226,0.0469204566139935,0.38786058657878,-0.6084999084472713,0.06700019836425497,-0.04301609843926614,115.04000091552734,48210000
1980-02-25,113.33000183105467,115.63450088500976,118.392097088397,112.87690468162252,0.04769504226302614,0.08215436851769681,-2.304499053955084,-0.01399993896485796,0.016508484889757657,113.33000183105467,39140000
1980-02-26,113.9800033569336,115.59100112915038,118.42316488032202,112.75883737797876,0.04900318750604534,0.21558887236828195,-1.6109977722167912,-0.04349975585937216,0.02742727925064218,113.9800033569336,40000000
1980-02-27,112.37999725341795,115.50650100708008,118.6035981215216,112.40940389263857,0.05362636886129341,-0.004747451909643012,-3.1265037536621207,-0.08450012207030966,0.09434450268521259,112.37999725341795,46430000
1980-02-28,112.3499984741211,115.36400108337402,118.75290921487466,111.97509295187338,0.058751570675005714,0.05531361543307806,-3.014002609252927,-0.1424999237060547,0.09557241936273601,112.3499984741211,40330000
1980-02-29,113.66000366210938,115.33900108337404,118.77018131880251,111.90782084794552,0.05949731145925624,0.25533237748221055,-1.6789974212646683,-0.024999999999977263,0.012693120808220073,113.66000366210938,38810000
1980-03-03,112.5,115.20800094604492,118.85584236804556,111.56015952404428,0.06332618207148691,0.128821454557675,-2.708000946044919,-0.1310001373291243,0.06435367444884763,112.5,38690000
