Date,Close,Moving_Avg,Upper_Band,Lower_Band
1980-01-02,105.76000213623048,,,
1980-01-03,105.22000122070312,,,
1980-01-04,106.5199966430664,,,
1980-01-07,106.80999755859376,,,
1980-01-08,108.9499969482422,,,
1980-01-09,109.0500030517578,,,
1980-01-10,109.88999938964844,,,
1980-01-11,109.91999816894533,,,
1980-01-14,110.37999725341795,,,
1980-01-15,111.13999938964844,,,
1980-01-16,111.0500030517578,,,
1980-01-17,110.6999969482422,,,
1980-01-18,111.06999969482422,,,
1980-01-21,112.0999984741211,,,
1980-01-22,111.51000213623048,,,
1980-01-23,113.44000244140624,,,
1980-01-24,113.6999969482422,,,
1980-01-25,113.61000061035156,,,
1980-01-28,114.8499984741211,,,
1980-01-29,114.06999969482422,110.48699951171875,115.962530884782,105.0114681386555
1980-01-30,115.1999969482422,110.95899925231933,116.35009162090836,105.5679068837303
1980-01-31,114.16000366210938,111.40599937438965,116.27700611376586,106.53499263501344
1980-02-01,115.12000274658205,111.83599967956543,116.41543908596357,107.2565602731673
1980-02-04,114.37000274658205,112.21399993896485,116.2922131919935,108.1357866859362
1980-02-05,114.66000366210938,112.4995002746582,116.42016671143818,108.57883383787822
1980-02-06,115.72000122070312,112.83300018310547,116.65677522922043,109.00922513699051
1980-02-07,116.27999877929688,113.15250015258789,117.00698375116058,109.2980165540152
1980-02-08,117.9499969482422,113.55400009155274,117.6436964487068,109.46430373439867
1980-02-11,117.12000274658205,113.89100036621093,117.9897508754626,109.79224985695926
1980-02-12,117.9000015258789,114.22900047302247,118.47677591827522,109.98122502776971
1980-02-13,118.44000244140624,114.59850044250489,118.96001140983871,110.23698947517106
1980-02-14,116.72000122070312,114.89950065612793,118.96408681159332,110.83491450066253
1980-02-15,115.41000366210938,115.11650085449219,118.78414470472204,111.44885700426234
1980-02-19,114.5999984741211,115.24150085449219,118.65069563211311,111.83230607687126
1980-02-20,116.47000122070312,115.48950080871582,118.47171797311911,112.50728364431252
1980-02-21,115.27999877929688,115.58150062561035,118.41495308841546,112.74804816280523
1980-02-22,115.04000091552734,115.64850082397462,118.36164105666697,112.93536059128226
1980-02-25,113.33000183105467,115.63450088500977,118.39209708839701,112.87690468162253
1980-02-26,113.9800033569336,115.59100112915038,118.42316488032202,112.75883737797875
1980-02-27,112.37999725341795,115.50650100708008,118.6035981215216,112.40940389263855
1980-02-28,112.3499984741211,115.36400108337402,118.75290921487466,111.97509295187338
1980-02-29,113.66000366210938,115.33900108337403,118.77018131880253,111.90782084794553
1980-03-03,112.5,115.20800094604492,118.85584236804557,111.56015952404427
1980-03-04,112.77999877929688,115.12850074768066,118.91268581474407,111.34431568061726
1980-03-05,111.12999725341795,114.95200042724609,119.11723214999884,110.78676870449334
1980-03-06,108.6500015258789,114.59850044250489,119.56583165092943,109.63116923408035
1980-03-07,106.9000015258789,114.12950057983399,120.05254250370855,108.20645865595942
1980-03-10,106.51000213623048,113.5575008392334,120.07407997442391,107.04092170404289
1980-03-11,107.77999877929688,113.09050064086914,119.85297570009504,106.32802558164323
1980-03-12,106.87000274658205,112.5390007019043,119.440241116056,105.6377602877526
1980-03-13,105.62000274658205,111.89800071716309,118.86892157221492,104.92707986211126
1980-03-14,105.43000030517578,111.33350067138672,118.47743267381625,104.18956866895718
1980-03-17,102.26000213623048,110.67600059509277,118.57844571422245,102.7735554759631
1980-03-18,104.0999984741211,110.15100059509277,118.33118077458391,101.97082041560162
1980-03-19,104.30999755859376,109.54300041198731,117.56011961975123,101.52588120422338
1980-03-20,103.12000274658205,108.93500061035157,116.96394170522828,100.90605951547485
1980-03-21,102.30999755859376,108.29850044250489,116.30894940571784,100.28805147929194
1980-03-24,99.27999877929688,107.59600028991699,116.1631900240108,99.02881055582317
1980-03-25,99.19000244140624,106.85650024414062,115.64230468101754,98.0706958072637
1980-03-26,98.68000030517578,106.17150039672852,115.25900208021164,97.08399871324539
1980-03-27,98.22000122070312,105.46500053405762,114.71684460722919,96.21315646088605
1980-03-28,100.68000030517578,104.81600036621094,113.47968572910018,96.1523150033217
1980-03-31,102.08999633789062,104.29550018310547,112.27379648136129,96.31720388484966
1980-04-01,102.18000030517578,103.76550025939942,110.76745261622166,96.76354790257717
1980-04-02,102.68000030517578,103.3430004119873,109.48318047108152,97.20282035289308
1980-04-03,102.1500015258789,103.0180004119873,108.66876215373284,97.36723867024176
1980-04-07,100.19000244140624,102.68250045776367,108.16578372233371,97.19921719319362
1980-04-08,101.1999969482422,102.41700019836426,107.64137033455816,97.19263006217037
1980-04-09,103.11000061035156,102.18350028991699,106.8116374583001,97.55536312153389
1980-04-10,104.08000183105467,102.04400024414062,106.24739115650358,97.84060933177766
1980-04-11,103.79000091552734,101.95250015258789,105.9132009724574,97.99179933271837
1980-04-14,102.83999633789062,101.82299995422363,105.47799628972676,98.1680036187205
1980-04-15,102.62999725341795,101.84149971008301,105.50888079137658,98.17411862878944
1980-04-16,101.54000091552734,101.71349983215332,105.2323299064303,98.19466975787634
1980-04-17,101.0500030517578,101.55050010681153,104.86947207966975,98.2315281339533
1980-04-18,100.5500030517578,101.42200012207032,104.6865149614433,98.15748528269734
1980-04-21,99.8000030517578,101.29650039672852,104.60747055998996,97.98553023346707
1980-04-22,103.43000030517578,101.50400047302246,104.80360755760356,98.20439338844136
1980-04-23,103.7300033569336,101.73100051879882,104.98697828580903,98.47502275178861
1980-04-24,104.4000015258789,102.01700057983399,105.15343165576353,98.88056950390445
1980-04-25,105.16000366210938,102.3640007019043,105.2705134583846,99.457487945424
1980-04-28,105.63999938964844,102.61200065612793,105.7394696819677,99.48453163028816
1980-04-29,105.86000061035156,102.80050086975098,106.22019913484957,99.38080260465239
1980-04-30,106.29000091552734,103.00600090026856,106.73208907661486,99.27991272392227
1980-05-01,105.45999908447266,103.1450008392334,107.01664329506433,99.27335838340248
1980-05-02,105.58000183105467,103.31650085449219,107.29893823933452,99.33406346964986
1980-05-05,106.37999725341795,103.62600059509278,107.55011205353806,99.7018891366475
1980-05-06,106.25,103.87850074768066,107.79559166653297,99.96140982882835
1980-05-07,107.18000030517578,104.08200073242188,108.23408619214108,99.92991527270267
1980-05-08,106.12999725341795,104.18450050354004,108.43145776767356,99.93754323940651
1980-05-09,104.72000122070312,104.23100051879882,108.48002666796938,99.98197436962826
1980-05-12,104.77999877929688,104.32800064086913,108.53393554447324,100.12206573726503
1980-05-13,106.3000030517578,104.51150093078613,108.725325154541,100.29767670703126
1980-05-14,106.8499984741211,104.77700080871583,108.87603795564041,100.67796366179124
1980-05-15,106.98999786376952,105.07400054931641,108.90161584937792,101.2463852492549
1980-05-16,107.3499984741211,105.41400032043457,108.750309980372,102.07769066049714
1980-05-19,107.66999816894533,105.80750007629395,108.09356790282423,103.52143224976366
1980-05-20,107.62000274658205,106.01700019836426,108.15641064438343,103.87758975234509
1980-05-21,107.72000122070312,106.21650009155273,108.20442559641481,104.22857458669066
1980-05-22,109.01000213623048,106.4470001220703,108.60109484689521,104.2929053972454
1980-05-23,110.62000274658205,106.72000007629394,109.45743069399686,103.98256945859103
1980-05-27,111.4000015258789,107.00800018310547,110.37087879489567,103.64512157131526
1980-05-28,112.05999755859376,107.31800003051758,111.28858031916887,103.34741974186629
1980-05-29,110.2699966430664,107.51699981689453,111.65687958963407,103.37712004415498
1980-05-30,111.23999786376952,107.80599975585938,112.13386449064663,103.47813502107212
1980-06-02,110.76000213623048,108.06499977111817,112.44864001541275,103.68135952682358
1980-06-03,110.51000213623048,108.2715000152588,112.70698116212687,103.83601886839072
1980-06-04,112.61000061035156,108.58950004577636,113.30290878542358,103.87609130612914
1980-06-05,112.77999877929688,108.86949996948242,113.87123368303155,103.86776625593329
1980-06-06,113.1999969482422,109.22299995422364,114.39669853210263,104.04930137634464
1980-06-09,113.70999908447266,109.67249984741211,114.7646692356978,104.58033045912643
