Date,Open,High,Low,Close,Volume,BB_Middle,BB_Upper,BB_Lower
2000-01-04,1455.219970703125,1455.219970703125,1397.4300537109375,1399.4200439453125,1009000000,1431.1150024414062,1479.399828864,1382.8301760188124
2000-01-05,1399.4200439453125,1413.27001953125,1377.6800537109375,1402.1099853515625,1085500000,1430.7619995117188,1479.8193961625689,1381.7046028608688
2000-01-06,1402.1099853515625,1411.9000244140625,1392.0999755859375,1403.449951171875,1092300000,1430.740496826172,1479.8478569589179,1381.633136693426
2000-01-07,1403.449951171875,1441.469970703125,1400.72998046875,1441.469970703125,1225200000,1432.40849609375,1480.535779132256,1384.281213055244
2000-01-10,1441.469970703125,1464.3599853515625,1441.469970703125,1457.5999755859375,1064800000,1434.4364929199219,1483.2503903481188,1385.622595491725
2000-01-11,1457.5999755859375,1458.6600341796875,1434.4200439453125,1438.56005859375,1014000000,1435.603497314453,1483.5920372791718,1387.6149573497344
2000-01-12,1438.56005859375,1442.5999755859375,1427.0799560546875,1432.25,974600000,1437.0574951171875,1482.6086455499956,1391.5063446843794
2000-01-13,1432.25,1454.199951171875,1432.25,1449.6800537109375,1030400000,1438.875,1483.3274017415977,1394.4225982584023
2000-01-14,1449.6800537109375,1473.0,1449.6800537109375,1465.1500244140625,1085900000,1441.1934997558594,1486.0679124296284,1396.3190870820904
2000-01-18,1465.1500244140625,1465.1500244140625,1451.300048828125,1455.1400146484375,1056700000,1442.8989990234375,1487.1349727565148,1398.66302529036
2000-01-19,1455.1400146484375,1461.3900146484375,1448.6800537109375,1455.9000244140625,1087800000,1444.789501953125,1487.7753258678456,1401.8036780384043
2000-01-20,1455.9000244140625,1465.7099609375,1438.5400390625,1445.5699462890625,1100700000,1445.3964965820312,1488.0484866093607,1402.7445065547017
2000-01-21,1445.5699462890625,1453.1800537109375,1439.5999755859375,1441.3599853515625,1209800000,1445.6579956054688,1488.1345429992361,1403.1814482117015
2000-01-24,1441.3599853515625,1454.0899658203125,1395.4200439453125,1401.530029296875,1115800000,1442.8174987792968,1489.1465228081488,1396.4884747504448
2000-01-25,1401.530029296875,1414.260009765625,1388.489990234375,1410.030029296875,1073700000,1440.4640014648437,1488.4893187784812,1392.4386841512062
2000-01-26,1410.030029296875,1412.72998046875,1400.1600341796875,1404.0899658203125,1117300000,1437.785498046875,1487.7105514692898,1387.8604446244603
2000-01-27,1404.0899658203125,1418.8599853515625,1370.989990234375,1398.56005859375,1129500000,1434.5405029296876,1485.8564166319265,1383.2245892274486
2000-01-28,1398.56005859375,1398.56005859375,1356.199951171875,1360.1600341796875,1095800000,1429.3250061035155,1488.4429741497452,1370.207038057286
2000-01-31,1360.1600341796875,1394.47998046875,1350.1400146484375,1394.4599609375,993800000,1425.5855041503905,1483.5198152871683,1367.6511930136128
2000-02-01,1394.4599609375,1412.489990234375,1384.7900390625,1409.280029296875,981000000,1423.288507080078,1479.903492866816,1366.6735212933402
2000-02-02,1409.280029296875,1420.6099853515625,1403.489990234375,1409.1199951171875,1038600000,1423.773504638672,1479.689433393497,1367.857575883847
2000-02-03,1409.1199951171875,1425.780029296875,1398.52001953125,1424.969970703125,1146500000,1424.91650390625,1479.8945898507452,1369.9384179617548
2000-02-04,1424.969970703125,1435.9100341796875,1420.6300048828125,1424.3699951171875,1045100000,1425.9625061035156,1480.0090855477351,1371.915926659296
2000-02-07,1424.3699951171875,1427.1500244140625,1413.3299560546875,1424.239990234375,918100000,1425.101007080078,1478.6538291138522,1371.5481850463038
2000-02-08,1424.239990234375,1441.8299560546875,1424.239990234375,1441.719970703125,1047700000,1424.3070068359375,1476.2785492963944,1372.3354643754806
2000-02-09,1441.719970703125,1444.550048828125,1411.6500244140625,1411.7099609375,1050500000,1422.964501953125,1474.7727222232802,1371.1562816829696
2000-02-10,1411.699951171875,1422.0999755859375,1406.4300537109375,1416.8299560546875,1058800000,1422.1934997558594,1473.8786983039772,1370.5083012077416
2000-02-11,1416.8299560546875,1416.8299560546875,1378.8900146484375,1387.1199951171875,1025700000,1419.065496826172,1471.3157264208382,1366.8152672315057
2000-02-14,1387.1199951171875,1394.9300537109375,1380.530029296875,1389.93994140625,927300000,1415.3049926757812,1464.3154046877532,1366.2945806638093
2000-02-15,1389.93994140625,1407.719970703125,1376.25,1402.050048828125,1092100000,1412.6504943847656,1458.2056307727855,1367.0953579967456
2000-02-16,1402.050048828125,1404.550048828125,1385.5799560546875,1387.6700439453125,1018800000,1409.238995361328,1451.2371637135866,1367.2408270090696
2000-02-17,1387.6700439453125,1399.8800048828125,1380.0699462890625,1388.260009765625,1034800000,1406.3734985351562,1445.667873620984,1367.0791234493283
2000-02-18,1388.260009765625,1388.5899658203125,1345.3199462890625,1346.0899658203125,1042300000,1401.6099975585937,1445.8353982484207,1357.3845968687667
2000-02-22,1346.0899658203125,1358.1099853515625,1331.8800048828125,1352.1700439453125,980000000,1399.1419982910156,1448.587217367016,1349.6967792150153
2000-02-23,1352.1700439453125,1370.1099853515625,1342.43994140625,1360.68994140625,993700000,1396.6749938964845,1448.6896280130518,1344.6603597799171
2000-02-24,1360.68994140625,1364.800048828125,1329.8800048828125,1353.4300537109375,1215000000,1394.1419982910156,1449.465072337176,1338.8189242448552
2000-02-25,1353.4300537109375,1362.1400146484375,1329.1500244140625,1333.3599853515625,1065200000,1390.8819946289063,1452.4414367482268,1329.3225525095859
2000-02-28,1333.3599853515625,1360.8199462890625,1325.0699462890625,1348.050048828125,1026500000,1390.2764953613282,1453.3284162914986,1327.2245744311579
2000-02-29,1348.050048828125,1369.6300048828125,1348.050048828125,1366.4200439453125,1204300000,1388.8744995117188,1452.7759936452553,1324.9730053781823
2000-03-01,1366.4200439453125,1383.4599609375,1366.4200439453125,1379.18994140625,1274100000,1387.3699951171875,1450.6626135855936,1324.0773766487814
2000-03-02,1379.18994140625,1386.56005859375,1370.3499755859375,1381.760009765625,1198600000,1386.0019958496093,1448.4928707548593,1323.5111209443594
2000-03-03,1381.760009765625,1410.8800048828125,1381.760009765625,1409.1700439453125,1150300000,1385.2119995117187,1446.0050797526649,1324.4189192707724
2000-03-06,1409.1700439453125,1409.739990234375,1384.75,1391.280029296875,1029000000,1383.5575012207032,1441.6024356265511,1325.5125668148553
2000-03-07,1391.280029296875,1399.2099609375,1349.989990234375,1355.6199951171875,1314100000,1380.1265014648438,1436.122314460184,1324.1306884695036
2000-03-08,1355.6199951171875,1373.7900390625,1346.6199951171875,1366.699951171875,1203000000,1376.3755004882812,1424.495721055287,1328.2552799212754
2000-03-09,1366.699951171875,1401.8199462890625,1357.8800048828125,1401.68994140625,1123000000,1375.8744995117188,1422.6351802829859,1329.1138187404517
2000-03-10,1401.68994140625,1413.4599609375,1392.0699462890625,1395.0699462890625,1138800000,1374.7864990234375,1418.4445166014566,1331.1284814454184
2000-03-13,1395.0699462890625,1398.3900146484375,1364.8399658203125,1383.6199951171875,1016100000,1374.6114990234375,1418.0890428867779,1331.1339551600972
2000-03-14,1383.6199951171875,1395.1500244140625,1359.1500244140625,1359.1500244140625,1094000000,1373.072003173828,1416.4445751486796,1329.6994311989765
2000-03-15,1359.1500244140625,1397.989990234375,1356.989990234375,1392.1400146484375,1302800000,1372.5765014648437,1414.7654411264762,1330.3875618032112
2000-03-16,1392.1500244140625,1458.469970703125,1392.1500244140625,1458.469970703125,1482300000,1376.1164978027343,1432.9705085266996,1319.262487078769
2000-03-17,1458.469970703125,1477.3299560546875,1453.3199462890625,1464.469970703125,1295100000,1379.9269958496093,1449.0908309790607,1310.7631607201579
2000-03-20,1464.469970703125,1470.300048828125,1448.489990234375,1456.6300048828125,920800000,1385.4539978027344,1460.6375954097205,1310.2704001957484
2000-03-21,1456.6300048828125,1493.9200439453125,1446.06005859375,1493.8699951171875,1065900000,1392.538995361328,1480.1890009031815,1304.8889898194745
2000-03-22,1493.8699951171875,1505.0799560546875,1487.3299560546875,1500.6400146484375,1075000000,1399.5364990234375,1498.1416696710546,1300.9313283758204
2000-03-23,1500.6400146484375,1532.5,1492.3900146484375,1527.3499755859375,1078300000,1408.2324951171875,1519.5709804509756,1296.8940097833993
2000-03-24,1527.3499755859375,1552.8699951171875,1516.8299560546875,1527.4599609375,1052200000,1417.9374938964843,1535.462660620546,1300.4123271724225
2000-03-27,1527.4599609375,1534.6300048828125,1518.4599609375,1523.8599853515625,901000000,1426.7279907226562,1548.4677004514676,1304.9882809938447
