Date,Close,RSI,RSI_DwellTime_Over70,RSI_DwellTime_Under30,RSI_Slope_5,RSI_DistanceTo50,RSI_Divergence,RSI_OverboughtCount_14,RSI_OversoldCount_14,RSI_Close_Corr_14,RSI_Volatility_14,RSI_ExtremeCount_14
1980-02-21,115.27999877929688,54.14384795314118,0,0,-21.56814629880484,4.143847953141183,0,7.0,0.0,0.5465707241122748,8.656110274416562,0.0
1980-02-22,115.04000091552734,53.07584176957838,0,0,-10.78681592085045,3.075841769578382,0,6.0,0.0,0.6509867201170902,9.235378965144301,0.0
1980-02-25,113.33000183105467,46.09857489597784,0,0,-10.498806987901311,3.9014251040221595,0,6.0,0.0,0.8005537021902877,10.63214132453107,0.0
1980-02-26,113.9800033569336,48.85107976376748,0,0,-3.7607326942622734,1.1489202362325202,0,6.0,0.0,0.8914941754039019,11.316415251194384,0.0
1980-02-27,112.37999725341795,43.02660374486116,0,0,-16.645722912367418,6.973396255138837,0,5.0,0.0,0.9418686019431332,12.125046205677178,0.0
1980-02-28,112.3499984741211,42.92327001129812,0,0,-11.220577941843061,7.076729988701878,0,4.0,0.0,0.9711582514163711,12.357261193138632,0.0
1980-02-29,113.66000366210938,48.71549398774302,0,0,-4.360347781835365,1.2845060122569834,0,3.0,0.0,0.9757813730663175,11.172515348724946,0.0
1980-03-03,112.5,44.41708852861783,0,0,-1.6814863673600087,5.582911471382168,0,2.0,0.0,0.9806256448184908,10.636073838115538,0.0
1980-03-04,112.77999877929688,45.66336520482657,0,0,-3.187714558940911,4.336634795173431,0,1.0,0.0,0.9817132270296405,9.204185220238983,0.0
1980-03-05,111.12999725341795,39.97514827916487,0,0,-3.051455465696293,10.02485172083513,0,0.0,0.0,0.9862003491272432,6.961815285700644,0.0
1980-03-06,108.6500015258789,33.267379306666754,0,0,-9.655890704631368,16.732620693333246,0,0.0,0.0,0.9880712136178867,7.067895418912546,0.0
1980-03-07,106.9000015258789,29.505054903365437,0,1,-19.21043908437758,20.494945096634563,0,0.0,1.0,0.9885383397547711,8.10354875828934,0.0
1980-03-10,106.51000213623048,28.72537923262608,0,2,-15.691709295991753,21.27462076737392,0,0.0,2.0,0.9896521066908743,9.032478366176512,0.0
1980-03-11,107.77999877929688,34.7702446237827,0,0,-10.893120581043867,15.229755376217298,0,0.0,2.0,0.9876487601361894,8.148696545457328,0.0
1980-03-12,106.87000274658205,32.634495523943244,0,0,-7.340652755221626,17.365504476056756,0,0.0,2.0,0.9843171368716638,7.776986889425577,0.0
1980-03-13,105.62000274658205,29.91615730361885,0,1,-3.351222003047905,20.08384269638115,0,0.0,3.0,0.982662276313296,7.427573096162947,0.0
1980-03-14,105.43000030517578,29.513732650393575,0,2,0.008677747028137617,20.486267349606425,0,0.0,4.0,0.9812578128740922,7.5602473119158775,0.0
1980-03-17,102.26000213623048,23.768953423485428,0,3,-4.956425809140651,26.231046576514572,0,0.0,5.0,0.9795093619213465,7.7585848385655884,0.0
1980-03-18,104.0999984741211,32.03804324843384,0,0,-2.7322013753488648,17.961956751566163,0,0.0,5.0,0.9565860602032564,7.56852230982802,0.0
1980-03-19,104.30999755859376,32.932223068857525,0,0,0.2977275449142809,17.067776931142475,0,0.0,5.0,0.9323584968321169,7.271476719116957,0.0
1980-03-20,103.12000274658205,30.484561899015617,0,0,0.5684045953967676,19.515438100984383,0,0.0,5.0,0.8971787838465934,6.1084655997060775,0.0
