Date,Close+1,Close_Direction,Volume,RSI,MACD,Signal_Line,RSI_Overbought,RSI_Oversold,RSI_Overbought_Streak,RSI_Oversold_Streak,RSI_CrossOver_70,RSI_CrossUnder_30,RSI_Slope,MACD_BullishCrossover,MACD_BearishCrossover,MACD_Bullish_Streak,MACD_Bearish_Streak,MACD_ZeroLine_Crossover,MACD_Slope,BB_UpperBreak,BB_LowerBreak,BB_UpperBreak_Streak,BB_LowerBreak_Streak,BB_Squeeze
1987-04-22,286.82001,0,185900000,46.47949,-0.90410,0.11337,0,0,0,0,0,0,-6.46641,0,0,0,17,0,-0.16203,0,0,0,0,0
1987-04-23,281.51999,0,173900000,46.09797,-1.05026,-0.11936,0,0,0,0,0,0,-0.38152,0,0,0,18,0,-0.14616,0,0,0,0,0
1987-04-24,281.82999,1,178000000,40.91687,-1.57560,-0.41060,0,0,0,0,0,0,-5.18111,0,0,0,19,0,-0.52534,0,0,0,0,0
1987-04-27,282.51001,1,222700000,41.33221,-1.94450,-0.71738,0,0,0,0,0,0,0.41534,0,0,0,20,0,-0.36891,0,0,0,0,0
1987-04-28,284.57001,1,180100000,42.29059,-2.15712,-1.00533,0,0,0,0,0,0,0.95838,0,0,0,21,0,-0.21262,0,0,0,0,0
1987-04-29,288.35999,1,173600000,45.21047,-2.13479,-1.23122,0,0,0,0,0,0,2.91988,0,0,0,22,0,0.02233,0,0,0,0,0
1987-04-30,288.03000,0,183100000,50.20254,-1.79064,-1.34311,0,0,0,0,0,0,4.99206,0,0,0,23,0,0.34416,0,0,0,0,0
1987-05-01,289.35999,1,160100000,49.77727,-1.52692,-1.37987,0,0,0,0,0,0,-0.42526,0,0,0,24,0,0.26372,0,0,0,0,0
1987-05-04,295.34000,1,140600000,51.55837,-1.19680,-1.34326,0,0,0,0,0,0,1.78109,1,0,1,0,0,0.33012,0,0,0,0,0
1987-05-05,295.47000,1,192300000,58.65774,-0.44749,-1.16410,0,0,0,0,0,0,7.09937,0,0,2,0,0,0.74931,0,0,0,0,0
1987-05-06,294.70999,0,196600000,58.79911,0.15505,-0.90027,0,0,0,0,0,0,0.14137,0,0,3,0,1,0.60254,0,0,0,0,0
1987-05-07,293.37000,0,215200000,57.55997,0.56473,-0.60727,0,0,0,0,0,0,-1.23914,0,0,4,0,0,0.40968,0,0,0,0,0
1987-05-08,291.57001,0,161900000,55.34534,0.77238,-0.33134,0,0,0,0,0,0,-2.21463,0,0,5,0,0,0.20764,0,0,0,0,0
1987-05-11,293.29999,1,203700000,52.42732,0.78267,-0.10854,0,0,0,0,0,0,-2.91802,0,0,6,0,0,0.01029,0,0,0,0,0
1987-05-12,293.98001,1,155300000,54.88908,0.91982,0.09713,0,0,0,0,0,0,2.46176,0,0,7,0,0,0.13715,0,0,0,0,0
1987-05-13,294.23999,1,171000000,55.85608,1.07104,0.29191,0,0,0,0,0,0,0.96700,0,0,8,0,0,0.15122,0,0,0,0,0
1987-05-14,287.42999,0,152000000,56.24227,1.19805,0.47314,0,0,0,0,0,0,0.38619,0,0,9,0,0,0.12701,0,0,0,0,0
1987-05-15,286.64999,0,180800000,45.10980,0.74066,0.52664,0,0,0,0,0,0,-11.13246,0,0,10,0,0,-0.45739,0,0,0,0,0
1987-05-18,279.62000,0,174200000,44.03469,0.31164,0.48364,0,0,0,0,0,0,-1.07512,0,1,0,1,0,-0.42902,0,0,0,0,0
1987-05-19,278.20999,0,175400000,35.76192,-0.58884,0.26915,0,0,0,0,0,0,-8.27277,0,0,0,2,0,-0.90047,0,0,0,0,0
1987-05-20,280.17001,1,206800000,34.36731,-1.40010,-0.06470,0,0,0,0,0,0,-1.39461,0,0,0,3,0,-0.81127,0,0,0,0,0
1987-05-21,282.16000,1,164800000,37.98753,-1.86340,-0.42444,0,0,0,0,0,0,3.62022,0,0,0,4,0,-0.46330,0,0,0,0,0
1987-05-22,289.10999,1,135800000,41.51478,-2.04640,-0.74883,0,0,0,0,0,0,3.52724,0,0,0,5,0,-0.18300,0,0,0,0,0
1987-05-26,288.73001,0,152500000,51.82163,-1.61205,-0.92148,0,0,0,0,0,0,10.30685,0,0,0,6,0,0.43436,0,0,0,0,0
1987-05-27,290.76001,1,171400000,51.28944,-1.28368,-0.99392,0,0,0,0,0,0,-0.53219,0,0,0,7,0,0.32837,0,0,0,0,0
1987-05-28,290.10001,0,153800000,54.00695,-0.84984,-0.96510,0,0,0,0,0,0,2.71751,1,0,1,0,0,0.43383,0,0,0,0,0
1987-05-29,289.82999,0,153500000,52.97221,-0.55291,-0.88266,0,0,0,0,0,0,-1.03474,0,0,2,0,0,0.29693,0,0,0,0,0
1987-06-01,288.45999,0,149300000,52.52879,-0.33551,-0.77323,0,0,0,0,0,0,-0.44342,0,0,3,0,0,0.21740,0,0,0,0,0
1987-06-02,293.47000,1,153400000,50.23134,-0.27064,-0.67272,0,0,0,0,0,0,-2.29746,0,0,4,0,0,0.06486,0,0,0,0,0
1987-06-03,295.09000,1,164200000,57.54425,0.18292,-0.50159,0,0,0,0,0,0,7.31292,0,0,5,0,1,0.45356,0,0,0,0,0
1987-06-04,293.45001,0,140300000,59.61086,0.66542,-0.26819,0,0,0,0,0,0,2.06661,0,0,6,0,0,0.48250,0,0,0,0,0
1987-06-05,296.72000,1,129100000,56.60685,0.90504,-0.03354,0,0,0,0,0,0,-3.00401,0,0,7,0,0,0.23962,0,0,0,0,0
1987-06-08,297.28000,1,136400000,60.84393,1.34332,0.24183,0,0,0,0,0,0,4.23708,0,0,8,0,0,0.43828,0,0,0,0,0
1987-06-09,297.47000,1,164200000,61.53659,1.71606,0.53668,0,0,0,0,0,0,0.69266,0,0,9,0,0,0.37274,0,0,0,0,0
1987-06-10,298.73001,1,197400000,61.78361,2.00370,0.83008,0,0,0,0,0,0,0.24702,0,0,10,0,0,0.28764,0,0,0,0,0
1987-06-11,301.62000,1,138900000,63.45952,2.30673,1.12541,0,0,0,0,0,0,1.67592,0,0,11,0,0,0.30304,0,0,0,0,0
1987-06-12,303.14001,1,175100000,67.03075,2.74840,1.45001,0,0,0,0,0,0,3.57123,0,0,12,0,0,0.44167,0,0,0,0,0
1987-06-15,304.76001,1,156900000,68.76014,3.18438,1.79688,0,0,0,0,0,0,1.72938,0,0,13,0,0,0.43597,0,0,0,0,0
1987-06-16,304.81000,1,157800000,70.53412,3.61890,2.16129,1,0,1,0,1,0,1.77399,0,0,14,0,0,0.43452,0,0,0,0,0
1987-06-17,305.69000,1,184700000,70.58962,3.92208,2.51344,1,0,2,0,0,0,0.05550,0,0,15,0,0,0.30318,0,0,0,0,0
1987-06-18,306.97000,1,168600000,71.60360,4.18511,2.84778,1,0,3,0,0,0,1.01397,0,0,16,0,0,0.26304,0,0,0,0,0
1987-06-19,309.64999,1,220500000,73.05857,4.44561,3.16734,1,0,4,0,0,0,1.45498,0,0,17,0,0,0.26050,0,0,0,0,0
1987-06-22,308.42999,0,178200000,75.84880,4.81283,3.49644,1,0,5,0,0,0,2.79023,0,0,18,0,0,0.36722,0,0,0,0,0
1987-06-23,306.85999,0,194200000,72.18383,4.94837,3.78683,1,0,6,0,0,0,-3.66497,0,0,19,0,0,0.13554,0,0,0,0,0
1987-06-24,308.95999,1,153800000,67.65342,4.87293,4.00405,0,0,0,0,0,0,-4.53041,0,0,20,0,0,-0.07544,0,0,0,0,0
1987-06-25,307.16000,0,173500000,70.33531,4.92581,4.18840,1,0,1,0,1,0,2.68189,0,0,21,0,0,0.05288,0,0,0,0,0
1987-06-26,307.89999,1,150500000,65.33505,4.76752,4.30422,0,0,0,0,0,0,-5.00026,0,0,22,0,0,-0.15829,0,0,0,0,0
1987-06-29,304.00000,0,142500000,66.39282,4.64820,4.37302,0,0,0,0,0,0,1.05777,0,0,23,0,0,-0.11932,0,0,0,0,0
1987-06-30,302.94000,0,165500000,56.59167,4.19064,4.33654,0,0,0,0,0,0,-9.80115,0,1,0,1,0,-0.45756,0,0,0,0,0
1987-07-01,305.63000,1,157000000,54.24764,3.69983,4.20920,0,0,0,0,0,0,-2.34403,0,0,0,2,0,-0.49081,0,0,0,0,0
1987-07-02,304.92001,0,154900000,58.90011,3.48772,4.06491,0,0,0,0,0,0,4.65247,0,0,0,3,0,-0.21211,0,0,0,0,0
1987-07-06,307.39999,1,155000000,57.24550,3.22516,3.89696,0,0,0,0,0,0,-1.65461,0,0,0,4,0,-0.26257,0,0,0,0,0
1987-07-07,308.29001,1,200700000,61.33166,3.18052,3.75367,0,0,0,0,0,0,4.08616,0,0,0,5,0,-0.04464,0,0,0,0,0
1987-07-08,307.51999,0,207500000,62.70909,3.18030,3.63900,0,0,0,0,0,0,1.37743,0,0,0,6,0,-0.00022,0,0,0,0,0
1987-07-09,308.37000,1,195400000,60.69465,3.08246,3.52769,0,0,0,0,0,0,-2.01444,0,0,0,7,0,-0.09784,0,0,0,0,0
1987-07-10,307.63000,0,172100000,62.14044,3.03849,3.42985,0,0,0,0,0,0,1.44579,0,0,0,8,0,-0.04398,0,0,0,0,0
1987-07-13,310.67999,1,152500000,60.06891,2.91038,3.32595,0,0,0,0,0,0,-2.07153,0,0,0,9,0,-0.12811,0,0,0,0,0
1987-07-14,310.42001,0,185900000,65.21591,3.02014,3.26479,0,0,0,0,0,0,5.14700,0,0,0,10,0,0.10977,0,0,0,0,0
1987-07-15,312.70001,1,202300000,64.45328,3.05098,3.22203,0,0,0,0,0,0,-0.76263,0,0,0,11,0,0.03084,0,0,0,0,0
1987-07-16,314.59000,1,210900000,67.98872,3.22226,3.22208,0,0,0,0,0,0,3.53544,1,0,1,0,0,0.17127,1,0,1,0,0
1987-07-17,311.39001,0,210000000,70.59915,3.47050,3.27176,1,0,1,0,1,0,2.61043,0,0,2,0,0,0.24824,1,0,2,0,0
1987-07-20,308.54999,0,168100000,61.46055,3.37016,3.29144,0,0,0,0,0,0,-9.13860,0,0,3,0,0,-0.10033,0,0,0,0,0
1987-07-21,308.47000,0,186600000,54.69384,3.02660,3.23847,0,0,0,0,0,0,-6.76672,0,1,0,1,0,-0.34357,0,0,0,0,0
1987-07-22,307.81000,0,174700000,54.51180,2.71655,3.13409,0,0,0,0,0,0,-0.18203,0,0,0,2,0,-0.31005,0,0,0,0,0
1987-07-23,309.26999,1,163700000,52.94592,2.39002,2.98527,0,0,0,0,0,0,-1.56588,0,0,0,3,0,-0.32652,0,0,0,0,0
1987-07-24,310.64999,1,158400000,55.95967,2.22343,2.83290,0,0,0,0,0,0,3.01376,0,0,0,4,0,-0.16659,0,0,0,0,0
1987-07-27,312.32999,1,152000000,58.65522,2.17765,2.70185,0,0,0,0,0,0,2.69554,0,0,0,5,0,-0.04577,0,0,0,0,0
1987-07-28,315.64999,1,172600000,61.72641,2.25099,2.61168,0,0,0,0,0,0,3.07119,0,0,0,6,0,0.07334,0,0,0,0,0
1987-07-29,318.04999,1,196200000,66.95109,2.54764,2.59887,0,0,0,0,0,0,5.22468,0,0,0,7,0,0.29665,1,0,1,0,0
1987-07-30,318.66000,1,208000000,70.12585,2.94248,2.66759,1,0,1,0,1,0,3.17476,1,0,1,0,0,0.39484,1,0,2,0,0
1987-07-31,317.57001,0,181900000,70.89126,3.26695,2.78747,1,0,2,0,0,0,0.76541,0,0,2,0,0,0.32447,1,0,3,0,0
1987-08-03,316.23001,0,207800000,67.56038,3.39699,2.90937,0,0,0,0,0,0,-3.33088,0,0,3,0,0,0.13004,0,0,0,0,0
1987-08-04,318.45001,1,166500000,63.60387,3.35326,2.99815,0,0,0,0,0,0,-3.95651,0,0,4,0,0,-0.04373,0,0,0,0,0
1987-08-05,322.09000,1,192700000,67.04697,3.45788,3.09010,0,0,0,0,0,0,3.44310,0,0,5,0,0,0.10462,0,0,0,0,0
1987-08-06,323.00000,1,192000000,71.76363,3.79082,3.23024,1,0,1,0,1,0,4.71666,0,0,6,0,0,0.33293,1,0,1,0,0
1987-08-07,328.00000,1,212700000,72.81138,4.08105,3.40040,1,0,2,0,0,0,1.04774,0,0,7,0,0,0.29024,1,0,2,0,0
1987-08-10,333.32999,1,187200000,77.70625,4.66080,3.65248,1,0,3,0,0,0,4.89487,0,0,8,0,0,0.57975,1,0,3,0,0
1987-08-11,332.39001,0,278100000,81.52469,5.48709,4.01940,1,0,4,0,0,0,3.81844,0,0,9,0,0,0.82629,1,0,4,0,0
1987-08-12,334.64999,1,235800000,78.95628,5.99695,4.41491,1,0,5,0,0,0,-2.56840,0,0,10,0,0,0.50986,1,0,5,0,0
1987-08-13,333.98999,0,217100000,80.54342,6.50835,4.83360,1,0,6,0,0,0,1.58714,0,0,11,0,0,0.51141,1,0,6,0,0
1987-08-14,334.10999,1,196100000,78.67718,6.78221,5.22332,1,0,7,0,0,0,-1.86624,0,0,12,0,0,0.27385,0,0,0,0,0
1987-08-17,329.25000,0,166100000,78.77348,6.92905,5.56447,1,0,8,0,0,0,0.09630,0,0,13,0,0,0.14684,0,0,0,0,0
1987-08-18,329.82999,1,198400000,65.81000,6.57744,5.76706,0,0,0,0,0,0,-12.96348,0,0,14,0,0,-0.35161,0,0,0,0,0
1987-08-19,334.84000,1,180900000,66.51814,6.27327,5.86830,0,0,0,0,0,0,0.70814,0,0,15,0,0,-0.30417,0,0,0,0,0
1987-08-20,335.89999,1,196600000,71.92708,6.36314,5.96727,1,0,1,0,1,0,5.40895,0,0,16,0,0,0.08986,0,0,0,0,0
1987-08-21,333.32999,0,189600000,72.92373,6.44558,6.06293,1,0,2,0,0,0,0.99665,0,0,17,0,0,0.08245,0,0,0,0,0
1987-08-24,336.76999,1,149400000,66.73733,6.23171,6.09669,0,0,0,0,0,0,-6.18640,0,0,18,0,0,-0.21387,0,0,0,0,0
1987-08-25,334.57001,0,213500000,70.36169,6.26755,6.13086,1,0,1,0,1,0,3.62436,0,0,19,0,0,0.03584,0,0,0,0,0
1987-08-26,331.38000,0,196200000,65.45002,6.04870,6.11443,0,0,0,0,0,0,-4.91167,0,1,0,1,0,-0.21885,0,0,0,0,0
1987-08-27,327.04001,0,163600000,59.01684,5.55384,6.00231,0,0,0,0,0,0,-6.43318,0,0,0,2,0,-0.49486,0,0,0,0,0
1987-08-28,329.79999,1,156300000,51.58760,4.75662,5.75317,0,0,0,0,0,0,-7.42924,0,0,0,3,0,-0.79722,0,0,0,0,0
1987-08-31,323.39999,0,165800000,55.43008,4.29798,5.46213,0,0,0,0,0,0,3.84248,0,0,0,4,0,-0.45864,0,0,0,0,0
1987-09-01,321.67999,0,193500000,46.26095,3.37913,5.04553,0,0,0,0,0,0,-9.16912,0,0,0,5,0,-0.91885,0,0,0,0,0
1987-09-02,320.20999,0,199900000,44.14736,2.48352,4.53313,0,0,0,0,0,0,-2.11359,0,0,0,6,0,-0.89561,0,0,0,0,0
1987-09-03,316.70001,0,165200000,42.36582,1.63626,3.95376,0,0,0,0,0,0,-1.78154,0,0,0,7,0,-0.84726,0,1,0,1,0
1987-09-04,313.56000,0,129100000,38.38291,0.67380,3.29776,0,0,0,0,0,0,-3.98291,0,0,0,8,0,-0.96245,0,1,0,2,0
1987-09-08,313.92001,1,242900000,35.19520,-0.33842,2.57053,0,0,0,0,0,0,-3.18772,0,0,0,9,0,-1.01222,0,1,0,3,0
1987-09-09,317.13000,1,164900000,35.85299,-1.09889,1.83664,0,0,0,0,0,0,0.65780,0,0,0,10,0,-0.76048,0,0,0,0,0
1987-09-10,321.98001,1,179800000,41.54989,-1.42612,1.18409,0,0,0,0,0,0,5.69689,0,0,0,11,0,-0.32722,0,0,0,0,0
1987-09-11,323.07999,1,178000000,48.92982,-1.27934,0.69140,0,0,0,0,0,0,7.37993,0,0,0,12,0,0.14678,0,0,0,0,0
1987-09-14,317.73999,0,154400000,50.45763,-1.06202,0.34072,0,0,0,0,0,0,1.52781,0,0,0,13,0,0.21732,0,0,0,0,0
1987-09-15,314.85999,0,136200000,43.63327,-1.30564,0.01145,0,0,0,0,0,0,-6.82436,0,0,0,14,0,-0.24361,0,0,0,0,0
1987-09-16,314.92999,1,195700000,40.45531,-1.71137,-0.33311,0,0,0,0,0,0,-3.17795,0,0,0,15,0,-0.40573,0,0,0,0,0
1987-09-17,314.85999,0,150700000,40.56862,-2.00416,-0.66732,0,0,0,0,0,0,0.11331,0,0,0,16,0,-0.29279,0,0,0,0,0
1987-09-18,310.54001,0,188100000,40.48565,-2.21630,-0.97712,0,0,0,0,0,0,-0.08297,0,0,0,17,0,-0.21214,0,0,0,0,0
1987-09-21,319.50000,1,170100000,35.64156,-2.70186,-1.32207,0,0,0,0,0,0,-4.84409,0,0,0,18,0,-0.48556,0,0,0,0,0
