Datum,Tatsächlicher_Open,Vorhergesagter_Open,Differenz
2015-12-21,2010.2699364340517,2002.1562713693131,-8.113665064738598
2015-12-22,2023.149940983276,2029.4925248374059,6.342583854129771
2015-12-23,2042.19989821504,2042.8490558882916,0.6491576732514659
2015-12-24,2063.5200269844063,2068.9281819450116,5.408154960605316
2015-12-28,2057.7700121622183,2062.9294278102316,5.159415648013237
2015-12-29,2060.5399903387297,2052.651426293378,-7.8885640453518135
2015-12-30,2077.340011844499,2085.7052814694907,8.365269624991925
2015-12-31,2060.5901321728015,2060.3317226493527,-0.2584095234487904
2016-01-04,2038.200012479938,2045.6005890329836,7.400576553045539
2016-01-05,2013.7800438970592,2000.3384508062302,-13.441593090828974
2016-01-06,2011.7099024618076,2023.8875631780686,12.177660716261016
2016-01-07,1985.319897033842,1981.8146246762628,-3.505272357579088
2016-01-08,1945.9700182780946,1942.438242379649,-3.5317758984456304
2016-01-11,1926.1199406369271,1929.8479860001682,3.728045363241108
2016-01-12,1927.8299562567556,1922.5172498588656,-5.312706397889997
2016-01-13,1940.3399857017214,1945.442812708425,5.102827006703592
2016-01-14,1891.6800219046856,1892.6069295230993,0.9269076184136793
2016-01-15,1916.6800240609884,1927.496333982199,10.816309921210632
2016-01-19,1888.6600508697304,1870.4136165289676,-18.24643434076279
2016-01-20,1876.1801065252077,1895.96070191059,19.780595385382185
2016-01-21,1861.459896665547,1839.0536599545887,-22.406236710958183
2016-01-22,1877.399985716984,1890.598032756607,13.198047039622907
2016-01-25,1906.280070440553,1911.067003892604,4.7869334520510165
2016-01-26,1878.7899889886469,1879.8734107605562,1.083421771909343
2016-01-27,1902.5199701191016,1910.6547663853419,8.1347962662403
2016-01-28,1885.2199628964447,1884.0090376036098,-1.2109252928348724
2016-01-29,1893.9999771204023,1898.0924461705583,4.092469050156069
2016-02-01,1936.9400111956932,1942.6792813391514,5.7392701434582705
2016-02-02,1935.2600806763078,1936.1475911393793,0.8875104630715214
2016-02-03,1907.0699834051632,1901.1926441400285,-5.877339265134651
2016-02-04,1911.6699594473178,1907.4607315549658,-4.209227892351919
2016-02-05,1913.069991085795,1920.0280659531566,6.958074867361574
2016-02-08,1873.2500326356242,1874.9235163477717,1.673483712147572
2016-02-09,1848.4599098705078,1844.10795682903,-4.351953041477827
2016-02-10,1857.1000641930007,1856.888394022026,-0.21167017097468488
2016-02-11,1847.000066187102,1862.6421694817693,15.642103294667322
2016-02-12,1833.3999890850102,1815.689176978922,-17.71081210608827
2016-02-16,1871.4399124256308,1876.2431419737552,4.803229548124364
2016-02-17,1898.7999832649077,1897.5713292521689,-1.2286540127388434
2016-02-18,1927.5699350314974,1930.9023971395075,3.332462108010077
2016-02-19,1916.7400151838958,1917.020988532677,0.28097334878111724
2016-02-22,1924.4400101175418,1914.608808157864,-9.831201959677855
2016-02-23,1942.3800420365299,1953.0649087212807,10.684866684750887
2016-02-24,1917.5600132489492,1916.3755914969809,-1.1844217519683298
2016-02-25,1931.869955459115,1922.5942533897617,-9.275702069353429
2016-02-26,1954.9498835264242,1955.331140543349,0.38125701692479197
2016-02-29,1947.1300854249423,1950.1210458273274,2.990960402385099
2016-03-01,1937.0898994639722,1932.547765608979,-4.542133854993153
2016-03-02,1976.6000530107706,1979.5131144923655,2.913061481594923
2016-03-03,1985.599974992729,1979.7235311174884,-5.876443875240511
2016-03-04,1994.0100141124278,1989.4121870060192,-4.597827106408658
