Date,Vorhergesagt,Tatsächlich,Differenz
2016-04-21,2000.5029363968015,1993.2434368302256,7.259499566575869
2016-04-22,1989.4856135373311,1993.3435301175405,-3.8579165802093485
2016-04-25,1987.966031496403,1989.5534015837666,-1.5873700873635244
2016-04-26,1983.5536298801162,1993.463394918399,-9.909765038282785
2016-04-27,1992.983759183594,1996.9133475003991,-3.929588316805166
2016-04-28,1991.5979879218276,1977.5734531586386,14.024534763188967
2016-04-29,1976.7548771916563,1967.0634814592086,9.691395732447745
2016-05-02,1961.0508229654806,1983.193329352057,-22.142506386576315
2016-05-03,1982.6167778946137,1965.1334639808783,17.4833139137354
2016-05-04,1960.124033268121,1952.883599089605,7.240434178515898
2016-05-05,1951.6766541065863,1952.3933714725445,-0.7167173659581749
2016-05-06,1954.4644375162443,1958.90331883817,-4.438881321925692
2016-05-09,1953.8259235476062,1960.4534408062682,-6.62751725866201
2016-05-10,1962.5218588794041,1986.1532308483675,-23.63137196896332
2016-05-11,1983.3580331211306,1966.2233686649733,17.134664456157225
2016-05-12,1965.5652597141625,1965.8734834877987,-0.30822377363620035
2016-05-13,1964.3533718527578,1948.3733990938254,15.97997275893249
2016-05-16,1948.5494008706382,1968.423302609449,-19.873901738810673
2016-05-17,1967.7147056865533,1948.9734292236017,18.741276462951646
2016-05-18,1946.635800809804,1949.3933973550338,-2.757596545229717
2016-05-19,1949.3916320413246,1941.803431062085,7.588200979239446
2016-05-20,1935.60823913082,1954.0834828177867,-18.475243686966678
2016-05-23,1956.9874238695138,1949.8034797296941,7.183944139819687
2016-05-24,1948.5435753353977,1977.8234215798693,-29.279846244471628
2016-05-25,1976.755406785769,1992.3034072800465,-15.548000494277403
2016-05-26,1989.5149177449048,1991.8634911036997,-2.3485733587949653
2016-05-27,1987.683581302922,2000.8235173664025,-13.13993606348049
2016-05-31,1995.9595485032878,1998.713437889728,-2.753889386440278
2016-06-01,1993.8727711675756,2001.0934338325478,-7.220662664972224
2016-06-02,1992.798401244122,2007.0234756446825,-14.225074400560516
2016-06-03,2000.0557824342468,2000.8932472579181,-0.8374648236713256
2016-06-06,1993.140519040976,2011.173375112403,-18.032856071426977
2016-06-07,2009.7846028173308,2013.8933704756255,-4.10876765829471
2016-06-08,2011.3818586614661,2020.8834831701688,-9.501624508702662
2016-06-09,2015.9734396192425,2017.2434063016817,-1.2699666824391898
2016-06-10,2009.5122149119925,1997.8334290056637,11.678785906328812
2016-06-13,1992.1838955419298,1980.82339569738,11.36049984454985
2016-06-14,1980.8869469909132,1977.083402072949,3.8035449179642455
2016-06-15,1972.5078854699268,1973.2634397374886,-0.7555542675618199
2016-06-16,1976.5089689919569,1979.7534390581995,-3.244470066242684
2016-06-17,1969.8299045729846,1972.9834609832005,-3.1535564102159697
2016-06-20,1973.082318550919,1985.0133677863005,-11.931049235381579
2016-06-21,1989.0991863663749,1990.6632543127762,-1.5640679464013374
2016-06-22,1988.811263700395,1987.213301730776,1.597961969619064
2016-06-23,1988.8153239219264,2015.0835449784063,-26.268221056479888
2016-06-24,2011.8343085651486,1939.1734666980346,72.66084186711396
2016-06-27,1936.1952059391479,1902.3034776292434,33.891728309904465
2016-06-28,1902.477537560976,1937.8533651062526,-35.37582754527648
2016-06-29,1940.9421345033388,1972.533482518711,-31.591348015372205
2016-06-30,1972.4063799316446,2000.6235073231437,-28.21712739149916
2016-07-01,1995.942424960308,2004.7133861247494,-8.77096116444136
2016-07-05,2002.8068473187523,1990.3135456669725,12.493301651779802
2016-07-06,1982.309613309203,2001.4934539190654,-19.183840609862273
2016-07-07,1994.2237155329758,1999.663353196679,-5.439637663703252
2016-07-08,1997.737925533993,2031.6633713357442,-33.925445801751266
2016-07-11,2028.7059412786266,2038.9234004964328,-10.217459217806208
2016-07-12,2034.9371456095605,2053.9033230390714,-18.966177429510935
2016-07-13,2048.670756673464,2054.1933640815023,-5.522607408038311
2016-07-14,2046.7050798582068,2065.51343824211,-18.808358383903396
2016-07-15,2062.5992583708694,2063.5034520527506,-0.9041936818812246
2016-07-18,2055.708885900899,2068.653225205394,-12.94433930449486
2016-07-19,2062.379123751325,2065.5434485751675,-3.164324823842435
2016-07-20,2057.053348821869,2074.7834535921584,-17.730104770289472
2016-07-21,2069.7321849444916,2066.9332800584652,2.798904886026321
2016-07-22,2059.4354631411397,2076.793439781518,-17.357976640378183
2016-07-25,2069.2675543762152,2070.2434197946923,-0.9758654184770421
2016-07-26,2062.7005873777807,2070.9433666804125,-8.242779302631789
2016-07-27,2066.3004150936968,2068.3434126494194,-2.04299755572265
2016-07-28,2064.3755170251234,2071.823552095848,-7.4480350707244725
2016-07-29,2066.0760437212502,2075.36353567702,-9.287491955769838
2016-08-01,2070.2716648140404,2072.6034676925974,-2.3318028785570277
2016-08-02,2068.417555825208,2058.793418545083,9.624137280125069
2016-08-03,2053.4831783762684,2065.5535108633103,-12.070332487041924
2016-08-04,2062.09402558728,2066.0133750845716,-3.9193494972914777
2016-08-05,2063.697460029398,2084.6335510270683,-20.936090997670362
2016-08-08,2081.552372478932,2082.6532221080242,-1.1008496290924086
2016-08-09,2078.6161261863253,2083.503397190402,-4.887271004076865
2016-08-10,2081.129756376936,2077.25348053415,3.876275842785617
2016-08-11,2073.311888084122,2087.5533799021787,-14.241491818056602
2016-08-12,2085.3668623418935,2085.8134867103354,-0.4466243684419169
2016-08-15,2079.913278699887,2091.9133517013006,-12.000073001413512
2016-08-16,2090.17204625849,2079.913278699887,10.258767558602813
2016-08-17,2075.007824964605,2083.983385987949,-8.975561023344198
2016-08-18,2077.8506861619917,2088.7834504947887,-10.932764332796978
2016-08-19,2084.9536024025565,2085.633601243362,-0.6799988408056379
2016-08-22,2078.2282867644017,2084.403354119381,-6.1750673549795465
2016-08-23,2079.9452308780246,2088.6632326311883,-8.718001753163662
2016-08-24,2088.927147030722,2077.2033456248073,11.723801405914855
2016-08-25,2071.8600940896295,2074.233381840354,-2.3732877507245576
2016-08-26,2072.523322450197,2070.8033773032685,1.7199451469286942
2016-08-29,2070.1383836289915,2082.14322297742,-12.004839348428504
2016-08-30,2078.8842773387614,2077.883520996984,1.00075634177756
2016-08-31,2074.1249915786057,2072.713446736684,1.4115448419215681
2016-09-01,2066.938399468222,2072.623592268883,-5.685192800660843
2016-09-02,2067.036197847715,2081.7433794222734,-14.70718157455849
2016-09-06,2081.815757284353,2088.243441031127,-6.427683746774164
2016-09-07,2082.020004080514,2087.923389655639,-5.9033855751249575
2016-09-08,2082.9851010853645,2083.0634810140555,-0.07837992869099253
2016-09-09,2078.761411504597,2029.5734164353553,49.18799506924188
2016-09-12,2026.3640761119268,2060.8034047344427,-34.43932862251586
2016-09-13,2056.032291372435,2028.783438550463,27.248852821971923
2016-09-14,2024.9329362878325,2027.5334199129384,-2.6004836251058805
2016-09-15,2031.810775030467,2049.0234663525735,-17.212691322106366
2016-09-16,2045.1381874098706,2040.9233243976496,4.214863012221031
2016-09-19,2038.7362772432516,2040.8836048391913,-2.1473275959397142
2016-09-20,2043.0934245404387,2041.523354527426,1.5700700130128098
2016-09-21,2043.7264660365781,2064.8835743106474,-21.157108274069287
2016-09-22,2060.856893739833,2078.9434153480215,-18.086521608188377
2016-09-23,2078.7532910615346,2066.4532912609184,12.299999800616206
2016-09-26,2061.2433209107894,2047.863478714221,13.379842196568461
2016-09-27,2044.8137227501093,2061.693299375279,-16.879576625169648
2016-09-28,2057.4982078766016,2073.133591399487,-15.635383522885604
2016-09-29,2067.1624177779267,2052.8933870660057,14.269030711921005
2016-09-30,2050.4501928923946,2070.0335239946617,-19.58333110226704
2016-10-03,2070.6568562654,2062.963442589089,7.693413676311138
2016-10-04,2055.2085959956958,2052.2534608464002,2.955135149295529
2016-10-05,2051.715393227819,2061.493465863391,-9.778072635572244
2016-10-06,2061.3882531663194,2062.533412169514,-1.145159003194749
2016-10-07,2055.944378749714,2055.5034033851416,0.4409753645722958
2016-10-10,2053.645940300262,2065.423407242938,-11.777466942676256
2016-10-11,2066.2185045375873,2038.493370076858,27.72513446072935
2016-10-12,2033.9238555404472,2040.9432724425642,-7.019416902116973
2016-10-13,2041.8915989671768,2034.3134602760801,7.578138691096683
2016-10-14,2026.1681262901993,2034.7433141642841,-8.575187874084804
2016-10-17,2041.4665114259878,2028.263377131716,13.203134294271877
2016-10-18,2025.5640359388917,2041.3635936367382,-15.799557697846467
2016-10-19,2045.4204610719808,2046.0535025681202,-0.6330414961394126
2016-10-20,2042.8130927234088,2043.1034868285815,-0.2903941051727088
2016-10-21,2039.219620136846,2042.9232482988664,-3.7036281620203226
2016-10-24,2037.5107964662857,2053.0935736406354,-15.582777174349758
2016-10-25,2053.9313915270486,2044.923348731454,9.00804279559452
2016-10-26,2041.3111638195733,2041.1934173951659,0.11774642440741445
2016-10-27,2037.1120120993646,2034.8035113617698,2.3085007375948408
2016-10-28,2036.5236330400694,2028.1733461325439,8.350286907525515
2016-10-31,2025.983827538953,2027.9133154231704,-1.9294878842174512
2016-11-01,2029.5607061766486,2013.483464632336,16.07724154431253
2016-11-02,2009.907468651495,1999.7034258178792,10.204042833615858
2016-11-03,2000.4390320405264,1990.4233481796882,10.01568386083818
2016-11-04,1991.889088152484,1986.9433852646307,4.945702887853258
2016-11-07,1990.4034001347736,2033.283399726729,-42.87999959195531
2016-11-08,2033.6943647582439,2041.323521015538,-7.629156257294198
2016-11-09,2036.617018135289,2065.0233871564205,-28.406369021131468
2016-11-10,2056.426662455083,2069.2433695783984,-12.81670712331561
2016-11-11,2065.7861792101903,2066.2133851278304,-0.4272059176400944
2016-11-14,2056.8519265276427,2065.9634167065997,-9.111490178956956
2016-11-15,2064.025278785207,2082.1532852655628,-18.128006480355907
2016-11-16,2077.3283298354227,2078.7033326835626,-1.3750028481399568
2016-11-17,2072.86526371568,2088.8835437821035,-16.018280066423358
2016-11-18,2084.850155019194,2083.663334612461,1.1868204067332044
2016-11-21,2080.0077229833323,2099.943410701967,-19.935687718634654
2016-11-22,2095.8203440026273,2104.7034025876064,-8.883058584979153
2016-11-23,2098.4704329429633,2106.48336840065,-8.01293545768658
2016-11-25,2097.6622723268656,2115.1134575310925,-17.45118520422693
2016-11-28,2108.48011473719,2103.483394283139,4.996720454050774
2016-11-29,2098.6533194432423,2106.423347734535,-7.770028291292874
2016-11-30,2101.244976499802,2100.5734511648006,0.6715253350012063
2016-12-01,2100.061686720487,2092.843495494708,7.218191225779265
2016-12-02,2088.770563704711,2093.7134420906295,-4.942878385918448
2016-12-05,2092.2526449962197,2106.473306112507,-14.220661116287374
2016-12-06,2107.80311692969,2113.9933659825692,-6.190249052879153
2016-12-07,2108.2435627001496,2143.113451336353,-34.86988863620354
2016-12-08,2134.795646201078,2147.953411933022,-13.157765731943982
2016-12-09,2141.8392479010117,2161.293534571132,-19.454286670120382
2016-12-12,2154.2326327968476,2158.7234143418254,-4.490781544977835
2016-12-13,2152.0406427640637,2173.4833787962907,-21.442736032227003
2016-12-14,2169.6136346142293,2155.043441383509,14.570193230720179
2016-12-15,2148.990886799952,2163.7933953148104,-14.802508514858346
2016-12-16,2161.469183285203,2159.833443602206,1.6357396829971549
2016-12-19,2156.3390051147326,2164.2935086886428,-7.954503573910188
2016-12-20,2159.453195029232,2172.523401201197,-13.070206171964855
2016-12-21,2169.257923901814,2166.943421097608,2.314502804206313
2016-12-22,2161.5487989334906,2162.72343867563,-1.174639742139334
2016-12-23,2156.1036887972887,2165.553413082939,-9.449724285650518
2016-12-27,2159.3764038828795,2170.6433421008387,-11.26693821795925
2016-12-28,2167.375216830892,2151.68334326931,15.691873561581815
2016-12-29,2148.0353224891314,2151.02346900479,-2.9881465156586273
2016-12-30,2146.8548572117516,2140.5934660163894,6.261391195362194
2017-01-03,2137.7698467384334,2159.593537469118,-21.823690730684575
2017-01-04,2159.828853786562,2172.513338913054,-12.68448512649229
2017-01-05,2167.5452165410934,2170.763383433068,-3.218166891974761
2017-01-06,2163.2807482136423,2178.7434840557626,-15.46273584212031
2017-01-09,2173.033753394543,2170.6632901457533,2.370463248789747
2017-01-10,2165.4524371387697,2170.6632901457533,-5.210853006983598
2017-01-11,2168.161487556995,2177.0835595749486,-8.922072017953724
2017-01-12,2168.020615522996,2172.2033498257088,-4.182734302712561
2017-01-13,2161.8225990897963,2176.403384202772,-14.580785112975718
2017-01-17,2174.69809115963,2169.6533541726876,5.044736986942553
2017-01-18,2162.191902717773,2173.653378506492,-11.461475788719326
2017-01-19,2168.3283097025196,2165.4533197956243,2.87498990689528
2017-01-20,2161.0072006874907,2173.0734729530013,-12.066272265510634
2017-01-23,2171.4961651537806,2166.9633691425224,4.532796011258142
2017-01-24,2159.4094152492426,2181.8334891724453,-22.42407392320274
2017-01-25,2179.497273009615,2200.1336137394537,-20.636340729838594
2017-01-26,2195.578398244088,2198.4433258628405,-2.8649276187525174
2017-01-27,2191.6954142092072,2196.4532877183956,-4.757873509188357
2017-01-30,2190.7285518906474,2182.663363147167,8.065188743480576
2017-01-31,2171.5726032373914,2180.6336054442636,-9.061002206872217
2017-02-01,2174.4502411148505,2181.3134277536983,-6.863186638847765
2017-02-02,2179.3138569152234,2182.613581300566,-3.299724385342415
2017-02-03,2176.5569664954774,2199.183345369761,-22.626378874283546
2017-02-06,2196.796817766217,2194.3234367281775,2.473381038039406
2017-02-07,2186.6653293260515,2194.8434981469245,-8.178168820872997
2017-02-08,2192.526700434896,2196.433339673481,-3.9066392385848303
2017-02-09,2188.3340803754118,2209.633472934447,-21.29939255903537
2017-02-10,2205.3986618773115,2217.8635419783723,-12.464880101060771
2017-02-13,2212.499636272796,2230.0134901137017,-17.51385384090554
2017-02-14,2224.5636136304847,2239.3435261298646,-14.779912499379861
2017-02-15,2227.9699629638662,2251.013485467647,-23.043522503780878
2017-02-16,2241.8802819300663,2248.983374702002,-7.103092771935735
2017-02-17,2238.656466034222,2252.923378369692,-14.266912335469897
2017-02-21,2242.2908938988394,2267.1433333604955,-24.852439461656104
2017-02-22,2259.847115268767,2264.5834519507025,-4.736336681935427
2017-02-23,2253.758724816912,2265.5734398788536,-11.81471506194157
2017-02-24,2257.2886461099415,2269.103537703254,-11.814891593312495
2017-02-27,2256.171026000611,2271.51336744776,-15.34234144714901
2017-02-28,2262.742053220577,2265.4032636372813,-2.661210416704307
2017-03-01,2256.601056420186,2297.7233331518346,-41.122276731648526
2017-03-02,2294.490867218815,2283.683263628004,10.807603590810686
2017-03-03,2273.3747142228003,2284.8835004189277,-11.508786196127403
2017-03-06,2276.4186446516715,2277.0733995064347,-0.6547548547632687
2017-03-07,2266.5431266993482,2270.153369766149,-3.610243066800649
2017-03-08,2264.6731298871327,2264.743389372761,-0.07025948562841222
2017-03-09,2260.901537147306,2266.633510761262,-5.731973613956143
2017-03-10,2259.8531173353786,2274.363466431355,-14.51034909597638
2017-03-13,2270.0968797274527,2275.2334130272766,-5.1365332998238955
2017-03-14,2268.272604540307,2267.213416314753,1.059188225553953
2017-03-15,2258.702485859685,2287.0234136972886,-28.32092783760345
2017-03-16,2283.1127142371724,2283.1432541643426,-0.03053992717013898
2017-03-17,2275.149031031974,2280.0133529578306,-4.86432192585653
2017-03-20,2277.535382104147,2275.2334130272766,2.3019690768705914
2017-03-21,2267.0651299631754,2245.7833905412326,21.281739421942802
2017-03-22,2248.2295857481495,2250.213445294612,-1.9838595464625541
2017-03-23,2244.3370690192387,2247.7232937763347,-3.386224757095988
2017-03-24,2247.613314732248,2245.7433179200325,1.8699968122155042
2017-03-27,2242.5419215082957,2243.353436220441,-0.8115147121452537
2017-03-28,2233.266080623007,2260.3334591956673,-27.067378572660346
2017-03-29,2255.9537158830017,2262.8933406054603,-6.939624722458575
2017-03-30,2255.3079641281556,2269.823432633889,-14.515468505733224
2017-03-31,2263.502197303783,2264.4833586633877,-0.9811613596048119
2017-04-03,2259.2993384247848,2260.6035521931835,-1.3042137683987676
2017-04-04,2251.0750949161,2261.9233007222238,-10.848205806123588
2017-04-05,2254.6720981300814,2254.713406470878,-0.04130834079660417
2017-04-06,2256.0414519743517,2259.253440268344,-3.2119882939923627
2017-04-07,2252.8368779979382,2257.3034747450993,-4.46659674716102
2017-04-10,2253.214655131719,2258.923326604713,-5.708671472993956
2017-04-11,2254.7525964352235,2255.5434569769704,-0.7908605417469516
2017-04-12,2244.200963332255,2246.6934097583544,-2.4924464260993773
2017-04-13,2242.785711331544,2230.713436999422,12.072274332122106
2017-04-17,2228.398051538361,2250.773402803188,-22.37535126482726
2017-04-18,2245.329175323841,2243.9532898188463,1.375885504994585
2017-04-19,2236.5101976265078,2239.933317440127,-3.4231198136194507
2017-04-20,2238.8972548241645,2257.603578075673,-18.706323251508366
2017-04-21,2252.562195184778,2250.4533514277,2.1088437570779206
2017-04-24,2243.968648048117,2275.9132353367113,-31.944587288594448
2017-04-25,2277.0929944886075,2290.373449523345,-13.280455034737315
2017-04-26,2283.2740639101985,2289.2132853536214,-5.939221443422866
2017-04-27,2284.0126711661514,2290.5333869454034,-6.5207157792519865
2017-04-28,2281.824035229415,2285.96334281488,-4.139307585464849
2017-05-01,2280.79891755845,2290.0934707690567,-9.294553210606864
2017-05-02,2284.6916108187315,2292.9333309331378,-8.241720114406235
2017-05-03,2285.8865516685273,2289.893284194427,-4.006732525899679
2017-05-04,2279.819874575296,2291.2834687404666,-11.463594165170434
2017-05-05,2284.0105527897003,2301.053420932976,-17.042868143275882
2017-05-08,2292.804639563733,2301.1432754007774,-8.338635837044421
2017-05-09,2292.9961761011873,2298.6833107469283,-5.6871346457410255
2017-05-10,2292.213082939761,2301.393243822008,-9.180160882247037
2017-05-11,2292.678772696263,2296.2033980481647,-3.5246253519017046
2017-05-12,2284.6232931781833,2292.6632379356215,-8.039944757438207
2017-05-15,2286.3538302073675,2304.0834053835442,-17.729575176176695
2017-05-16,2298.4020962730438,2302.433366659502,-4.0312703864583455
2017-05-17,2295.1878130712294,2258.793399515712,36.39441355551753
2017-05-18,2251.987055978302,2267.4833327808983,-15.496276802596185
2017-05-19,2266.4659824902537,2283.493315872888,-17.027333382634424
2017-05-22,2281.200349895935,2295.7834299167325,-14.583080020797752
2017-05-23,2290.900572196929,2300.1832978056837,-9.282725608754845
2017-05-24,2294.2917398324107,2306.1532357076476,-11.86149587523687
2017-05-25,2299.03072448491,2316.833560180021,-17.802835695110844
2017-05-26,2310.6509019760915,2317.583465443713,-6.932563467621549
2017-05-30,2307.6445727292275,2314.6733457940036,-7.028773064776033
2017-05-31,2306.3414181490543,2313.563493064994,-7.222074915939629
2017-06-01,2305.5332575329567,2331.8235450108023,-26.290287477845595
2017-06-02,2322.307091866942,2340.833529651477,-18.52643778453512
2017-06-05,2330.4937341936193,2337.8635658670237,-7.369831673404406
2017-06-06,2328.440850881125,2331.0934112606537,-2.65256037952895
2017-06-07,2322.9493129943694,2334.9033113079713,-11.953998313601915
2017-06-08,2325.4846565436037,2335.5534763470905,-10.068819803486804
2017-06-09,2327.564372624479,2333.533427869588,-5.969055245109303
2017-06-12,2324.2498196039787,2331.1532553953975,-6.903435791418815
2017-06-13,2320.825464070763,2342.113558622059,-21.288094551296126
2017-06-14,2334.70471351568,2339.6832512385254,-4.978537722845431
2017-06-15,2329.9418971281057,2334.2233124671657,-4.281415339060004
2017-06-16,2321.2750894725104,2334.913373596114,-13.638284123603626
2017-06-19,2327.9506232640642,2355.223307821111,-27.272684557046887
2017-06-20,2347.5095930371435,2338.79353312906,8.71605990808348
2017-06-21,2331.8297236087847,2337.373514781334,-5.5437911725493905
2017-06-22,2331.656016739794,2336.2634855209535,-4.607468781159696
2017-06-23,2331.4904303138655,2340.0634998114992,-8.573069497633696
2017-06-26,2334.0458984393854,2340.833529651477,-6.787631212091583
2017-06-27,2336.0262273584294,2321.143220538429,14.883006820000446
2017-06-28,2317.714275189569,2342.453381511091,-24.73910632152183
2017-06-29,2338.846139477596,2321.463448445288,17.382691032307775
2017-06-30,2312.99823961529,2325.173255205291,-12.17501559000084
2017-07-03,2325.4474084243384,2330.7733598851655,-5.3259514608271274
2017-07-05,2327.42914959435,2334.303457709566,-6.874308115216081
2017-07-06,2326.941569947853,2311.5134342544343,15.42813569341888
2017-07-07,2303.808369507642,2326.9433352615624,-23.13496575392037
2017-07-10,2322.109200200134,2329.193404115381,-7.08420391524669
2017-07-11,2322.340279764676,2327.293396970108,-4.953117205432136
2017-07-12,2317.0844112581062,2345.0134394522547,-27.929028194148486
2017-07-13,2341.3948994110206,2349.593545870921,-8.198646459900374
2017-07-14,2339.0886935812478,2361.0334848323873,-21.944791251139577
2017-07-17,2351.2801265887447,2360.903381212015,-9.62325462327044
2017-07-18,2351.424705781533,2362.373534469084,-10.948828687551213
2017-07-19,2349.065893603224,2375.593439243594,-26.52754564036968
2017-07-20,2365.53468172825,2375.213367201991,-9.678685473741098
2017-07-21,2363.6043111871777,2374.30352451624,-10.699213329062331
2017-07-24,2360.7409723507635,2371.6733836208186,-10.932411270055127
2017-07-25,2361.3768383488377,2378.893340160307,-17.516501811469425
2017-07-26,2372.332198697113,2379.5934635773983,-7.261264880285125
2017-07-27,2368.8405847115746,2377.1832807701503,-8.342696058575712
2017-07-28,2365.5929370806552,2373.8634318085224,-8.270494727867117
2017-07-31,2362.4437939547124,2372.0635179505643,-9.619723995851928
2017-08-01,2366.441523380695,2378.1136010949285,-11.672077714233637
2017-08-02,2369.8660554452817,2379.333432868025,-9.467377422743084
2017-08-03,2368.4248533330447,2373.923275943266,-5.498422610221496
2017-08-04,2365.873975023169,2378.5934133611045,-12.719438337935571
2017-08-07,2371.2682441245443,2382.6734064059383,-11.405162281394041
2017-08-08,2373.3792062580733,2376.683343927689,-3.3041376696155567
2017-08-09,2370.881993484959,2375.78338699871,-4.901393513750918
2017-08-10,2362.672578611432,2339.9732922809562,22.699286330475843
2017-08-11,2334.770559717035,2343.0834219739245,-8.312862256889275
2017-08-14,2340.1701247595383,2367.6034528641276,-27.433328104589236
2017-08-15,2363.9541963643524,2366.3735588028885,-2.4193624385361545
2017-08-16,2358.3878091763245,2369.8734697628606,-11.485660586536142
2017-08-17,2363.859752080907,2331.7734101014594,32.08634197944775
2017-08-18,2326.319649928082,2327.3135215463935,-0.9938716183114593
2017-08-21,2325.1029957196624,2330.133610196931,-5.0306144772685
