Datum,Tatsächlicher_Open,Vorhergesagter_Open,Differenz
2015-12-21,2010.2699364340517,2006.964156944887,-3.3057794891647063
2015-12-22,2023.149940983276,2022.6861290181116,-0.46381196516449563
2015-12-23,2042.19989821504,2039.5696008620146,-2.630297353025526
2015-12-24,2063.5200269844063,2063.0234437491163,-0.4965832352900179
2015-12-28,2057.7700121622183,2057.3230335270637,-0.4469786351546645
2015-12-29,2060.5399903387297,2049.6835669502616,-10.856423388468102
2015-12-30,2077.340011844499,2077.257635974238,-0.08237587026087567
2015-12-31,2060.5901321728015,2058.7327353763976,-1.8573967964039184
2016-01-04,2038.200012479938,2042.021894704085,3.821882224146975
2016-01-05,2013.7800438970592,2002.371881255822,-11.40816264123714
2016-01-06,2011.7099024618076,2018.2668426565945,6.5569401947868755
2016-01-07,1985.319897033842,1985.119866931491,-0.2000301023508655
2016-01-08,1945.9700182780946,1942.5096944932013,-3.460323784893262
2016-01-11,1926.1199406369271,1929.7589842446907,3.639043607763597
2016-01-12,1927.8299562567556,1923.5449783793595,-4.284977877396159
2016-01-13,1940.3399857017214,1942.3427938169336,2.0028081152122468
2016-01-14,1891.6800219046856,1894.433345829166,2.7533239244803553
2016-01-15,1916.6800240609884,1926.121194182779,9.441170121790492
2016-01-19,1888.6600508697304,1872.9543748925792,-15.705675977151259
2016-01-20,1876.1801065252077,1890.9764245258705,14.796318000662723
2016-01-21,1861.459896665547,1845.6765008455843,-15.783395819962607
2016-01-22,1877.399985716984,1880.5361783601986,3.1361926432145992
2016-01-25,1906.280070440553,1913.0631861225995,6.783115682046628
2016-01-26,1878.7899889886469,1878.1748561313727,-0.6151328572741477
2016-01-27,1902.5199701191016,1908.6374529538446,6.117482834742987
2016-01-28,1885.2199628964447,1884.0518372405497,-1.1681256558949826
2016-01-29,1893.9999771204023,1896.5181716586815,2.5181945382792037
2016-02-01,1936.9400111956932,1940.7873224928337,3.84731129714055
2016-02-02,1935.2600806763078,1934.1241890566018,-1.1358916197059443
2016-02-03,1907.0699834051632,1900.7275786290122,-6.342404776150943
2016-02-04,1911.6699594473178,1906.6632973152448,-5.006662132072961
2016-02-05,1913.069991085795,1916.723181853886,3.653190768091008
2016-02-08,1873.2500326356242,1876.0488423667268,2.798809731102665
2016-02-09,1848.4599098705078,1844.8222988865748,-3.637610983932973
2016-02-10,1857.1000641930007,1853.2973433125883,-3.80272088041238
2016-02-11,1847.000066187102,1860.491622034024,13.491555846921983
2016-02-12,1833.3999890850102,1820.1414136885435,-13.258575396466767
2016-02-16,1871.4399124256308,1868.939088451298,-2.5008239743328886
2016-02-17,1898.7999832649077,1896.8344233692917,-1.9655598956160247
2016-02-18,1927.5699350314974,1927.0975273233491,-0.4724077081482392
2016-02-19,1916.7400151838958,1915.6103912934489,-1.1296238904469647
2016-02-22,1924.4400101175418,1911.6892998690312,-12.750710248510586
2016-02-23,1942.3800420365299,1945.9891796218292,3.6091375852993224
2016-02-24,1917.5600132489492,1915.315628940298,-2.244384308651206
2016-02-25,1931.869955459115,1918.4842346976804,-13.38572076143464
2016-02-26,1954.9498835264242,1948.377721703437,-6.572161822987255
2016-02-29,1947.1300854249423,1947.536413358903,0.40632793396071065
2016-03-01,1937.0898994639722,1931.255717991735,-5.8341814722371055
2016-03-02,1976.6000530107706,1974.8013937914222,-1.7986592193483375
2016-03-03,1985.599974992729,1977.0248259765506,-8.57514901617833
2016-03-04,1994.0100141124278,1985.7817391412393,-8.228274971188512
2016-03-07,1996.1100615701437,1995.1149252417965,-0.9951363283471437
2016-03-08,1996.8799178011252,1992.44809598109,-4.431821820035111
2016-03-09,1981.4399935445547,1971.7534865917698,-9.686506952784839
2016-03-10,1990.9699863438439,1986.1094518424945,-4.860534501349321
2016-03-11,1994.7100299316664,1982.342367479869,-12.367662451797514
2016-03-14,2019.2700374939889,2019.5139417011526,0.24390420716372319
2016-03-15,2015.269972680908,2011.5374503681962,-3.732522312711808
2016-03-16,2014.2399161466894,2006.8008378281959,-7.439078318493557
2016-03-17,2026.900012937913,2021.5418207334008,-5.3581922045123065
2016-03-18,2041.159992391986,2034.5568500786615,-6.603142313324497
2016-03-21,2047.8800726254851,2046.1521492077738,-1.7279234177112812
2016-03-22,2048.639900489652,2042.8273874528534,-5.812513036798691
2016-03-23,2048.5500033442804,2043.64075963269,-4.909243711590307
2016-03-24,2032.4799036802144,2030.7109714053515,-1.768932274862891
2016-03-28,2037.8900284985868,2026.8908799609928,-10.99914853759401
2016-03-29,2035.7500466515924,2034.2903820461654,-1.4596646054269513
2016-03-30,2058.269997879106,2048.0417800403666,-10.22821783873951
2016-03-31,2063.77001984285,2063.119429545768,-0.6505902970820898
2016-04-01,2056.620152460164,2055.4677856664057,-1.1523667937581195
2016-04-04,2073.18987968516,2063.2365465439216,-9.953333141238545
2016-04-05,2062.499998817002,2061.9167418399593,-0.5832569770427654
2016-04-06,2045.5601174097685,2040.0140724054656,-5.546045004302869
2016-04-07,2063.010012900704,2063.160975636856,0.15096273615199607
2016-04-08,2045.5400606761398,2035.0729528136437,-10.46710786249605
2016-04-11,2050.229933863666,2051.3325169793097,1.102583115643938
2016-04-12,2043.719912099332,2043.6131816239506,-0.10673047538148239
2016-04-13,2065.91985097868,2059.1138133153436,-6.80603766333661
2016-04-14,2082.889817486357,2080.7750856343773,-2.114731851979741
2016-04-15,2083.100055033501,2079.246117851144,-3.8539371823571855
2016-04-18,2078.8301197063265,2076.4525013814273,-2.377618324899231
2016-04-19,2096.0500790724473,2087.315371577133,-8.734707495314069
2016-04-20,2101.5200159357482,2096.6775683102605,-4.842447625487694
2016-04-21,2102.0900211423577,2098.611610481603,-3.4784106607548892
2016-04-22,2091.4900374195713,2086.7713326774538,-4.718704742117552
2016-04-25,2089.3701123062056,2086.1073115319596,-3.2628007742459886
2016-04-26,2089.84001292265,2080.79299343226,-9.047019490390085
2016-04-27,2092.3300922182534,2090.1455199545308,-2.1845722637226572
2016-04-28,2090.9298815017974,2089.617239916988,-1.312641584809171
2016-04-29,2071.820112225105,2072.4898638659215,0.6697516408166848
2016-05-02,2067.1699943488784,2058.950136042695,-8.219858306183596
2016-05-03,2077.1799161314266,2080.9312416319153,3.751325500488747
2016-05-04,2060.3000258471,2057.0024839449616,-3.2975419021386188
2016-05-05,2052.949949284084,2048.4210671995243,-4.528882084559882
2016-05-06,2047.769939668506,2051.9428147311555,4.172875062649609
2016-05-09,2057.5501044042176,2052.2522614785703,-5.297842925647274
2016-05-10,2062.6298303516523,2059.5210366391984,-3.1087937124539167
2016-05-11,2083.2900567690376,2083.5389751596085,0.24891839057090692
2016-05-12,2067.1699943488784,2062.0685999660054,-5.101394382872968
2016-05-13,2062.499998817002,2063.431025228929,0.9310264119267231
2016-05-16,2046.530003743101,2045.3255252575038,-1.2044784855970647
2016-05-17,2065.0400408686983,2067.0186734567687,1.978632588070468
2016-05-18,2044.379993529292,2043.229596593301,-1.1503969359910116
2016-05-19,2044.2100485273843,2047.6266772854435,3.4166287580592325
2016-05-20,2041.8800649448533,2033.8083041271605,-8.071760817692848
2016-05-23,2052.2300558091956,2055.280111944594,3.0500561353983358
2016-05-24,2052.6498145915684,2046.8011278030465,-5.848686788521945
2016-05-25,2078.9298661405337,2076.5449056185025,-2.3849605220311787
2016-05-26,2091.4398955854995,2088.7068074726267,-2.7330881128727924
2016-05-27,2090.06009975863,2086.5496341396647,-3.5104656189650996
2016-05-31,2100.1298335861065,2094.950898438401,-5.178935147705488
2016-06-01,2093.940003247917,2091.7138848931063,-2.226118354810751
2016-06-02,2097.709952858204,2091.3754275131214,-6.334525345082511
2016-06-03,2104.070086354259,2098.187911983696,-5.882174370563007
2016-06-06,2100.830028483324,2090.68347020293,-10.146558280393947
2016-06-07,2110.179868835912,2107.6478852932632,-2.531983542648959
2016-06-08,2112.709882520794,2108.9945516940497,-3.715330826744321
2016-06-09,2115.649984777192,2114.0524301280675,-1.597554649124504
2016-06-10,2109.570108318003,2106.8803570760065,-2.6897512419964187
2016-06-13,2091.7500586448296,2088.251591250446,-3.498467394383624
2016-06-14,2076.6498453140957,2076.8095828712103,0.1597375571145676
2016-06-15,2077.600033069757,2070.089860793669,-7.510172276088269
2016-06-16,2066.3600246506394,2073.0364098573045,6.676385206665145
2016-06-17,2078.199944298831,2069.0877404241473,-9.112203874683473
2016-06-20,2075.5800334685773,2069.6948147723742,-5.885218696203083
2016-06-21,2085.1898950464238,2088.398435193085,3.2085401466611074
2016-06-22,2089.7499366992997,2088.045293418836,-1.7046432804636424
2016-06-23,2092.799992834698,2086.2709888046084,-6.529004030089709
2016-06-24,2103.8100651290006,2112.3941680441203,8.584102915119729
2016-06-27,2031.4500262239746,2029.2407411991737,-2.20928502480092
2016-06-28,2006.6701109036514,1998.4801586199321,-8.189952283719322
2016-06-29,2042.6898555651135,2041.804494037788,-0.8853615273255855
2016-06-30,2073.17000202951,2072.122037697409,-1.047964332101401
2016-07-01,2099.340099699475,2095.8885507355444,-3.4515489639306907
2016-07-05,2095.0501076386718,2100.7043157421867,5.654208103514975
2016-07-06,2084.429888104278,2079.9574155830487,-4.472472521229065
2016-07-07,2100.419939911808,2092.3091400947305,-8.11079981707735
2016-07-08,2106.9698960654205,2094.835214064078,-12.134682001342298
2016-07-11,2131.7199053632794,2129.0720583683287,-2.647846994950669
2016-07-12,2139.4999481534614,2132.6704512748984,-6.829496878563077
2016-07-13,2153.810069441606,2147.072260488203,-6.737808953403146
2016-07-14,2157.879795588451,2144.1629596441635,-13.716835944287595
2016-07-15,2165.129946639281,2160.385991902149,-4.743954737132299
2016-07-18,2162.039956114604,2152.9768196061195,-9.063136508484604
2016-07-19,2163.79008520169,2159.2889602038485,-4.5011249978415435
2016-07-20,2166.1000120505923,2153.5423478632583,-12.557664187334012
2016-07-21,2172.909989429463,2166.751139581611,-6.158849847852252
2016-07-22,2166.469987154851,2156.2145494633296,-10.255437691521365
2016-07-25,2173.709930760888,2167.521533046529,-6.188397714358871
2016-07-26,2168.9699157392897,2159.603062978713,-9.366852760576876
2016-07-27,2169.809970537972,2163.6480763644795,-6.161894173492328
2016-07-28,2166.0500492944993,2161.7032895144075,-4.346759780091816
2016-07-29,2168.830055837825,2164.4789981862414,-4.351057651583687
2016-08-01,2173.1499539210927,2168.4222952800337,-4.727658641058952
2016-08-02,2169.939981150601,2166.357526184147,-3.582454966453952
2016-08-03,2156.8099837429327,2151.0725043792627,-5.737479363669991
2016-08-04,2163.510007242803,2160.553250734374,-2.9567565084289527
2016-08-05,2168.7901214485464,2161.5575200396415,-7.232601408904884
2016-08-08,2183.7599660106935,2181.1257289421337,-2.6342370685597416
2016-08-09,2182.2399521264015,2176.686385846988,-5.553566279413644
2016-08-10,2182.81013641099,2179.4466938126425,-3.3634425983473193
2016-08-11,2177.970016799227,2171.233819547633,-6.736197251593694
2016-08-12,2183.7399092770647,2183.9318808703683,0.19197159330360591
2016-08-15,2186.080100304389,2177.9141444698325,-8.165955834556371
2016-08-16,2186.2400169394823,2188.193220454559,1.9532035150768934
2016-08-17,2177.8400061865977,2172.298975365702,-5.541030820895685
2016-08-18,2181.899883044607,2176.3253646416706,-5.574518402936519
2016-08-19,2184.2400740719313,2183.0354165083554,-1.2046575635758927
2016-08-22,2181.5800497744203,2176.6190525269485,-4.960997247471823
2016-08-23,2187.8099935798673,2177.8278288840374,-9.982164695829852
